SPEC_ID,PROTECTED = P,UPDATED = U,GENUS,SPECIES,COUNTRY,LOCALITY,COLLECTION PLACE,DATE COLLECTED,SEX,BONE,SIDE,AGE,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,,,
AMNH82036,P,U,Equus,grevyi,19,,,,male,txP2,left,recent,39.3,,27.9,,,,,,,8.2,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH82036,P,U,Equus,grevyi,19,,,,male,txP4,left,recent,28.4,,30.3,,,,,,,13.7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,unknown,a1ph3,left,recent,81.2,74.7,30.4,50.1,35.5,40.7,39.3,22.6,9.7,67.8,11.0,68.2,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,unknown,a2ph3,left,recent,45.3,34.8,38.2,46.6,29.6,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,mandible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,mandible,left,recent,463.2,130.5,90.1,81.7,172.1,139.9,56.3,240.5,229.4,113.5,78.1,62.1,35,94.5,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,unknown,mciii,left,recent,230.2,223.3,31.0,25.8,49.8,30.9,42.1,14.9,7.2,44.2,45.4,33.5,26.9,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,unknown,p1ph3,left,recent,78.0,70.5,29.7,51.9,35.0,39.9,37.5,22.6,11.7,64.0,12.7,64.9,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,unknown,p2ph3,left,recent,44.7,32.7,42.0,47.9,31.2,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,skull,left,recent,140.7,,,,,,95.8,77.6,171.8,,,,,39.2,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,skull,left,recent,144.4,129.6,140.7,127.9,254.2,530.2,95.8,77.6,171.6,80.1,48.1,50.4,73.6,37.8,56.2,62.7,173.2,222.2,212.7,,107.2,,409.4,,101.9,102.3,141.3,60.2,60.8,179.1,194.6,67.5,70.6,68.8,25.8,73.1,65.1,97.9,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmc,unknown,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmi1,unknown,recent,14.7,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmI1,left,recent,14.6,,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmi2,unknown,recent,16.7,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmI2,left,recent,15.4,,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmi3,unknown,recent,14.9,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmI3,left,recent,15.9,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmm1,unknown,recent,24.7,,14.2,8.6,10.7,16.2,,14.6,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmm1,left,recent,25.9,,14.4,7.1,10.1,18.3,,14.7,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmm2,unknown,recent,26.6,,14.1,7.2,11.0,15.5,,16.8,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmm2,left,recent,25.8,,14.5,7.8,11.3,15.7,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmm3,unknown,recent,30.1,,13.7,7.4,10.5,12.5,,12.8,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmm3,left,recent,31.7,,13.2,7.1,10.5,14.6,,12.8,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmp2,unknown,recent,33.5,,16.9,9.3,14.5,14.1,,12.7,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmp2,left,recent,33.8,,16.6,9.3,15.4,16.9,,12.9,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmp3,unknown,recent,28.0,,17.5,7.3,15.3,16.2,,16.7,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmp3,left,recent,29.5,,12.3,9.1,13.3,18.1,,15.1,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmp4,unknown,recent,29.2,,16.1,8.2,13.2,18.2,,16.4,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,tmp4,left,recent,28.3,,16.4,8.5,15.1,17.9,,16.3,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txC,unknown,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txdP1,unknown,recent,6.1,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txI1,right,recent,14.8,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txI1,left,recent,15.6,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txI2,right,recent,17.1,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txI2,left,recent,17.4,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txI3,right,recent,19.5,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txI3,left,recent,18.7,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txM1,right,recent,25.1,,25.2,,,0.0,2.0,0.0,0.0,11.3,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txM1,left,recent,25.3,,26.9,,,1,5,4,1,11.5,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txM2,right,recent,25.9,,26.2,,,0.0,2.0,0.0,0.0,12.1,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txM2,left,recent,25.9,,27.2,,,1,4,3,1,12.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txM3,right,recent,26.1,,22.7,,,0.0,1.0,0.0,0.0,14.4,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txM3,left,recent,26.2,,23.4,,,1,4,2,1,14.1,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txP2,right,recent,36.4,,25.8,,,0.0,3.0,1.0,0.0,8.6,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txP2,left,recent,38.1,,27.2,,,1,7,5,1,8.8,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txP3,right,recent,30.7,,27.1,,,0.0,3.0,3.0,0.0,10.1,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txP3,left,recent,31.6,,28.9,,,1,6,5,1,9.7,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txP4,right,recent,28.7,,27.0,,,0.0,4.0,1.0,0.0,10.3,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,0,unknown,8-Oct-1908,female,txP4,left,recent,28.9,,29.9,,,1,6,4,1,10.1,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM152231,P,U,Equus,grevyi,18,300,Kitanga Farm,8-Oct-1908,unknown,mciii,right,recent,228.5,223.9,31.1,25.6,50.3,29.1,41.0,14.8,6.2,44.5,46.0,33.8,27.1,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM161927,P,U,Equus,grevyi,0,300,Kitanga Farm,28-Apr-1909,unknown,mciii,right,recent,208.6,202.2,31.0,23.8,45.4,28.1,36.6,13.8,8.5,43.2,43.9,30.8,22.6,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM161927,P,U,Equus,grevyi,0,300,Kitanga Farm,28-Apr-1909,unknown,mtiii,right,recent,237.1,227.9,30.7,26.8,46.4,33.3,41.7,11.0,7.1,43.2,43.5,33.1,24.4,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM162963,P,U,Equus,grevyi,19,,unknown,,female,skull,left,recent,118.6,,,,,,83.8,64.3,144.6,,,,,39.7,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM162963,P,U,Equus,grevyi,19,,unknown,,female,txP2,left,recent,35.1,,21.9,,,,,,,7.5,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,mandible,left,recent,480.3,131.6,95.4,86.9,179.9,136.9,58.1,239.4,226.5,111.5,83.5,67.8,97.6,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,skull,left,recent,141.7,133.9,13.8,132.4,272.1,552.7,99.5,81.3,179.4,81.3,50,50.3,74.5,40.9,60.7,69.9,172.1,218.5,203.1,87.8,111.2,76.2,440.1,226.9,113.6,106.3,19.9,61.9,58.2,193.1,199.5,66.0,73.6,72.9,26.5,76.4,68.9,111.5,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,tmc,unknown,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,tmi1,unknown,recent,14.1,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,tmI1,left,recent,14.2,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,tmI2,left,recent,17.1,,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,tmi3,right,recent,16.1,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,tmI3,left,recent,15.9,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,tmm1,right,recent,26.3,,15.1,7.0,9.3,17.5,,14.4,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,tmm1,left,recent,26.8,,15.4,7.3,9.6,1.5,,14.4,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,tmm2,right,recent,27.0,,14.3,8.1,10.2,16.6,,14.0,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,tmm2,left,recent,28.4,,14.4,7.1,9.2,16.9,,14.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,tmm3,right,recent,29.5,,13.0,7.0,7.7,14.1,,12.8,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,tmm3,left,recent,31.8,,13.0,7.6,8.0,15.6,,12.4,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,tmp2,unknown,recent,35.2,,17.0,10.8,15.4,14.7,,13.2,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,tmp2,left,recent,34.6,,17.0,10.1,15.5,18.4,,12.9,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,tmp3,right,recent,30.1,,17.3,8.6,15.0,18.3,,17.0,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,tmp3,left,recent,30.1,,17.8,9.9,15.8,19.7,,16.9,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,tmp4,right,recent,30.1,,16.4,8.5,14.2,18.5,,16.1,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,tmp4,left,recent,30.1,,16.7,9.5,14.5,19.7,,15.8,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,txC,unknown,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,txI1,unknown,recent,16.9,12.7,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,txI2,unknown,recent,18.7,13.4,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,txI3,unknown,recent,20.4,17.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,txM1,right,recent,25.7,,26.5,,,0.0,3.0,2.0,0.0,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,txM1,left,recent,26.2,,28.7,,,1,4,4,1,11.5,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,txM2,left,recent,26.4,,28.9,,,1,5,6,1,11.8,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,txM3,right,recent,27.3,,21.2,,,0.0,2.0,0.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,txM3,left,recent,27.4,,25.6,,,1,4,2,1,13.2,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,txP2,left,recent,40.0,,26.6,,,,,,,9.8,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,txP2,right,recent,40.3,,27.8,,,0.0,3.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,txP2,left,recent,40.8,,18.6,,,1,7,2,1,9.9,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,txP3,right,recent,30.6,,28.5,,,0.0,2.0,0.0,0.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,txP3,left,recent,31.1,,30.8,,,1,4,5,1,11.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",31-Aug-1909,female,txP4,right,recent,29.8,,29.9,,,0.0,4.0,0.0,0.0,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163228,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",31-Aug-1909,female,txP4,left,recent,30.3,,31.5,,,1,5,5,1,11.9,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163238,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River, Roosevelt",30-Sep-1909,male,mandible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163238,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River, Roosevelt",30-Sep-1909,male,skull,left,recent,133.1, ,,,,,103.0,82.1,185.7,,,,,38.6,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163238,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River, Roosevelt",30-Sep-1909,male,txP2,left,recent,38.7,,23.8,,,,,,,10.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,unknown,a1ph3,left,recent,87.7,81.5,31.2,50.3,35.0,41.6,39.1,23.8,12.5,73.5,10.4,73.8,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,unknown,a2ph3,left,recent,46.7,36.2,39.8,48.4,32.1,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,unknown,astragalus,left,recent,61.0,62.2,28.3,63.8,52.0,35.4,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,unknown,calcaneum,left,recent,114.3,76.3,22.0,32.5,52.5,50.9,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,female,mandible,left,recent,498.7,143.5,97.1,85.1,182.1,134.3,55.9,220.9,216.5,117.6,82.4,65.7,98.7,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,unknown,mciii,left,recent,235.4,227.6,32.5,28.6,48.9,31.3,41.3,15.0,6.9,48.3,45.7,34.7,27.0,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,unknown,mciii,right,recent,234.3,228.5,32.8,27.8,49.0,29.3,41.8,14.0,5.9,48.4,46.6,34.9,27.3,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,unknown,mtiii,left,recent,276.3,268.1,32.6,32.4,47.8,39.8,47.5,11.1,9.5,49.7,45.1,37.1,26.8,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,unknown,mtiii,right,recent,277.2,269.2,32.1,33.1,49.6,41.3,47.4,12.2,9.4,49.7,45.2,37.4,27.1,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,unknown,p1ph3,left,recent,83.6,75.1,30.5,51.7,37.3,40.9,36.1,23.1,1.6,67.0,12.8,68.7,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,unknown,p2ph3,left,recent,46.0,34.4,43.4,49.0,32.3,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,skull,left,recent,155.2,140.1,142.1,133.1,270.2,563.4,103.5,82.6,184.7,83.7,46.5,48.5,73.2,36.5,59.3,70.1,165.9,216.9,214.6,84.6,111.1,70.7,453.7,227.1,116.5,120.3,16.2,63.5,61.8,197.4,219.7,62.4,69.8,73.8,30.2,72.6,71.1,117.7,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,tmI1,left,recent,14.8,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,tmI2,left,recent,16.4,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,tmI3,left,recent,17.9,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,tmm1,left,recent,27.3,,13.6,6.7,9.1,17.6,,14.1,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,tmm2,left,recent,28.1,,13.6,7.7,9.4,15.5,,14.2,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,tmm3,left,recent,31.6,,13.6,7.4,7.8,12.7,,12.3,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,tmp2,left,recent,36.5,,15.4,10.3,16.6,17.2,,11.8,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,tmp3,left,recent,30.8,,17.4,9.1,16.5,19.5,,15.5,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,tmp4,left,recent,29.9,,16.8,8.4,15.3,18.9,,14.1,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,txI1,left,recent,17.4,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,txI2,left,recent,19.6,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
