SPEC_ID,PROTECTED = P,UPDATED = U,GENUS,SPECIES,COUNTRY,LOCALITY,COLLECTION PLACE,DATE COLLECTED,SEX,BONE,SIDE,AGE,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,txI3,left,recent,19.9,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,txM1,left,recent,26.1,,29.1,,,1,5,4,1,10.5,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,txM2,left,recent,28.4,,26.9,,,1,5,4,1,10.9,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,txM3,left,recent,28.5,,26.2,,,1,3,2,1,13.9,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,txP2,left,recent,41.3,,27.9,,,1,7,5,1,8.1,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,txP3,left,recent,32.9,,28.9,,,1,5,4,1,10.8,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163331,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Aug-1909,female,txP4,left,recent,30.6,,30.3,,,1,5,5,1,12.4,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163332,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",2-Sep-1909,unknown,mciii,left,recent,238.4,230.8,28.7,25.7,50.9,31.6,43.6,17.5,6.6,44.5,45.9,34.8,27.9,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163332,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",2-Sep-1909,unknown,mtiii,right,recent,276.1,269.9,28.2,29.5,47.9,38.7,44.0,11.2,8.1,43.9,45.3,36.3,26.8,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163333,P,U,Equus,grevyi,19,312,"Nguaso Nyiro North, Roosevelt",24-Sep-1909,female,astragalus,left,recent,57.4,59.4,27.4,59.8,48.8,33.7,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163333,P,U,Equus,grevyi,19,312,"Nguaso Nyiro North, Roosevelt",24-Sep-1909,female,astragalus,right,recent,57.4,58.6,28.9,56.8,48.0,33.4,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163333,P,U,Equus,grevyi,19,312,"Nguaso Nyiro North, Roosevelt",24-Sep-1909,female,calcaneum,left,recent,104.8,69.4,20.1,31.9,46.5,48.6,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163333,P,U,Equus,grevyi,19,312,"Nguaso Nyiro North, Roosevelt",24-Sep-1909,female,calcaneum,right,recent,104.0,70.8,20.1,31.2,46.4,51.2,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163333,P,U,Equus,grevyi,19,312,"Nguaso Nyiro North, Roosevelt",24-Sep-1909,female,mciii,left,recent,219.5,212.4,22.4,23.5,42.3,29.4,40.9,14.0,,43.1,43.2,31.5,24.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163333,P,U,Equus,grevyi,19,312,"Nguaso Nyiro North, Roosevelt",24-Sep-1909,female,mciii,right,recent,221.5,214.0,28.0,23.8,47.6,29.4,40.1,14.8,,42.9,44.0,31.5,24.9,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163333,P,U,Equus,grevyi,19,312,"Nguaso Nyiro North, Roosevelt",24-Sep-1909,female,mtiii,left,recent,258.7,251.9,26.2,29.0,47.2,33.1,43.6,13.1,,43.5,42.9,33.7,24.6,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163333,P,U,Equus,grevyi,19,312,"Nguaso Nyiro North, Roosevelt",24-Sep-1909,female,mtiii,right,recent,259.8,251.0,26.3,29.0,45.1,42.9,43.4,12.0,,43.3,42.7,33.9,25.2,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",25-Sep-1909,female,astragalus,left,recent,62.3,63.1,29.6,64.4,51.1,35.4,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",25-Sep-1909,female,astragalus,right,recent,62.6,64.5,29.7,62.3,50.0,34.4,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",25-Sep-1909,female,calcaneum,left,recent,117.8,77.7,20.0,35.3,53.4,52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",25-Sep-1909,female,calcaneum,right,recent,115.0,77.9,20.6,37.9,50.8,57.1,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,mandible,left,recent,451.1,128.8,94.8,83.4,176.8,136.9,56.2,232.6,221.6,119.8,84.6,66.9,93.2,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",25-Sep-1909,female,mciii,left,recent,235.6,218.3,31.9,26.7,51.8,31.4,43.7,16.4,,46.8,45.6,34.5,27.1,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",25-Sep-1909,female,mciii,right,recent,236.2,228.1,32.2,27.3,52.1,31.8,44.5,16.0,,45.8,45.7,34.5,28.1,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",25-Sep-1909,female,mtiii,left,recent,271.7,264.5,31.2,32.0,48.1,40.5,45.6,14.1,9.1,47.5,44.7,36.4,26.9,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",25-Sep-1909,female,mtiii,right,recent,272.0,264.9,31.3,31.8,45.0,43.5,45.6,14.3,7.4,46.9,44.3,36.4,27.2,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,skull,left,recent,146.3,134.6,142.4,131.9,269.9,544.9,98.1,80.9,177.2,92.8,46.3,48.1,73.2,46.7,60.2,71.4,165.8,200.3,202.6,90.9,106.5,70.1,429.9,220.9,109.7,108.2,,67.1,61.9,193.3,184.2,65.7,66.9,57.2,19.8,71.7,70.4,112.9,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,tmI1,left,recent,15.1,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,tmI2,left,recent,16.3,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,tmI3,left,recent,16.1,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,tmm1,left,recent,26.9,,14.1,7.4,10.4,17.3,,14.4,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,tmm2,left,recent,27.1,,13.9,7.2,9.4,15.8,,14.3,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,tmm3,left,recent,30.3,,12.9,7.6,7.6,12.7,,11.9,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,tmp2,left,recent,35.5,,15.8,9.9,15.8,16.9,,12.9,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,tmp3,left,recent,28.9,,,9.5,15.5,18.7,,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,tmp4,left,recent,28.9,,15.7,8.9,14.1,18.6,,15.8,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,txI1,left,recent,16.6,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,txI2,left,recent,18.7,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,txI3,left,recent,19.4,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,txM1,left,recent,26.5,,28.5,,,1,5,3,1,11.8,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,txM2,left,recent,26.4,,27.6,,,1,5,3,1,11.3,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,txM3,left,recent,27.3,,24.6,,,1,3,2,1,11.8,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,txP2,left,recent,38.6,,29.7,,,2,7,5,1,8.8,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,txP3,left,recent,30.9,,27.6,,,1,7,4,1,10.6,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163334,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",25-Sep-1909,female,txP4,left,recent,29.6,,29.9,,,1,5,3,1,12.2,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,astragalus,left,recent,61.0,63.1,30.3,68.3,54.3,37.3,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,astragalus,right,recent,61.9,64.4,31.7,62.1,32.3,32.6,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,calcaneum,left,recent,116.4,77.3,25.0,37.3,51.3,55.2,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,calcaneum,right,recent,115.4,77.2,23.5,37.0,51.6,54.9,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,mandible,left,recent,495.2,142.4,94.5,83.8,177.4,140.4,52.6,249.3,235.1,128.4,86.9,70.5,104.1,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,mciii,left,recent,243.4,235.3,33.2,29.0,54.7,33.9,47.3,15.9,,48.6,48.9,,28.1,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,mciii,right,recent,244.0,234.8,33.6,28.4,54.2,32.8,45.8,45.7,,48.5,48.8,,27.9,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,mtiii,left,recent,281.6,272.7,32.2,35.9,49.9,40.4,46.8,11.8,8.4,48.7,47.6,,27.3,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,mtiii,right,recent,280.4,272.8,32.8,33.4,50.1,40.0,48.1,12.4,8.2,47.2,47.7,38.4,27.4,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,skull,left,recent,155.6,143.9,140.4,134.7,269.9,568.3,100.1,85.5,177.6,84.1,47.1,47.9,74.1,43.6,61.1,72.9,170.9,215.1,216.8,89.8,114.7,76.4,456.2,221.1,112.1,121.1,20.1,63.6,58.1,192.4,216.7,70.2,73.9,74.8,29.8,64.3,77.2,119.4,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",3-Sep-1909,male,tmc,left,recent,15.2,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",3-Sep-1909,male,tmi1,left,recent,12.7,,,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",3-Sep-1909,male,tmi2,left,recent,15.6,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",3-Sep-1909,male,tmi3,left,recent,14.9,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,tmm1,left,recent,26.2,,14.5,7.3,9.7,17.6,,13.9,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,tmm2,left,recent,26.5,,14.5,7.4,9.8,17.3,,13.5,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,tmm3,left,recent,32.7,,14.7,7.6,8.7,15.7,,13.4,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,tmp2,left,recent,35.9,,14.4,8.3,16.3,18.4,,12.4,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",3-Sep-1909,male,tmp3,left,recent,28.9,,18.4,8.8,16.5,17.4,,16.0,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",3-Sep-1909,male,tmp4,left,recent,27.3,,17.7,7.8,13.8,16.5,,16.6,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",3-Sep-1909,male,txC,right,recent,16.6,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",3-Sep-1909,male,txI1,right,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",3-Sep-1909,male,txI2,right,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",3-Sep-1909,male,txI3,right,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,txM1,left,recent,26.1,,28.9,,,1,5,4,1,11.8,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,txM2,left,recent,27.8,,30.5,,,1,5,3,1,12.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,txM3,left,recent,26.9,,26.3,,,1,3,2,1,13.1,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",3-Sep-1909,male,txP2,left,recent,39.5,,29.1, , ,0,2,0,0,9.6,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,txP3,left,,32.1,,30.4,,,1,5,5,1,10.9,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM163338,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Roosevelt",3-Sep-1909,male,txP4,left,recent,29.9,,30.2,,,1,5,5,1,11.7,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,skull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,tmdI1,right,recent,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,tmdI2,right,recent,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,tmdI3,right,recent,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,tmdP1,right,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,tmdP2,right,recent,34.9,,15.5,9.4,13.4,11.3,,9.8,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,tmdP2-4,right,recent,,,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,tmdP3,right,recent,31.1,,32.2,10.1,10.5,12.3,,10.1,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,tmdP4,right,recent,34.0,,34.3,8.8,10.8,12.0,,9.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,txdI1,right,recent,15.8,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,txdI2,right,recent,15.4,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,txdI3,right,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,txdP1,right,recent,8.4,,3.6,,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,txdP2,right,recent,37.9,,18.8,,,0.0,0.0,0.0,0.0,8.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,txdP2-4,right,recent,,,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,txdP3,right,recent,30.7,,21.3,,,0.0,0.0,0.0,0.0,10.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM173041,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",23-Feb-1911,female,txdP4,right,recent,31.9,,18.7,,,0.0,0.0,0.0,0.0,10.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182026,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",4-Jul-1911,female,skull,left,recent,138.1,,,,,,100.1,79.7,177.5,,,,,42.6,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182026,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",4-Jul-1911,female,txP2,left,recent,39.2,,26.5,,,,,,,8.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,mandible,left,recent,441.1,131.7,90.5,81.7,169.8,143.7,53.3,230.1,221.6,100.5,81.6,64.3,90.9,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,skull,left,recent,149.7,128.1,136.1,130.1,163.3,537.8,93.5,74.9,166.2,89.1,42.2,45.1,65.2,38.3,54.7,67.1,167.3,221.8,212.4,84.6,118.5,66.9,431.4,215.4,104.7,106.0,16.3,64.7,60.5,180.3,200.2,74.7,61.6,69.8,25.7,74.1,65.8,117.2,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmC,left,recent,15.7,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmI1,left,recent,14.2,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmI2,left,recent,15.1,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmI3,left,recent,14.9,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmm1,left,recent,24.9,,13.8,8.6,18.7,16.5,,13.3,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmm2,left,recent,25.1,,12.7,6.8,8.5,15.9,,13.8,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmm3,left,recent,30.8,,12.3,6.9,8.4,13.5,,12.8,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmp2,left,recent,33.1,,12.8,8.5,13.8,16.4,,11.6,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmp3,left,recent,29.1,,16.6,8.4,15.1,18.1,,15.4,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmp4,left,recent,28.1,,15.6,7.6,14.6,18.5,,15.7,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txC,left,recent,15.7,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txI1,left,recent,13.8,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txI2,left,recent,17.4,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txI3,left,recent,20.1,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txM1,left,recent,23.7,,27.8,,,1,5,1,0,10.5,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
