1st_body_mass,1st_total_length,catalognumber,collectioncode,decimallatitude,decimallongitude,dynamicproperties,1st_ear_length,eventdate,fieldnotes,1st_hind_foot_length,institutioncode,1st_life_stage_notation,2nd_life_stage_notation,lifestage,ageValue,ageUnit,locality,occurrenceid,reproductivecondition,scientificname,sex,1st_sex_notation,1st_tail_length,1st_testes_side
22679.62,,63674,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""X"", ""hindfootLengthInmm"":""X"", ""earLengthInmm"":""X"", ""weightInlbs"":""50""}",,10/29/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63674,,Odocoileus virginianus,female,female,,
22679.62,,62269,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""50""}",,10/29/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62269,,Odocoileus virginianus,male,male,,
23133.21,,45716,Mammals,35.50028,-89.20833,"{""weightInlbs"":""51""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45716,,Odocoileus virginianus,male,male,,
23133.21,,45787,Mammals,35.342292,-90.07722,"{""weightInlbs"":""51""}",,11/6/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45787,,Odocoileus virginianus,female,female,,
23586.8,,58281,Mammals,35.50028,-89.20833,"{""weightInlbs"":""52""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:58281,,Odocoileus virginianus,male,male,,
24040.4,,63671,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""X"", ""hindfootLengthInmm"":""X"", ""earLengthInmm"":""X"", ""weightInlbs"":""53""}",,10/30/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63671,,Odocoileus virginianus,female,female,,
24040.4,,62245,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""53""}",,10/29/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62245,,Odocoileus virginianus,female,female,,
24040.4,,45721,Mammals,35.50028,-89.20833,"{""weightInlbs"":""53""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45721,,Odocoileus virginianus,male,male,,
24493.99,,62267,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""54""}",,10/30/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62267,,Odocoileus virginianus,male,male,,
24493.99,,45768,Mammals,35.342292,-90.07722,"{""weightInlbs"":""54""}",,11/6/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45768,,Odocoileus virginianus,female,female,,
24947.58,,63447,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""X"", ""hindfootLengthInmm"":""X"", ""earLengthInmm"":""X"", ""weightInlbs"":""55""}",,10/30/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63447,,Odocoileus virginianus,male,male,,
24947.58,,63449,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""X"", ""hindfootLengthInmm"":""X"", ""earLengthInmm"":""X"", ""weightInlbs"":""55""}",,10/30/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63449,,Odocoileus virginianus,male,male,,
25401.17,,63652,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""X"", ""hindfootLengthInmm"":""X"", ""earLengthInmm"":""X"", ""weightInlbs"":""56""}",,10/30/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63652,,Odocoileus virginianus,male,male,,
25401.17,,63667,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""X"", ""hindfootLengthInmm"":""X"", ""earLengthInmm"":""X"", ""weightInlbs"":""56""}",,10/29/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63667,,Odocoileus virginianus,male,male,,
25401.17,,65295,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""180"", ""hindfootLengthInmm"":""360"", ""earLengthInmm"":""X"", ""weightInlbs"":""56""}",,10/20/1990,,360,OMNH,0.5 year,,,0.5 year,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65295,,Odocoileus virginianus,female,female,180,
26308.36,,45700,Mammals,35.50028,-89.20833,"{""weightInlbs"":""58""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45700,,Odocoileus virginianus,male,male,,
26761.95,,45767,Mammals,35.342292,-90.07722,"{""weightInlbs"":""59""}",,11/6/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45767,,Odocoileus virginianus,female,female,,
27215.54,,45755,Mammals,35.342292,-90.07722,"{""weightInlbs"":""60""}",,11/13/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45755,,Odocoileus virginianus,female,female,,
27669.14,,62234,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""61""}",,10/29/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62234,,Odocoileus virginianus,female,female,,
27669.14,,62235,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""61""}",,10/29/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62235,,Odocoileus virginianus,female,female,,
28122.73,,45759,Mammals,35.342292,-90.07722,"{""weightInlbs"":""62""}",,11/5/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45759,,Odocoileus virginianus,male,male,,
28122.73,,45697,Mammals,35.50028,-89.20833,"{""weightInlbs"":""62""}",,10/30/1982,,,OMNH,1.5 years,,,1.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45697,,Odocoileus virginianus,female,female,,
28576.32,,45770,Mammals,35.342292,-90.07722,"{""weightInlbs"":""63""}",,11/5/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45770,,Odocoileus virginianus,female,female,,
28576.32,,63639,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""X"", ""hindfootLengthInmm"":""X"", ""earLengthInmm"":""X"", ""weightInlbs"":""[63]""}",,10/30/1983,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63639,,Odocoileus virginianus,female,female,,
29029.91,,45766,Mammals,35.342292,-90.07722,"{""weightInlbs"":""64""}",,11/12/1982,,,OMNH,2.5 years,,,2.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45766,,Odocoileus virginianus,female,female,,
29029.91,,45709,Mammals,35.50028,-89.20833,"{""weightInlbs"":""64""}",,10/30/1982,,,OMNH,1.5 years,,,1.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45709,,Odocoileus virginianus,female,female,,
29483.51,,45664,Mammals,35.50028,-89.20833,"{""weightInlbs"":""65""}",,10/31/1982,,,OMNH,1.5 years,,,1.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45664,,Odocoileus virginianus,female,female,,
29937.1,,62278,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""66""}",,10/30/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62278,,Odocoileus virginianus,male,male,,
29937.1,,45723,Mammals,35.50028,-89.20833,"{""weightInlbs"":""66""}",,10/30/1982,,,OMNH,2.5 years,,,2.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45723,,Odocoileus virginianus,female,female,,
29937.1,,45677,Mammals,35.50028,-89.20833,"{""weightInlbs"":""66""}",,10/30/1982,,,OMNH,1.5 years,,,1.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45677,,Odocoileus virginianus,female,female,,
29937.1,,45665,Mammals,35.50028,-89.20833,"{""weightInlbs"":""66""}",,10/31/1982,,,OMNH,1.5 years,,,1.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45665,,Odocoileus virginianus,female,female,,
29937.1,,60107,Mammals,35.342292,-90.07722,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""66""}",,1/30/1985,,,OMNH,1 yr,,,1 yr,,"Meeman-Shelby Forest Wildlife Management Area, Safety zone",urn:catalog:OMNH:Mammals:60107,,Odocoileus virginianus,female,female,,
30390.69,,36879,Mammals,36.70694,-97.08528,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""67""}",,5/31/1905,No,,OMNH,0.5 years,,,0.5 years,,Ponca City,urn:catalog:OMNH:Mammals:36879,,Odocoileus virginianus,female,female,,
30844.28,,63439,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""X"", ""hindfootLengthInmm"":""X"", ""earLengthInmm"":""X"", ""weightInlbs"":""68""}",,10/30/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63439,,Odocoileus virginianus,male,male,,
30844.28,,45792,Mammals,35.342292,-90.07722,"{""weightInlbs"":""68""}",,11/8/1982,,,OMNH,2.5 years,,,2.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45792,,Odocoileus virginianus,female,female,,
30844.28,,45683,Mammals,35.50028,-89.20833,"{""weightInlbs"":""68""}",,10/30/1982,,,OMNH,1.5 years,,,1.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45683,,Odocoileus virginianus,female,female,,
30844.28,,62299,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""[68]""}",,10/29/1983,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62299,,Odocoileus virginianus,female,female,,
30844.28,,45793,Mammals,35.342292,-90.07722,"{""weightInlbs"":""68""}",,11/16/1982,,,OMNH,2.5 years,,,2.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45793,,Odocoileus virginianus,female,female,,
30844.28,,45798,Mammals,35.342292,-90.07722,"{""weightInlbs"":""68""}",,11/5/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45798,,Odocoileus virginianus,male,male,,
31297.88,,45678,Mammals,35.50028,-89.20833,"{""weightInlbs"":""69""}",,10/31/1982,,,OMNH,1.5 years,,,1.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45678,,Odocoileus virginianus,female,female,,
31751.47,,62263,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""[70]""}",,10/29/1983,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62263,,Odocoileus virginianus,male,male,,
31751.47,,45594,Mammals,35.8193,-88.2527,"{""weightInlbs"":""70""}",,11/7/1982,,,OMNH,,,,,,Natchez Trace Wildlife Management Area,urn:catalog:OMNH:Mammals:45594,,Odocoileus virginianus,female,female,,
31751.47,,45782,Mammals,35.342292,-90.07722,"{""weightInlbs"":""70""}",,11/9/1982,,,OMNH,2.5 years,,,2.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45782,,Odocoileus virginianus,female,female,,
31751.47,,45645,Mammals,35.342292,-90.07722,"{""weightInlbs"":""70""}",,11/16/1981,,,OMNH,2.5 years,,,2.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45645,,Odocoileus virginianus,female,female,,
31751.47,,63666,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""X"", ""hindfootLengthInmm"":""X"", ""earLengthInmm"":""X"", ""weightInlbs"":""[70]""}",,10/29/1983,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63666,,Odocoileus virginianus,female,female,,
31751.47,,45704,Mammals,35.50028,-89.20833,"{""weightInlbs"":""70""}",,10/31/1982,,,OMNH,1.5 years,,,1.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45704,,Odocoileus virginianus,female,female,,
32205.06,,45753,Mammals,35.342292,-90.07722,"{""weightInlbs"":""71""}",,11/6/1982,,,OMNH,3.5 years,,,3.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45753,,Odocoileus virginianus,female,female,,
32658.65,,45796,Mammals,35.342292,-90.07722,"{""weightInlbs"":""72""}",,11/9/1982,,,OMNH,2.5 years,,,2.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45796,,Odocoileus virginianus,female,female,,
32658.65,,45791,Mammals,35.342292,-90.07722,"{""weightInlbs"":""72""}",,11/8/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45791,,Odocoileus virginianus,male,male,,
32658.65,,45769,Mammals,35.342292,-90.07722,"{""weightInlbs"":""72""}",,11/12/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45769,,Odocoileus virginianus,male,male,,
33112.25,,45774,Mammals,35.342292,-90.07722,"{""weightInlbs"":""73""}",,11/6/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45774,,Odocoileus virginianus,female,female,,
33112.25,,62298,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""73""}",,10/29/1983,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62298,,Odocoileus virginianus,female,female,,
33112.25,,45682,Mammals,35.50028,-89.20833,"{""weightInlbs"":""73""}",,10/30/1982,,,OMNH,1.5 years,,,1.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45682,,Odocoileus virginianus,female,female,,
33112.25,,63444,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""X"", ""hindfootLengthInmm"":""X"", ""earLengthInmm"":""X"", ""weightInlbs"":""[73]""}",,10/29/1983,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63444,,Odocoileus virginianus,female,female,,
33112.25,,45780,Mammals,35.342292,-90.07722,"{""weightInlbs"":""73""}",,11/6/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45780,,Odocoileus virginianus,female,female,,
33112.25,,45778,Mammals,35.342292,-90.07722,"{""weightInlbs"":""73""}",,11/8/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45778,,Odocoileus virginianus,male,male,,
33565.84,,63640,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""X"", ""hindfootLengthInmm"":""X"", ""earLengthInmm"":""X"", ""weightInlbs"":""74""}",,10/29/1983,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63640,,Odocoileus virginianus,female,female,,
33565.84,,45695,Mammals,35.50028,-89.20833,"{""weightInlbs"":""74""}",,10/30/1982,,,OMNH,1.5 years,,,1.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45695,,Odocoileus virginianus,female,female,,
33565.84,,45718,Mammals,35.50028,-89.20833,"{""weightInlbs"":""74""}",,10/30/1982,,,OMNH,2.5 years,,,2.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45718,,Odocoileus virginianus,female,female,,
34019.43,,45698,Mammals,35.50028,-89.20833,"{""weightInlbs"":""75""}",,10/30/1982,,,OMNH,1.5 years,,,1.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45698,,Odocoileus virginianus,male,male,,
34019.43,,62262,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""[75]""}",,10/29/1983,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62262,,Odocoileus virginianus,male,male,,
34019.43,,45666,Mammals,35.50028,-89.20833,"{""weightInlbs"":""75""}",,10/31/1982,,,OMNH,2.5 years,,,2.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45666,,Odocoileus virginianus,female,female,,
34473.02,,45775,Mammals,35.342292,-90.07722,"{""weightInlbs"":""76""}",,11/13/1982,,,OMNH,2.5 years,,,2.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45775,,Odocoileus virginianus,male,male,,
34473.02,,45789,Mammals,35.342292,-90.07722,"{""weightInlbs"":""76""}",,11/5/1982,,,OMNH,2.5 years,,,2.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45789,,Odocoileus virginianus,female,female,,
34473.02,,65319,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""[76]""}",,10/31/1982,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65319,,Odocoileus virginianus,female,female,,
34473.02,,45785,Mammals,35.342292,-90.07722,"{""weightInlbs"":""76""}",,11/6/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45785,,Odocoileus virginianus,male,male,,
34473.02,,45686,Mammals,35.50028,-89.20833,"{""weightInlbs"":""76""}",,10/31/1982,,,OMNH,1.5 years,,,1.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45686,,Odocoileus virginianus,female,female,,
34926.61,,60106,Mammals,35.342292,-90.07722,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""77""}",,1/30/1985,,,OMNH,1 yr,,,1 yr,,"Meeman-Shelby Forest Wildlife Management Area, Safety zone",urn:catalog:OMNH:Mammals:60106,,Odocoileus virginianus,male,male,,
34926.61,,45781,Mammals,35.342292,-90.07722,"{""weightInlbs"":""77""}",,11/12/1982,,,OMNH,3.5 years,,,3.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45781,,Odocoileus virginianus,female,female,,
34926.61,,45771,Mammals,35.342292,-90.07722,"{""weightInlbs"":""77""}",,11/15/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45771,,Odocoileus virginianus,male,male,,
35380.21,,45773,Mammals,35.342292,-90.07722,"{""weightInlbs"":""78""}",,11/5/1982,,,OMNH,3.5 years,,,3.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45773,,Odocoileus virginianus,female,female,,
35380.21,,45713,Mammals,35.50028,-89.20833,"{""weightInlbs"":""78""}",,10/31/1982,,,OMNH,1.5 years,,,1.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45713,,Odocoileus virginianus,female,female,,
35380.21,,45719,Mammals,35.50028,-89.20833,"{""weightInlbs"":""78""}",,10/30/1982,,,OMNH,2.5 years,,,2.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45719,,Odocoileus virginianus,female,female,,
35380.21,,45762,Mammals,35.342292,-90.07722,"{""weightInlbs"":""78""}",,11/20/1982,,,OMNH,3.5 years,,,3.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45762,,Odocoileus virginianus,female,female,,
35380.21,,45763,Mammals,35.342292,-90.07722,"{""weightInlbs"":""78""}",,11/16/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45763,,Odocoileus virginianus,male,male,,
35380.21,,62274,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""[78]""}",,10/29/1983,,,OMNH,8.5 years,,,8.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62274,,Odocoileus virginianus,female,female,,
35833.8,,45797,Mammals,35.342292,-90.07722,"{""weightInlbs"":""79""}",,11/9/1982,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45797,,Odocoileus virginianus,male,male,,
35833.8,,45764,Mammals,35.342292,-90.07722,"{""weightInlbs"":""79""}",,11/6/1982,,,OMNH,3.5 years,,,3.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45764,,Odocoileus virginianus,female,female,,
35833.8,,45779,Mammals,35.342292,-90.07722,"{""weightInlbs"":""79""}",,11/6/1982,,,OMNH,2.5 years,,,2.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45779,,Odocoileus virginianus,female,female,,
35833.8,,45696,Mammals,35.50028,-89.20833,"{""weightInlbs"":""79""}",,10/30/1982,,,OMNH,2.5 years,,,2.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45696,,Odocoileus virginianus,female,female,,
35833.8,,60084,Mammals,,,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""79""}",,11/21/1992,,,OMNH,2.5 years,,,2.5 years,,Southeastern Benton County,urn:catalog:OMNH:Mammals:60084,,Odocoileus virginianus,male,male,,
36287.39,,45706,Mammals,35.50028,-89.20833,"{""weightInlbs"":""80""}",,10/30/1982,,,OMNH,2.5 years,,,2.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45706,,Odocoileus virginianus,female,female,,
