	institutionCode	collectionCode	catalogNumber	measurementSide	measurementType	scientificName	decimalLatitude	decimalLongitude	locality	verbatimLocality	basisOfRecord	measurementValue	measurementUnit	lithostratigraphicTerms	formation	member	references	materialSampleID
2865	RAM	P	94.1.212	right	m2?anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	25.60	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	d8efa4b9-6a38-43c0-a6b8-82fc9f124d34
2866	RAM	P	94.1.212	right	m2?transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	14.62	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	537183dc-6e72-418e-a54e-950667399ffd
2867	RAM	P	94.1.519	left	m2anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	27.29	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	b7cb0728-c141-4b86-8cc4-b24768f37e4d
2868	RAM	P	94.1.519	left	m2transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	14.67	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	2e530c8e-0787-4017-a234-666ee90495fa
2869	RAM	P	94.1.686	right	m1/m2anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	25.44	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	1778af3a-5df2-4b48-833d-5a83afde3765
2870	RAM	P	94.1.686	right	m1/m2transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	14.62	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	3b5fd8e6-07ac-45d5-9614-5506e90030d0
2871	RAM	P	05.10.46	left	m2anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	25.89	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	bf263a1d-09d2-4fa6-a1d6-dca2f4dddb46
2872	RAM	P	05.10.46	left	m2transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	15.74	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	d981ce0c-d9ad-41e6-9f3d-d20dd5299193
2873	RAM	P	94.1.372	right	m2anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	26.71	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	68594676-e6da-4f0b-b649-74811dd4e814
2874	RAM	P	94.1.372	right	m2transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	16.20	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	14a3c362-1520-4642-933e-bd622703a75c
2875	RAM	P	89.13.619	right	m1/m2anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	27.34	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	c412986d-9c96-47d5-8d27-60712161384c
2876	RAM	P	89.13.619	right	m1/m2transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	15.28	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	467ae16d-54e5-43be-8545-664908b98ad1
2877	RAM	P	90.6.37	left	m1anteroposterior length		-na	-na	Apex Evergreen	Alberta, Canada	FossilSpecimen	26.33	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	1283ff4c-5a48-4ac7-8f51-d6e2d4272ffc
2878	RAM	P	90.6.37	left	m1transverse width		-na	-na	Apex Evergreen	Alberta, Canada	FossilSpecimen	14.48	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	0e1ecfb7-92ed-42c9-b5cb-f5b4d3446695
2879	RAM	P	94.1.344	right	m2anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	27.44	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	70c3d5e0-8dd9-4a13-8a9f-7312739423da
2880	RAM	P	94.1.344	right	m2transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	15.71	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	20337c26-56ac-4edd-8d8c-1b98fceb866f
2881	RAM	P	02.8.48	right	m1anteroposterior length		-na	-na	TBG Pit 4	Alberta, Canada	FossilSpecimen	24.63	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	7d76bb93-a3ee-49b4-86b4-f6d89fd706c8
2882	RAM	P	02.8.48	right	m1transverse width		-na	-na	TBG Pit 4	Alberta, Canada	FossilSpecimen	14.89	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	c7fc5051-b649-40a5-8983-46533c851c74
2883	RAM	P	90.6.49	left	m2anteroposterior length		-na	-na	Apex Evergreen	Alberta, Canada	FossilSpecimen	26.86	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	201ff1f9-4ec7-47f6-8ef1-c2fd1903b9e8
2884	RAM	P	90.6.49	left	m2transverse width		-na	-na	Apex Evergreen	Alberta, Canada	FossilSpecimen	14.57	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	d4f62e74-d665-46d3-b273-0befd3d8fc78
2885	RAM	P	94.4.7	right	m1anteroposterior length		-na	-na	Pit 46	Alberta, Canada	FossilSpecimen	27.48	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	28244a38-c196-4228-ab29-fe253bf378b4
2886	RAM	P	94.4.7	right	m1transverse width		-na	-na	Pit 46	Alberta, Canada	FossilSpecimen	14.57	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	01d5cea6-77e3-4abc-9d76-5d14d1cc6582
2887	RAM	P	94.1.124	right	m2anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	28.34	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	7f8e3820-93c7-415d-a3eb-e55905f28b18
2888	RAM	P	94.1.124	right	m2transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	15.44	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	f8f10b85-8c03-4bfa-ba26-2c64c707c67a
2889	RAM	DhPg-8	861.1 (Horse 3)	average left and right	m1anteroposterior length		-na	-na	Wally's Beach	Alberta, Canada	FossilSpecimen	23.53	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	3f220ab8-7894-45aa-89c1-52e3f6c7f947
2890	RAM	DhPg-8	861.1 (Horse 3)	average left and right	m1transverse width		-na	-na	Wally's Beach	Alberta, Canada	FossilSpecimen	15.08	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	6d39f8ae-f1ec-4fb0-ac99-570c7374613a
2891	RAM	P	94.1.970	right	m1anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	26.55	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	0a994f09-9555-4d83-83d5-8629584c6f1a
2892	RAM	P	94.1.970	right	m1transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	14.68	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	59a2f854-b292-4a7c-8100-8b2ad24684b2
2893	RAM	P	94.1.614	left	m1anteroposterior length		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	28.98	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	7d1eb5c0-9a07-443c-90a7-3cf0e309bf42
2894	RAM	P	94.1.614	left	m1transverse width		-na	-na	Pit 48	Alberta, Canada	FossilSpecimen	15.95	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	a46fbbdc-5bb1-4b1c-b95d-39912559dafe
2895	CMH	MgVo-1	 E7-15-5	left	m1anteroposterior length		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	24.04	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	00c78e92-4655-4136-a26a-28acb3b3388d
2896	CMH	MgVo-1	 E7-15-5	left	m1transverse width		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	14.88	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	4b552419-ee0c-4d53-a65e-b2f9d79fb832
2897	CMH	MgVo-1	 K8-1-29	left	m1anteroposterior length		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	23.23	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	42c4ad22-9915-42c3-84cd-a3b0cb886571
2898	CMH	MgVo-1	 K8-1-29	left	m1transverse width		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	16.45	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	b6c8c3b3-cfa4-4996-a59b-0b6c098fb8bd
2899	CMH	MgVo-1	 EE0946-1 T3-17-15	right	m1anteroposterior length		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	23.71	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	7d679325-57f1-4833-ad89-74f1e8f5969f
2900	CMH	MgVo-1	 EE0946-1 T3-17-15	right	m1transverse width		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	17.15	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	75cbd51b-c0bc-42d0-b26f-7130d2abbbde
2901	CMH	MgVo-1	 J8-1-169	right	m2anteroposterior length		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	25.05	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	4faf1671-5175-46c7-9ee7-f9acc43baef9
2902	CMH	MgVo-1	 J8-1-169	right	m2transverse width		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	16.16	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	17754cb4-80d8-4b22-a1d0-0fcd5d4c9a35
2903	CMH	MgVo-3 	85-90	average left and right	m1anteroposterior length		-na	-na	Bluefish Cave 3	Yukon, Canada	FossilSpecimen	24.53	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	01249ec9-af17-4b01-940a-ec075c058e09
2904	CMH	MgVo-3 	85-90	average left and right	m1transverse width		-na	-na	Bluefish Cave 3	Yukon, Canada	FossilSpecimen	16.31	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	7dac0c56-b48f-44db-8264-c87616e70c5c
2905	CMH	MgVo-1	 L8(N)-5-2	right	m1anteroposterior length		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	24.28	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	8fae8116-54d3-48c4-ad94-308e042e2ead
2906	CMH	MgVo-1	 L8(N)-5-2	right	m1transverse width		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	16.30	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	03749d09-3ea8-4e3d-8a6c-98d4c0a5bb98
2907	CMH	MgVo-1	 L8(N)-7-5	left	m2anteroposterior length		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	24.57	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	460ded13-5f1f-4031-9b2e-219d376b84cd
2908	CMH	MgVo-1	 L8(N)-7-5	left	m2transverse width		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	15.00	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	2b232e36-09ab-4e74-827d-62b68bf0a123
2909	CMH	MgVo-1	 L8(N)-7-3	right	m2anteroposterior length		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	24.95	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	06528d3f-7a50-46fb-ab80-46a4ce5038e0
2910	CMH	MgVo-1	 L8(N)-7-3	right	m2transverse width		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	14.73	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	68e9d2f7-8577-477b-98b0-dc72788c8f60
2911	CMH	MgVo-1	 L8(N)-9-10	left	m1anteroposterior length		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	24.78	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	646fbf46-b75f-4708-8f89-b6d70463fe9c
2912	CMH	MgVo-1	 L8(N)-9-10	left	m1transverse width		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	15.41	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	bf37de39-0c04-48c6-bde0-657c702c616f
2913	CMH	MgVo-1	 J8-1-149	left	m1anteroposterior length		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	22.84	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	a6567e37-e127-43ab-b6a2-408d44482656
2914	CMH	MgVo-1	 J8-1-149	left	m1transverse width		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	14.21	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	a60af88a-3320-435e-a421-6cbd5af1b347
2915	CMH	MgVo-1	 M7-2-27	right	m1anteroposterior length		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	25.35	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	b6736f4f-5991-4f18-b40b-f7bc7a81ee00
2916	CMH	MgVo-1	 M7-2-27	right	m1transverse width		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	15.38	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	37e7cdc7-f285-4e12-bf8a-70c1979d6bfa
2917	CMH	MgVo-1	 K6-1-17	right	m1anteroposterior length		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	24.63	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	09c14fa1-0b3f-4dbc-b539-841394789f45
2918	CMH	MgVo-1	 K6-1-17	right	m1transverse width		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	17.16	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	df73990f-7d59-4fae-b7a0-5fd12360e6fd
2919	CMH	MgVo-1	 L8(N)-11-10	left	m2anteroposterior length		-na	-na	Bluefish Cave 1	Yukon, Canada	FossilSpecimen	25.29	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	1553ce30-2bb5-4b3f-aa43-474518238b37
