	institutionCode	collectionCode	catalogNumber	measurementSide	measurementType	scientificName	decimalLatitude	decimalLongitude	locality	verbatimLocality	basisOfRecord	measurementValue	measurementUnit	lithostratigraphicTerms	formation	member	references	materialSampleID
707	KU		27214	right	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.80	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	c4368b91-ef77-412b-874d-6692081fbf58
708	KU		27214	right	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.37	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	09fc1c07-7c13-43e1-a5ac-cea73460b16d
709	KU		43665	left	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.68	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	1d080d5d-d696-4e4f-bc1f-b92c2658256f
710	KU		43665	left	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.60	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	df75f3cb-beff-4786-b917-0ae2abd44ed0
711	KU		44132	right	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.52	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	4db0afdd-9249-4baf-a86e-7a52c44025e5
712	KU		44132	right	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.85	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	78350563-fae6-408e-9bfb-7ebd35fa97a8
713	KU		39493	right	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	26.53	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	95edfdd5-3bf4-4500-9de2-64e08e026ea9
714	KU		39493	right	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.47	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	5c0cd74d-16b0-421d-a9d8-c2e373f04d12
715	KU		41960	left	P3/P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	27.43	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	f880bc67-dff7-4457-950e-d5689f64688f
716	KU		41960	left	P3/P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.92	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	3420743f-e1c3-4e30-aff5-28d48f6638f1
717	KU		41984	average left and right	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	26.52	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	a59d5cbd-9372-4854-8c3c-17c625323d13
718	KU		41984	average left and right	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	28.52	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	ae25425f-50b4-47df-b67f-9e4f5fbdebde
719	KU		39722	right	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.53	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	fa694114-9aa3-4344-8b9b-59657ec96419
720	KU		39722	right	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.22	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	14ef32c4-72fa-454f-8187-3012d1f9255d
721	KU		31485	left	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	22.42	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	2d9a0f0a-5b76-41a4-b9a0-725ada8afbc3
722	KU		31485	left	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.62	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	64d7235a-74ee-43b6-b795-52447a599871
723	KU		35870	right	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.81	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	492da18c-dc27-4773-86d9-987f341221b4
724	KU		35870	right	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.58	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	37776261-401e-46db-8e24-f0cb44558643
725	KU		34083/34084	left	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.48	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	b4b3235e-d5f3-4353-8bba-98f9dd94aee9
726	KU		34083/34084	left	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	26.25	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	86979cf5-8736-46ef-83b1-70a2142cc8da
727	KU		41045	right	P3/P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.07	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	a17279ae-1edf-49ba-af0e-3f3805e4042a
728	KU		41045	right	P3/P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	26.11	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	71c2ed4e-c6bc-4ba7-93c9-cb7bcf53b6cb
729	KU		35542	left	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.29	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	8dd0c5ab-ce5b-4de6-92e3-bea49fc899ee
730	KU		35542	left	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.49	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	4be7ac89-301d-447e-ac22-61b1c36e4f6a
731	KU		41180	right	P3/P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.84	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	2e5b3844-f6c2-4c2e-a495-388df942ff3b
732	KU		41180	right	P3/P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	26.05	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	e8aca5cf-e9b8-4a19-b69e-fc53171054b1
733	KU		39803	right	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.78	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	edf52aa4-ce6b-4a65-8a5c-86af2a5a9014
734	KU		39803	right	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.78	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	38c37cba-ec0c-43bf-bb7d-11aa159a82fb
735	KU		33219	left	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.66	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	05f0c8c5-1be7-44a2-ad18-09da3bc17286
736	KU		33219	left	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.71	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	1ec21c20-97de-405c-bf18-dff3f60cc6fb
737	KU		53793	left	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	26.29	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	c8cabc2d-cea8-44e6-9758-a990b8d3d888
738	KU		53793	left	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	28.14	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	5e402b8c-fdf3-47b5-aae5-7e4fb2d67c5d
739	KU		38688	left	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.34	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	664f1bf0-eadd-442a-a520-ab13a72f3950
740	KU		38688	left	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.22	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	65333026-ac64-420d-bb9c-ebe95060800a
741	KU		35596	right	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.19	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	3d7f0dda-9580-442f-8ae2-4a453fc30120
742	KU		35596	right	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.69	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	2ecc2ad2-37f2-4ac7-8534-cb0d9bf5d8ab
743	KU		36748	left	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	22.86	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	19fd115b-ef88-4729-bbe8-2105db5e12f9
744	KU		36748	left	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.59	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	cbeb1fed-583c-4e64-b67b-bada036d15ff
745	KU		27902	left	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.68	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	8ea7fffb-a88a-4632-a45b-09525554de1a
746	KU		27902	left	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.66	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	e2b446a9-c989-42d2-bad2-d2b69d009fb2
747	KU		35085	left	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.98	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	ad70b606-19d8-41e5-ae81-e3cbd7f5a219
748	KU		35085	left	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	26.06	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	14234969-9e75-4865-a48e-69dd5bfaa1c4
749	KU		36438	right	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	27.31	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	e7a633d5-0026-406e-86e2-27e783920951
750	KU		36438	right	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.40	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	0402d4c6-0345-401c-a171-9c597ad86c19
751	KU		36614	left	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	27.01	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	c8797156-dc3f-40c9-bdad-0243973b582d
752	KU		36614	left	P3 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.86	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	545e41fe-bef0-49ca-b326-557ff99c9f46
753	KU		57157	right	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.05	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	924f3b61-307e-4ffb-ac59-865695b8ba5e
754	KU		57157	right	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.97	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	80c5dda5-1f06-4d44-8d2e-948914b72ba5
755	KU		38192	left	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.33	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	ac28ce2f-a484-4a41-8515-b8a1b324e129
756	KU		38192	left	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	27.47	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	cc8ee2c8-958a-4715-9518-e0ed67f43868
757	KU		33536	left	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.63	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	c72f495c-3324-4951-84dc-521c94c0e1bc
758	KU		33536	left	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.10	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	d9dea2b1-3583-43f0-9242-ba4cb348f80f
759	KU		50630	right	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	23.86	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	7d020846-fed1-4838-b036-f34b4d75219a
760	KU		50630	right	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	25.85	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	a9b3f58e-fe43-404d-8bb0-87d04681ae63
761	KU		38190	right	P4 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	22.59	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	1f0f2220-6fb4-4b2a-97e6-1767555dc991
762	KU		38190	right	P4 transverse width		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.70	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	ce39c440-7c02-44b6-9f7d-38c98e3c4778
763	KU		32581	left	P3 anteroposterior length		-na	-na	Natural Trap Cave	Wyoming, USA	FossilSpecimen	24.65	mm	Late Pleistocene			Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.	455a0613-8d82-4add-8a72-0c41e0f5263c
