,catalogNumber,institutionCode,otherCatalogNumbers,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,pointElevationInMeters,materialSampleID,measurementUnit,measurementType,measurementValue,diagnosticID
1129, 99916,MVZ,MVZ 99916,33.911516600000006,-116.79643700000001,0.457,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,432,c0cf1995-6a24-4be4-9873-6c5eac08df78
1130, 99917,MVZ,MVZ 99917,33.911516600000006,-116.79643700000001,0.457,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,400,1de0017e-9c70-4fe7-94f5-831060f28bf0
1131, 99918,MVZ,MVZ 99918,33.911516600000006,-116.79643700000001,0.457,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,418,f9e091d3-022d-4f23-9297-b01e0970a652
1132, 99919,MVZ,MVZ 99919,33.911516600000006,-116.79643700000001,0.457,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,aea7645a-e13c-48a7-9463-f73a6e4ae04e
1133, 99920,MVZ,MVZ 99920,33.911516600000006,-116.79643700000001,0.457,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,041c6064-6d38-4568-aa40-b1f00d31451d
1134, 99922,MVZ,MVZ 99922,33.911516600000006,-116.79643700000001,0.457,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,94771289-b9d8-4890-ae8c-21ff8d22f3ab
1135, 99923,MVZ,MVZ 99923,33.911516600000006,-116.79643700000001,0.457,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,0ef7babe-bec5-4928-9301-35bf7bedd263
1136, 99924,MVZ,MVZ 99924,33.911516600000006,-116.79643700000001,0.457,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,69ee5096-0485-4ba1-a4e0-82ed6f2ed540
1137, 99926,MVZ,MVZ 99926,33.911516600000006,-116.79643700000001,0.457,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,56088dbb-7f30-4231-9450-58066114157b
1138, 99927,MVZ,MVZ 99927,33.911516600000006,-116.79643700000001,0.457,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,007c921f-4043-403e-ba53-a939624771e4
1139, 99928,MVZ,MVZ 99928,33.911516600000006,-116.79643700000001,0.457,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,7cb7ec73-fe75-4e95-ae95-33d092c2ba65
1140, 99929,MVZ,MVZ 99929,33.911516600000006,-116.79643700000001,0.457,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,2efdeef7-b551-4f9a-a712-0365a3175840
1141, 99930,MVZ,MVZ 99930,33.9227891,-116.663288,1.3716,358.14000000000004,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,09b6d8fb-6747-492e-a75b-f92389628674
1142, 99931,MVZ,MVZ 99931,33.9227891,-116.663288,1.3716,358.14000000000004,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,828713c4-98d4-459f-aeaf-cf9891b59441
1143, 99932,MVZ,MVZ 99932,33.9227891,-116.663288,1.3716,358.14000000000004,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,1ab02cb5-5f54-4f99-983d-479591f89f30
1144, 99933,MVZ,MVZ 99933,33.9227891,-116.663288,1.3716,358.14000000000004,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,19b08337-d56c-44f6-88e7-92cca5a6b375
1145, 99934,MVZ,MVZ 99934MVZ 99934MVZ 99934,33.9251,-116.6814,1.0,365.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,e9607adf-cd89-4b0c-81f0-66a76330bf13
1146, 99935,MVZ,MVZ 99935,33.9251,-116.6814,1.0,365.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,c18f52e8-ee06-4c8c-9f0b-5df1a3f13799
1147, 99936,MVZ,MVZ 99936,33.9251,-116.6814,1.0,365.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,4d4661f1-d384-4c52-bfe4-4ef0bd8ed398
1148, 99937,MVZ,MVZ 99937,33.9251,-116.6814,1.0,365.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,4d80b94a-89a4-4a88-9306-9849cf6111b8
1149, 99938,MVZ,MVZ 99938,33.9251,-116.6814,1.0,365.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,6c8c1d24-5a74-4983-8514-c1919dae1329
1150, 99940,MVZ,MVZ 99940,33.8776859,-116.62166100000002,1.609,335.28000000000003,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,5b162d42-d225-40ff-9933-8d7fd1ee2695
1151, 99941,MVZ,MVZ 99941,33.8776859,-116.62166100000002,1.609,335.28000000000003,79798931-0f46-41a8-8909-24b382aadcf8,mm,full body length,,5c0e4e36-0aa3-490b-abf7-2f2bfb2b3d88
1152, 100739,MVZ,MVZ 100739,36.458729999999996,-121.23423000000001,0.16089,457.20000000000005,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,311.0,65a28de6-a494-47e3-a0bb-7f2032f6fbfd
1153, 100740,MVZ,MVZ 100740,35.328303999999996,-119.84525,4.023,822.96,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,501.0,5841a3d2-5190-4636-a295-b0f4114039c9
1154, 101240,MVZ,MVZ 101240MVZ 101240,37.8505216,-122.536923,1.556,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,f98568cc-3b7e-4712-8bc2-17aeb2aebc50
1155, 101332,MVZ,MVZ 101332MVZ 101332,38.107070799999995,-122.841182,0.65,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,511.0,3195214c-7dab-4325-a5d9-f91383af1483
1156, 101333,MVZ,MVZ 101333MVZ 101333MVZ 101333,38.1192781,-122.821322,2.1758,45.72,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,4a1f97f7-07e7-44b7-a35f-10ccda6a830f
1157, 101334,MVZ,MVZ 101334,38.1192781,-122.821322,2.1758,45.72,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,89f31381-bdf9-4e72-8b74-c6bbd384152e
1158, 101335,MVZ,MVZ 101335,38.1192781,-122.821322,2.1758,45.72,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,724.0,28cffcb4-afb1-43d0-8b23-ede32f19b25d
1159, 101336,MVZ,MVZ 101336,38.1192781,-122.821322,2.1758,45.72,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,558.0,ffd1612b-14d1-4d3d-b5de-71c3a8eb0fdd
1160, 102298,MVZ,MVZ 102298MVZ 102298,37.6365633,-121.558508,2.211,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,b7a5b088-027d-4571-8518-fc0233190f31
1161, 104957,MVZ,MVZ 104957,34.037490000000005,-116.257,0.0354,1371.6000000000001,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,0d433ed2-5ce0-4c61-a103-22a03889f8dc
1162, 105370,MVZ,MVZ 105370,38.414077,-119.166325,0.03,1828.8000000000002,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,673.0,ee317e8e-f697-40b0-aabb-78367c93e3f5
1163, 105801,MVZ,MVZ 105801,40.65889,-123.21806000000001,0.69616,1828.8000000000002,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,693.0,5344cc4a-6ffa-441b-9d2a-e53d1f51c414
1164, 105802,MVZ,MVZ 105802MVZ 105802MVZ 105802,40.61736,-123.49373,4.414,365.76,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,661.5,fdb84e21-0ceb-4efc-83e0-1c522d184b9d
1165, 107351,MVZ,MVZ 107351,40.046623,-121.14513500000001,0.06096,1173.48,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,3e70c304-d7a4-4841-84a7-53c8773b481c
1166, 108091,MVZ,MVZ 108091,36.31007,-121.56788999999999,0.80467,1524.0,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,d8143007-19b0-4133-8649-d017c88d4828
1167, 108092,MVZ,MVZ 108092,36.2961,-121.5667,1.0,1371.6000000000001,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,b899c592-7328-4a22-8b9d-95a23472b28f
1168, 108095,MVZ,MVZ 108095,36.073785,-121.324546,0.80467,457.20000000000005,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,3195ee3a-a1d5-420a-8ddb-46b4b278fe83
1169, 108096,MVZ,MVZ 108096,36.073785,-121.324546,0.80467,457.20000000000005,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,34621c9e-9060-4df7-8e2b-1532ad73b07c
1170, 108097,MVZ,MVZ 108097,36.073785,-121.324546,0.80467,457.20000000000005,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,aa899b1f-5fd7-4737-907a-644f91dd6b36
1171, 10994,MVZ,MVZ 10994,41.7998952,-120.328223,1.169993,1524.0,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,205d2acc-25d7-4817-8439-0bcf84ca8628
1172, 10995,MVZ,MVZ 10995,41.7998952,-120.328223,1.169993,1524.0,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,1a24021d-d52d-483b-aad0-66c69652d00b
1173, 10996,MVZ,MVZ 10996,41.7998952,-120.328223,1.169993,1524.0,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,291ed740-bab6-4c5b-b090-edc88cfb340f
1174, 10997,MVZ,MVZ 10997MVZ 10997MVZ 10997,41.436398100000005,-120.344282,3.4697,1676.4,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,e7ad8f4c-637e-4eab-ad05-3533da026858
1175, 10998,MVZ,MVZ 10998,41.436398100000005,-120.344282,3.4697,1676.4,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,e280ca15-d7ce-400a-8866-5d4034249b8c
1176, 10999,MVZ,MVZ 10999,41.436398100000005,-120.344282,3.4697,1676.4,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,59963b6e-93e4-4e56-a1d1-5998497fc71b
1177, 11000,MVZ,MVZ 11000,41.508256700000004,-120.200876,2.144,1524.0,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,5cbe2afe-f40e-440a-8893-7379ba403740
1178, 113078,MVZ,MVZ 113078MVZ 113078,41.1604001,-124.132365,0.988,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,718.0,97fcde79-bee4-4b3a-8fff-8e955771987c
1179, 11399,MVZ,MVZ 11399MVZ 11399,40.60969,-124.2623,4.545,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,c6acb346-b0a7-42c9-ba55-d5aba730adda
1180, 113993,MVZ,MVZ 113993,34.0304563,-116.30385700000001,1.609,1524.0,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,d6fcbd97-dadd-40b7-9cc7-c46ee6400b63
1181, 113994,MVZ,MVZ 113994,34.0304563,-116.30385700000001,1.609,1524.0,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,f746ef4c-e934-49f0-97bf-c49393e37c30
1182, 11400,MVZ,MVZ 11400MVZ 11400,40.5216,-124.0327,1.1520000000000001,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,1653ee5c-4122-4eee-a343-8ca68cc024f2
1183, 11886,MVZ,MVZ 11886MVZ 11886,38.9026797,-120.061399,3.0210000000000004,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,9dd0d05d-bcf6-404d-84b5-5c07c2f68ad6
1184, 119042,MVZ,MVZ 119042,37.983072,-120.38110800000001,0.03,609.6,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,491.8,a398f6ed-5c1b-4310-b103-4658a30f7c4e
1185, 121894,MVZ,MVZ 121894,40.201986,-121.228385,1.609,1310.64,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,600.6,c021872f-1a08-445e-9c41-c84143de961c
1186, 122546,MVZ,MVZ 122546MVZ 122546MVZ 122546,41.307572,-122.328516,0.195,1048.512,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,608.4,99eb2929-ce1b-4dd9-8323-fc8c418c497f
1187, 122547,MVZ,MVZ 122547,41.307572,-122.328516,0.195,1048.512,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,534.6,581520f5-82e4-48f9-a991-26163dd0e9ed
1188, 125666,MVZ,MVZ 125666MVZ 125666MVZ 125666,34.086999999999996,-118.473699,0.1,91.44,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,efecddd6-6411-42a9-b839-1c59a66a7c5e
1189, 125668,MVZ,MVZ 125668,34.086999999999996,-118.473699,0.1,91.44,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,249.1,a1ee8296-5a35-4a4c-ab97-b15386b6fed6
1190, 125669,MVZ,MVZ 125669,34.086999999999996,-118.473699,0.1,91.44,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,264.6,1c6bfb61-ad0b-41f3-96d9-6a8350a6ae89
1191, 128574,MVZ,MVZ 128574,34.2523521,-117.07696200000001,1.349,1981.2,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,6d9552a5-0d4f-485b-8c36-1201b0589e89
1192, 128575,MVZ,MVZ 128575,38.151055,-120.01367900000001,8.0467,1828.8000000000002,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,bfa288c5-3aa5-4fc1-a49f-f74158498ca0
1193, 13022,MVZ,MVZ 13022MVZ 13022,41.3783019,-122.825497,2.5878,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,0311afd1-21fd-408b-9ab7-f73eb8206f64
1194, 13027,MVZ,MVZ 13027,41.2275573,-122.38205900000001,0.415,1656.2832,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,0c5590f6-4cc3-41e1-b459-c2210d2cf50d
1195, 13028,MVZ,MVZ 13028,41.2275573,-122.38205900000001,0.415,1656.2832,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,6733a22a-12f0-48af-bbf2-234db5162101
1196, 132595,MVZ,MVZ 132595,39.490667200000004,-122.688926,4.09,426.72,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,e69f3c04-d329-4c68-927d-4b56a7bb58ef
1197, 132596,MVZ,MVZ 132596,39.5128001,-123.079466,0.043,1676.4,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,2629ce21-66cd-470a-9853-b1d3c4949bb1
1198, 13855,MVZ,MVZ 13855MVZ 13855,37.630297,-121.51368799999999,3.219,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,f6c65ef0-3b6a-46b7-90ba-b141c072e2ae
1199, 13856,MVZ,MVZ 13856MVZ 13856,36.95177,-119.692108,1.207,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,f1825cb5-4281-4ea6-846c-83d86cb53792
1200, 13857,MVZ,MVZ 13857,37.217068,-119.90473200000001,0.80467,286.512,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,c22a52de-1ea7-4d08-9029-c8bb799fe0fe
1201, 13858,MVZ,MVZ 13858,37.217068,-119.90473200000001,0.80467,286.512,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,bc24aba9-e4ee-45ed-88b5-ccbccdc5c6b9
1202, 13861,MVZ,MVZ 13861MVZ 13861MVZ 13861,36.059519,-119.31074,0.402,79.248,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,94cb5bbb-e7c7-4825-a58a-c65456c55bd8
1203, 13862,MVZ,MVZ 13862,36.059519,-119.31074,0.402,79.248,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,ce13b5bd-5a6e-4f13-9c6e-2723ed3af68b
1204, 138949,MVZ,MVZ 138949MVZ 138949,39.7601184,-121.77806000000001,1.308,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,f54a2e02-5f07-43a7-95b6-58156703a0c0
1205, 138950,MVZ,MVZ 138950MVZ 138950,39.608139,-121.952233,0.484,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,90e8cfae-2e75-411c-9079-7fb63b7d6a8d
1206, 138953,MVZ,MVZ 138953MVZ 138953,40.0206377,-122.01965600000001,6.278,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,9a258476-9706-4302-8783-5c96d33d943d
1207, 138956,MVZ,MVZ 138956MVZ 138956,40.2963235,-122.30326200000002,3.735,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,892dc8f7-fcdd-4ccb-af56-4c34ab1d7518
1208, 138957,MVZ,MVZ 138957MVZ 138957,40.07522,-122.10795,7.854,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,c496c911-3c5f-4e44-95f6-c852926eab87
1209, 138958,MVZ,MVZ 138958MVZ 138958,40.73111,-122.94083,1.932781,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,fabb87c4-3fe1-434e-a364-0ebc5ae8578f
1210, 138959,MVZ,MVZ 138959MVZ 138959,39.10553,-121.53687,0.386,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,a872fe0f-3c83-47f2-8305-ae43e24860c9
1211, 138961,MVZ,MVZ 138961MVZ 138961,39.1488,-121.568,0.7559999999999999,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,23608894-44a7-4add-8bc2-d8dd30311bf1
1212, 138965,MVZ,MVZ 138965MVZ 138965,39.932404999999996,-121.059853,1.609,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,b34ae8f7-2339-4bfd-9b88-55082110402c
1213, 1406,MVZ,MVZ 1406MVZ 1406,33.9150671,-116.78444099999999,0.6096,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,11ec5cee-0a67-4f99-92e5-9f732349337f
1214, 1407,MVZ,MVZ 1407,33.9150671,-116.78444099999999,0.6096,548.64,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,578ec1bc-cacf-44b3-9da5-8d7366e207a5
1215, 1409,MVZ,MVZ 1409,33.9150671,-116.78444099999999,0.6096,518.1600000000001,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,5f08085a-fd3a-40f7-ab69-36158a739dc3
1216, 1412,MVZ,MVZ 1412,33.9150671,-116.78444099999999,0.6096,518.1600000000001,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,be38a0c7-e19b-453a-9072-3bbdae32e259
1217, 1417,MVZ,MVZ 1417,33.933586299999995,-116.881026,1.609,670.5600000000001,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,0d988f55-af96-4aaa-a1c9-23efc40ffc28
1218, 149698,MVZ,MVZ 149698,36.3785176,-121.556821,2.5,487.68,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,355.0,d083c704-85a2-46b8-896c-1cd97f4856fe
1219, 15138,MVZ,MVZ 15138,35.8384477,-118.450732,2.8160000000000003,853.44,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,b0ce7665-cfbc-437d-b7f3-a99d63c9c555
1220, 15139,MVZ,MVZ 15139,35.6692,-118.0371,1.0,1402.0800000000002,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,bc91b0d1-5a8a-470b-a3ed-1e2bb36472c6
1221, 15145,MVZ,MVZ 15145,35.69,-118.2981,1.0,1249.68,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,a4b432f6-783e-4b61-adec-ae783a023c1e
1222, 15146,MVZ,MVZ 15146,35.830658,-118.29175,0.03,2133.6,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,98dee16e-9169-4048-8b69-b73f69050f1c
1223, 15147,MVZ,MVZ 15147,35.830658,-118.29175,0.03,2133.6,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,7d97fc01-1346-4ffb-9f94-e6fe21785de5
1224, 15149,MVZ,MVZ 15149,35.830658,-118.29175,0.03,2133.6,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,d4c75e99-7a19-4351-ad4d-530bd75f0167
1225, 15155,MVZ,MVZ 15155,36.477786,-118.142063,0.03,3048.0,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,5d41cb98-aab7-41cc-88c6-d485af84fcfb
1226, 152136,MVZ,MVZ 152136MVZ 152136,39.3213902,-120.84537399999999,0.13518,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,dba52db0-9128-4ce5-af34-3b01431043d7
1227, 1560,MVZ,MVZ 1560,33.925,-116.63799999999999,1.0,344.42400000000004,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,9622bf82-9441-45d0-9566-913a0d7dcf4d
1228, 159815,MVZ,MVZ 159815,39.3213902,-120.84537399999999,0.13518,1310.64,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,320.0,805d2661-e91a-4b8a-bad8-f21e70c42906
1229, 159816,MVZ,MVZ 159816,39.3213902,-120.84537399999999,0.13518,1310.64,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,380.0,b7475115-0dd6-4e8c-95f0-a639e48f65f4
1230, 160572,MVZ,MVZ 160572MVZ 160572MVZ 160572,38.052271000000005,-121.00416000000001,0.193,38.1,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,615.0,16872988-6c6a-4dca-87f2-e7cdf1c36612
1231, 1760,MVZ,MVZ 1760,33.8042231,-116.659361,1.3716,2743.2000000000003,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,3fb6e1ff-529d-46e3-9e0f-9efdc3cb847f
1232, 17755,MVZ,MVZ 17755,36.5782,-118.1069,1.0,1371.6000000000001,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,46f099ed-739b-4e57-98c5-917e158e00dc
1233, 17756,MVZ,MVZ 17756,36.813217,-118.31913899999999,0.03,2286.0,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,57c4d6b3-9dc4-49b5-a543-cbcf2032e2c7
1234, 17831,MVZ,MVZ 17831MVZ 17831MVZ 17831,40.0451166,-122.095649,3.2489999999999997,79.248,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,9136c930-ff1f-46cd-b265-35cd9ac27c80
1235, 17832,MVZ,MVZ 17832,40.0451166,-122.095649,3.2489999999999997,79.248,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,6a3ea53b-59ce-4b69-b2a1-11b6595d15a8
1236, 17833,MVZ,MVZ 17833,40.0451166,-122.095649,3.2489999999999997,79.248,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,6098c1a6-ca8a-47a0-9596-25c1e45521b5
1237, 17834,MVZ,MVZ 17834,40.0451166,-122.095649,3.2489999999999997,79.248,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,9c2f61fb-91f1-4db2-bb96-83b742dcb748
1238, 17835,MVZ,MVZ 17835MVZ 17835MVZ 17835,39.58918,-122.54393999999999,7.01996,213.36,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,60623560-c08b-45ed-a195-aa7af05cc13d
1239, 17836,MVZ,MVZ 17836,39.58918,-122.54393999999999,7.01996,213.36,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,1877940c-1558-46fb-86a8-7dc31902b592
1240, 17838,MVZ,MVZ 17838,39.58918,-122.54393999999999,7.01996,213.36,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,9c81af77-2ded-4ff1-b85d-0f5cab29b9ff
1241, 17839,MVZ,MVZ 17839,38.8863534,-122.24026200000002,0.624,152.4,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,5d7ad98f-c0cc-40f5-8f9c-2e43f800ad2c
1242, 17840,MVZ,MVZ 17840,38.357561600000004,-122.04165800000001,7.541,213.36,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,3daad911-8de0-4a74-bfda-cd1ca287944f
1243, 17841,MVZ,MVZ 17841,38.357561600000004,-122.04165800000001,7.541,213.36,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,ef97ff98-091b-4c70-94ee-7f34e7532282
1244, 17845,MVZ,MVZ 17845MVZ 17845MVZ 17845,39.6079291,-121.670523,0.04345,60.96,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,99d19975-60cd-4efc-95d9-dc2a21f6713c
1245, 17847,MVZ,MVZ 17847MVZ 17847MVZ 17847,37.8785684,-122.08665500000001,6.252000000000001,60.96,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,a3c7295e-5e5b-40a7-aeeb-9fc23d9827fa
1246, 17848,MVZ,MVZ 17848,37.8816953,-121.91304199999999,1.662,533.4,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,6f8bba97-bc6e-47a0-9f22-59a952fed226
1247, 17849,MVZ,MVZ 17849,37.8816953,-121.91304199999999,1.662,533.4,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,77685546-681c-4347-b821-f8fb8754c2ee
1248, 183731,MVZ,MVZ 183731MVZ 183731MVZ 183731,37.8978545,-122.310427,2.56,68.58,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,293cba0e-75ba-4fa3-ac2c-e17edad84d4f
1249, 183732,MVZ,MVZ 183732,37.8978545,-122.310427,2.56,68.58,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,1505ddb5-2d35-4df0-bd62-550fdf19f1cc
1250, 18661,MVZ,MVZ 18661MVZ 18661MVZ 18661,39.2570834,-120.71243799999999,0.455,1463.04,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,a0cf6c87-74f6-4a74-9dfe-3eb6c22c58c7
1251, 19204,MVZ,MVZ 19204MVZ 19204,37.875069,-122.245186,0.402,,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,1b03da65-f2e1-4757-8818-c177ffc43dd6
1252, 201344,MVZ,MVZ 201344,37.75139,-119.79149,0.33,1923.5928000000001,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,5d4ce42a-6571-41f0-92d3-dc41d8437873
1253, 201345,MVZ,MVZ 201345,37.75139,-119.79149,0.33,1923.5928000000001,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,d68a37c0-6e85-4976-8d9b-3b8c7eae1021
1254, 20328,MVZ,MVZ 20328,39.5155,-123.15104,4.645,1371.6000000000001,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,20d1a077-c648-4c9a-a360-96e231f89ab9
1255, 207146,MVZ,MVZ 207146MVZ 207146MVZ 207146,37.6248,-120.56688,0.10142000000000001,70.104,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,ea2f961c-4438-4095-ac1a-1b55188332fb
1256, 207147,MVZ,MVZ 207147,37.6248,-120.56688,0.10142000000000001,70.104,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,29f69a70-14e8-44bd-8d86-1276398d45fb
1257, 207148,MVZ,MVZ 207148,37.6248,-120.56688,0.10142000000000001,70.104,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,73dac46e-6223-4be8-b07b-6cb6986cfd8b
1258, 207149,MVZ,MVZ 207149,37.6248,-120.56688,0.10142000000000001,70.104,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,b01e896a-c994-45f4-ab9c-134165c4ca4a
1259, 207152,MVZ,MVZ 207152,37.6248,-120.56688,0.10142000000000001,70.104,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,5ce6dbfb-5f17-4104-84da-3be5e5db0346
1260, 207153,MVZ,MVZ 207153,37.6248,-120.56688,0.251419,70.104,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,b3f19fa5-6034-466a-957a-f6e6668ea100
1261, 207154,MVZ,MVZ 207154,37.75606,-120.08596000000001,0.251419,897.9408000000001,79798931-0f46-41a8-8909-24b382aadcf8,g,body mass,,c8d89530-29b8-476a-9edd-0fb754fe8ce8
