,catalogNumber,institutionCode,otherCatalogNumbers,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,pointElevationInMeters,materialSampleID,measurementUnit,measurementType,measurementValue,diagnosticID
317, 113994,MVZ,MVZ 113994,34.0304563,-116.30385700000001,1.609,1524.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,d7684e81-b2fc-4ca7-949b-e4bcf6f72ffd
318, 11400,MVZ,MVZ 11400MVZ 11400,40.5216,-124.0327,1.1520000000000001,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,57.0,0985b09e-796c-4758-92a4-5c2843b9469c
319, 11886,MVZ,MVZ 11886MVZ 11886,38.9026797,-120.061399,3.0210000000000004,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,1ac2c162-9b05-469c-82ca-9e569635ced7
320, 119042,MVZ,MVZ 119042,37.983072,-120.38110800000001,0.03,609.6,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,54.0,53d107da-5627-4070-b156-f7a09a468241
321, 121894,MVZ,MVZ 121894,40.201986,-121.228385,1.609,1310.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,57.0,3bb8db6a-e10f-46b2-8df0-faffae6773df
322, 122546,MVZ,MVZ 122546MVZ 122546MVZ 122546,41.307572,-122.328516,0.195,1048.512,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,55.0,7af87be7-74c3-41b2-9326-37361c6cf388
323, 122547,MVZ,MVZ 122547,41.307572,-122.328516,0.195,1048.512,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,55.0,cb053261-8499-4069-a1f7-fa545499a899
324, 125666,MVZ,MVZ 125666MVZ 125666MVZ 125666,34.086999999999996,-118.473699,0.1,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,53.0,e433307d-a61b-45b7-a2f6-faa146253f0f
325, 125668,MVZ,MVZ 125668,34.086999999999996,-118.473699,0.1,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,50.0,0b066c8b-6252-41c2-882c-3da0f9748384
326, 125669,MVZ,MVZ 125669,34.086999999999996,-118.473699,0.1,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,48.0,f5191f68-ca08-44bd-b898-d2b4c827f2b2
327, 128574,MVZ,MVZ 128574,34.2523521,-117.07696200000001,1.349,1981.2,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,9d56dfe4-07ff-4eb9-87b5-282592bcaff1
328, 128575,MVZ,MVZ 128575,38.151055,-120.01367900000001,8.0467,1828.8000000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,77559170-52f2-47eb-8e77-eba2720ed05b
329, 13022,MVZ,MVZ 13022MVZ 13022,41.3783019,-122.825497,2.5878,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,59.0,6498770d-02ee-4665-92be-5bbf2a1b7cb9
330, 13027,MVZ,MVZ 13027,41.2275573,-122.38205900000001,0.415,1656.2832,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,57.0,7423dc47-cce6-45b9-bc76-63c954e7f492
331, 13028,MVZ,MVZ 13028,41.2275573,-122.38205900000001,0.415,1656.2832,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,55.0,41ef9780-d3be-426d-ad63-d1b0a1a72a48
332, 132595,MVZ,MVZ 132595,39.490667200000004,-122.688926,4.09,426.72,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,53.0,40305924-8d61-4c71-850c-e01f00254e1c
333, 132596,MVZ,MVZ 132596,39.5128001,-123.079466,0.043,1676.4,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,0d001535-177c-4853-bfca-7c2a1de2b230
334, 13855,MVZ,MVZ 13855MVZ 13855,37.630297,-121.51368799999999,3.219,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,56.0,fc3ce67b-4861-4ead-b17a-70726ddb26d1
335, 13856,MVZ,MVZ 13856MVZ 13856,36.95177,-119.692108,1.207,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,6e127a77-b633-4aba-99b1-56baff940632
336, 13857,MVZ,MVZ 13857,37.217068,-119.90473200000001,0.80467,286.512,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,55.0,9981e9c0-ee6a-4b1a-b254-41b74ecb4fc7
337, 13858,MVZ,MVZ 13858,37.217068,-119.90473200000001,0.80467,286.512,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,57.0,aeb2931c-e7ba-472d-9fec-f8e5316b4f39
338, 13861,MVZ,MVZ 13861MVZ 13861MVZ 13861,36.059519,-119.31074,0.402,79.248,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,eab724b3-7402-4e46-8cc4-2b00db44031c
339, 13862,MVZ,MVZ 13862,36.059519,-119.31074,0.402,79.248,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,d582c035-fef3-4db5-95ef-0eed38064edc
340, 138949,MVZ,MVZ 138949MVZ 138949,39.7601184,-121.77806000000001,1.308,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,56.0,7bd6a48c-7221-4e3e-b47c-535e9baa4734
341, 138950,MVZ,MVZ 138950MVZ 138950,39.608139,-121.952233,0.484,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,53.0,c708cea3-49c7-47d2-be63-dc232abd63a3
342, 138953,MVZ,MVZ 138953MVZ 138953,40.0206377,-122.01965600000001,6.278,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,57.0,db1bd91f-7795-45c7-8b09-cf0878b22661
343, 138956,MVZ,MVZ 138956MVZ 138956,40.2963235,-122.30326200000002,3.735,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,a1f257c6-5556-4ad2-86fd-13f81771e01d
344, 138957,MVZ,MVZ 138957MVZ 138957,40.07522,-122.10795,7.854,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,f7cfa852-edf2-4b15-a565-c13c54fd0c98
345, 138958,MVZ,MVZ 138958MVZ 138958,40.73111,-122.94083,1.932781,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,55.0,9d0128d0-a4bc-4b46-b407-9b8de9344d83
346, 138959,MVZ,MVZ 138959MVZ 138959,39.10553,-121.53687,0.386,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,60.0,6d014556-d2a6-42ad-a252-1a090d964f68
347, 138961,MVZ,MVZ 138961MVZ 138961,39.1488,-121.568,0.7559999999999999,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,55.0,32c9323f-0e07-457b-8ecb-cfe27aed3f40
348, 138965,MVZ,MVZ 138965MVZ 138965,39.932404999999996,-121.059853,1.609,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,f2f81196-d62d-4aa8-8aa7-19630a412783
349, 1406,MVZ,MVZ 1406MVZ 1406,33.9150671,-116.78444099999999,0.6096,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,222346db-f338-4697-ad96-cf99d7f3927c
350, 1407,MVZ,MVZ 1407,33.9150671,-116.78444099999999,0.6096,548.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,a62bda8f-1509-4b7b-9266-030dbf81f4c8
351, 1409,MVZ,MVZ 1409,33.9150671,-116.78444099999999,0.6096,518.1600000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,afde1825-9045-4b99-8c8f-6f682bebe4ef
352, 1412,MVZ,MVZ 1412,33.9150671,-116.78444099999999,0.6096,518.1600000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,da369aab-6e53-4140-8375-557f56d6bb62
353, 1417,MVZ,MVZ 1417,33.933586299999995,-116.881026,1.609,670.5600000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,bdbf9a24-8e00-4892-91b1-7ff76e216a7f
354, 149698,MVZ,MVZ 149698,36.3785176,-121.556821,2.5,487.68,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,52.0,ad2c4fcc-ccda-4c95-8309-1182a91463bf
355, 15138,MVZ,MVZ 15138,35.8384477,-118.450732,2.8160000000000003,853.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,7965e28b-4345-4b5b-a2e9-58883a175b87
356, 15139,MVZ,MVZ 15139,35.6692,-118.0371,1.0,1402.0800000000002,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,c7757c67-1f4c-4bde-816b-9782b9dd717a
357, 15145,MVZ,MVZ 15145,35.69,-118.2981,1.0,1249.68,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,55.0,57d32330-cb9a-438e-b797-c2b919b0e697
358, 15146,MVZ,MVZ 15146,35.830658,-118.29175,0.03,2133.6,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,bdd3e958-30a3-438d-bce0-32a3d2b41601
359, 15147,MVZ,MVZ 15147,35.830658,-118.29175,0.03,2133.6,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,f664362e-6c68-43bd-84b9-28f6ff48eea0
360, 15149,MVZ,MVZ 15149,35.830658,-118.29175,0.03,2133.6,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,9180a2fa-697b-4728-be2e-30745e5a0c4b
361, 15155,MVZ,MVZ 15155,36.477786,-118.142063,0.03,3048.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,21b9c749-59ca-4a0f-b9ae-0e026efd20d3
362, 152136,MVZ,MVZ 152136MVZ 152136,39.3213902,-120.84537399999999,0.13518,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,53.0,31a6722c-e6ae-47d8-84be-73fd0a27c21e
363, 1560,MVZ,MVZ 1560,33.925,-116.63799999999999,1.0,344.42400000000004,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,917585f6-2c15-451d-8e35-2e511186cc1b
364, 159815,MVZ,MVZ 159815,39.3213902,-120.84537399999999,0.13518,1310.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,50.0,221d7462-5510-46d0-8dc7-bc572c41b68d
365, 159816,MVZ,MVZ 159816,39.3213902,-120.84537399999999,0.13518,1310.64,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,50.0,b9129dd8-0bf4-496f-8aa7-18ddf5fb9782
366, 160572,MVZ,MVZ 160572MVZ 160572MVZ 160572,38.052271000000005,-121.00416000000001,0.193,38.1,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,57.0,74b83794-58e4-4dd4-bf51-4835703264ef
367, 1760,MVZ,MVZ 1760,33.8042231,-116.659361,1.3716,2743.2000000000003,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,9033f803-5be6-410e-bfc9-edb9010eaaea
368, 17755,MVZ,MVZ 17755,36.5782,-118.1069,1.0,1371.6000000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,ca4308b0-e75f-417e-af86-11fe268c7e82
369, 17756,MVZ,MVZ 17756,36.813217,-118.31913899999999,0.03,2286.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,cf11bb02-bd98-478e-a9cb-1d880644374b
370, 17831,MVZ,MVZ 17831MVZ 17831MVZ 17831,40.0451166,-122.095649,3.2489999999999997,79.248,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,aaabf9d4-9ae3-433c-8bec-07a905122a2f
371, 17832,MVZ,MVZ 17832,40.0451166,-122.095649,3.2489999999999997,79.248,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,e276c64c-7b0e-4f99-b231-d0bee26d2ce9
372, 17833,MVZ,MVZ 17833,40.0451166,-122.095649,3.2489999999999997,79.248,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,1f934fa7-2485-45b7-936d-ba942c9d4b1a
373, 17834,MVZ,MVZ 17834,40.0451166,-122.095649,3.2489999999999997,79.248,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,83f2a08c-c8e9-44e4-b1e0-4a2ae744b3d5
374, 17835,MVZ,MVZ 17835MVZ 17835MVZ 17835,39.58918,-122.54393999999999,7.01996,213.36,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,55.0,07b5d2df-d8f9-47d5-90b3-924255806d98
375, 17836,MVZ,MVZ 17836,39.58918,-122.54393999999999,7.01996,213.36,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,58.0,16f644ac-fea5-46b8-9827-2f4fce082b8f
376, 17838,MVZ,MVZ 17838,39.58918,-122.54393999999999,7.01996,213.36,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,58.0,8f4feff4-1d19-4a73-933f-7cde61fd3fb5
377, 17839,MVZ,MVZ 17839,38.8863534,-122.24026200000002,0.624,152.4,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,58.0,c3256745-e2fe-44b8-ab03-e08164f85cf6
378, 17840,MVZ,MVZ 17840,38.357561600000004,-122.04165800000001,7.541,213.36,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,53.0,80ac913e-d1f0-406f-88a2-38210d011361
379, 17841,MVZ,MVZ 17841,38.357561600000004,-122.04165800000001,7.541,213.36,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,55.0,6a2d817a-872a-49d2-b305-82037e5cb6dd
380, 17845,MVZ,MVZ 17845MVZ 17845MVZ 17845,39.6079291,-121.670523,0.04345,60.96,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,61.0,a398c53e-20ae-4e0c-b29b-38beefb4a792
381, 17847,MVZ,MVZ 17847MVZ 17847MVZ 17847,37.8785684,-122.08665500000001,6.252000000000001,60.96,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,56.0,f8551671-d438-4a7d-8db8-4a247ab25057
382, 17848,MVZ,MVZ 17848,37.8816953,-121.91304199999999,1.662,533.4,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,57.0,ff647dae-78ac-4f1e-b806-ef20b41eb6f6
383, 17849,MVZ,MVZ 17849,37.8816953,-121.91304199999999,1.662,533.4,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,59.0,970cb907-882f-490d-a71d-6a2ea4f6f621
384, 183731,MVZ,MVZ 183731MVZ 183731MVZ 183731,37.8978545,-122.310427,2.56,68.58,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,60.0,e9a6cfed-6cc3-46ca-aad1-423d114fe837
385, 183732,MVZ,MVZ 183732,37.8978545,-122.310427,2.56,68.58,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,26.0,1bcb7d36-20e5-4a14-b5dd-7edce2357ffb
386, 18661,MVZ,MVZ 18661MVZ 18661MVZ 18661,39.2570834,-120.71243799999999,0.455,1463.04,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,df849357-ec91-4630-be07-a7ba9213befd
387, 19204,MVZ,MVZ 19204MVZ 19204,37.875069,-122.245186,0.402,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,57.0,1bdf9876-3dfd-467d-a365-2848bb5d27fb
388, 201344,MVZ,MVZ 201344,37.75139,-119.79149,0.33,1923.5928000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,f8c5a02d-9838-41f8-a61e-cd9e51b415b0
389, 201345,MVZ,MVZ 201345,37.75139,-119.79149,0.33,1923.5928000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,30ab4de1-81f6-4014-b207-f0b34350ee97
390, 20328,MVZ,MVZ 20328,39.5155,-123.15104,4.645,1371.6000000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,b7bbe0a3-cb65-4b67-84a5-40fedd6ecc16
391, 207146,MVZ,MVZ 207146MVZ 207146MVZ 207146,37.6248,-120.56688,0.10142000000000001,70.104,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,6a35d6c6-f225-4775-a5a4-f6b3ced6037a
392, 207147,MVZ,MVZ 207147,37.6248,-120.56688,0.10142000000000001,70.104,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,42974550-c8d9-4e71-afae-e4b59d651668
393, 207148,MVZ,MVZ 207148,37.6248,-120.56688,0.10142000000000001,70.104,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,5d7af3af-b469-48ba-88ad-0533085a3df0
394, 207149,MVZ,MVZ 207149,37.6248,-120.56688,0.10142000000000001,70.104,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,9532392b-1163-446d-bdc9-0321d446134a
395, 207152,MVZ,MVZ 207152,37.6248,-120.56688,0.10142000000000001,70.104,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,1a35ca92-3632-4c60-9f20-8b368d0255ed
396, 207153,MVZ,MVZ 207153,37.6248,-120.56688,0.251419,70.104,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,1d4d1726-c261-4c97-b4fe-3b23c510862c
397, 207154,MVZ,MVZ 207154,37.75606,-120.08596000000001,0.251419,897.9408000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,b5487fe5-ea9a-4072-8842-bd9b6b842a39
398, 207155,MVZ,MVZ 207155,37.75606,-120.08596000000001,0.251419,897.9408000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,f5a2c921-b2ea-4582-b1b8-58a8bc085588
399, 207156,MVZ,MVZ 207156,37.84486,-119.58945,0.1,2587.752,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,c24e61d5-9e7e-4016-84c2-871920111773
400, 207161,MVZ,MVZ 207161,37.7409,-119.40803999999999,0.15142,2204.9232,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,1053afc4-5041-45db-ac21-e4e5eacd3b72
401, 207162,MVZ,MVZ 207162,37.74069,-119.41023,0.10142000000000001,2199.4368,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,0ec73d15-fcab-4a46-a430-34fea5bccd28
402, 207163,MVZ,MVZ 207163,37.74069,-119.41025,0.10142000000000001,2199.4368,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,18605afb-f587-4c15-9480-a79d1dd3793b
403, 207164,MVZ,MVZ 207164,37.74051,-119.41345,0.10142000000000001,2199.4368,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,e7cc9b8f-8598-4451-800b-e5c0e6b53cad
404, 207166,MVZ,MVZ 207166,37.75456,-119.74298,0.20142000000000002,2012.8992,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,b13ab078-3554-4cca-b821-503b4af44360
405, 207167,MVZ,MVZ 207167,37.75456,-119.74298,0.20142000000000002,2012.8992,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,18847ef0-f59c-471e-a034-f002dbe1f1b9
406, 208499,MVZ,MVZ 208499,37.90028,-119.12977,0.0,2214.3720000000003,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,ae41e4ca-8c23-403e-8f56-75c8eebc2bcf
407, 2154,MVZ,MVZ 2154,33.7633397,-116.664705,1.3716,2438.4,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,7af92913-da8d-45cd-be47-399790c88394
408, 2155,MVZ,MVZ 2155,33.7633397,-116.664705,1.3716,2438.4,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,39d95d95-a2d1-4570-8d11-33229a27c569
409, 216227,MVZ,MVZ 216227,37.90028,-119.12977,0.0,2214.3720000000003,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,dde69f9b-cd2d-48e1-a1c3-04876412afbe
410, 216228,MVZ,MVZ 216228,37.75139,-119.79149,0.33,1923.5928000000001,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,91db4235-ebd8-4200-8d0d-d997745dbb86
411, 216230,MVZ,MVZ 216230,37.74899,-119.83861999999999,0.213,508.4064,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,6de41b59-3ab8-4cc4-8cfe-dc423fc08fee
412, 216231,MVZ,MVZ 216231,37.74899,-119.83861999999999,0.213,508.4064,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,63e29b3c-7530-4d2b-b93f-4804521a1b26
413, 21851,MVZ,MVZ 21851,37.674352,-119.781173,0.6096,609.6,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,59.0,5e43dcbf-5502-4e08-add1-f4223f241f3d
414, 21852,MVZ,MVZ 21852,37.674352,-119.781173,0.6096,609.6,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,51.0,94d29581-ec82-4001-9aa7-3bcb2585d1f2
415, 21853,MVZ,MVZ 21853,37.746327,-119.77586299999999,9.656,1463.04,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,51.0,b821c725-1826-4a11-97b6-72a2ffdd5d1e
416, 21854,MVZ,MVZ 21854,37.52078,-120.43822,0.402,60.96,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,58.0,65a8be79-682c-4bfc-9d2f-4fee0fa3cb67
417, 2217,MVZ,MVZ 2217,33.612232299999995,-116.630609,1.609,2072.6400000000003,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,c48ff5c9-8c35-4263-a04c-43a4e2e1b161
418, 22657,MVZ,MVZ 22657,37.652399,-119.70271699999999,0.03,1889.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,55.0,8ec456a9-a677-4674-9ed7-93cb3e16c3c1
419, 22658,MVZ,MVZ 22658,37.756856,-119.799191,1.219,1920.24,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,58.0,fb79f72b-f643-4978-a984-e7c618511d65
420, 22659,MVZ,MVZ 22659,37.748057,-119.83516000000002,0.366,1645.92,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,54.0,f7d09aea-e9ba-4656-b69d-777c768895a8
421, 22660,MVZ,MVZ 22660,37.756431,-119.582057,4.184,2164.08,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,57.0,62ae793c-e1b1-449c-9b00-ea624a0a4bef
422, 22661,MVZ,MVZ 22661,37.67666,-119.580087,1.609,2225.04,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,58.0,8e1f9b11-83b0-43dc-b148-b75d4d7f1267
423, 22958,MVZ,MVZ 22958,37.659263,-120.28745,1.158,182.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,57.0,efb5d065-62d9-49d8-83b6-4f9184e9007f
424, 22959,MVZ,MVZ 22959,37.74276,-120.15718000000001,3.347,975.36,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,54.0,f3172c81-3712-4a43-bc2c-a451643bc933
425, 22960,MVZ,MVZ 22960,37.736686,-119.59821200000002,6.437,1219.2,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,59.0,281a390b-14e5-4297-8ea6-8accd4ba294a
426, 22961,MVZ,MVZ 22961,37.74276,-120.15718000000001,3.347,975.36,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,53.0,f2c4cc21-d9a5-4fad-9cba-483651843092
427, 23272,MVZ,MVZ 23272,37.739477,-119.397231,1.0668,2286.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,60.0,4c008730-069e-4ec8-88ad-29bbb7f877fb
428, 23274,MVZ,MVZ 23274,37.835881,-119.77732900000001,0.402,1950.72,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,2cbbae81-9ca9-486c-8908-30ebfa112c52
429, 2688,MVZ,MVZ 2688MVZ 2688,34.009370000000004,-117.2591,4.313,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,58.0,f89bd4fc-b0bd-4af6-994a-10f02a8bc58d
430, 2706,MVZ,MVZ 2706,33.7912634,-116.67606200000002,1.609,1493.52,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,3086f037-a29b-482a-a097-f285e593b0c4
431, 27501,MVZ,MVZ 27501MVZ 27501,36.571878000000005,-118.055553,0.03,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,51.0,badd5a49-f9c6-451b-ac3a-a59ff301c58c
432, 27503,MVZ,MVZ 27503MVZ 27503MVZ 27503,36.826074,-118.214801,0.03,1188.72,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,9f8e29f4-41a9-41a0-ba33-821931f6ff77
433, 27509,MVZ,MVZ 27509,36.573161,-117.479799,1.609,1920.24,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,55.0,229a9033-52e6-4504-96c5-bd3cc2b234c8
434, 27510,MVZ,MVZ 27510,36.573161,-117.479799,1.609,1920.24,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,57.0,7a80e40a-5773-4518-ae69-c35c73779d6a
435, 27511,MVZ,MVZ 27511,36.573161,-117.479799,1.609,1920.24,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,50.0,f05d825a-f494-4800-b2e2-4c466ca5e422
436, 27512,MVZ,MVZ 27512,36.826074,-118.214801,0.03,1188.72,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,b97774a6-e0ac-47ec-8a9c-60339f7495c8
437, 27514,MVZ,MVZ 27514,36.58766,-117.465934,1.609,1981.2,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,65.0,c0ba429b-d88f-4abe-90bd-377e4792cdc3
438, 27515,MVZ,MVZ 27515,36.58766,-117.465934,1.609,1889.76,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,53.0,7155baa5-06d4-442a-b9e2-bde30c3f7e92
439, 27872,MVZ,MVZ 27872MVZ 27872,37.872653799999995,-122.24106,0.80467,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,54.0,35d0bac4-7f4e-4a22-a049-8149970e38ed
440, 27929,MVZ,MVZ 27929MVZ 27929,37.8737229,-122.253169,0.152,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,60.0,105679ab-aed1-4fcc-a755-6545c1cec6ef
441, 27959,MVZ,MVZ 27959,39.575337899999994,-120.34680300000001,0.1561,1524.0,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,29275991-071e-48d4-9418-9d6e1f04dc08
442, 28023,MVZ,MVZ 28023MVZ 28023MVZ 28023,37.93022929999999,-122.019673,7.1599699999999995,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,58.0,3272458a-4331-458f-9197-423a87aaeddc
443, 28024,MVZ,MVZ 28024,37.93022929999999,-122.019673,7.1599699999999995,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,53.0,ffb05586-4e41-4a6d-9c5b-ba9d81c0897d
444, 28025,MVZ,MVZ 28025,37.93022929999999,-122.019673,7.1599699999999995,91.44,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,58.0,bada1199-5eda-4142-aa3e-b51377d5c4bd
445, 28658,MVZ,MVZ 28658,35.9478,-117.9011,1.0,944.88,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,,f5ebc012-73f6-477a-97b8-9ae7060d671f
446, 28663,MVZ,MVZ 28663MVZ 28663,35.905054,-119.278572,0.402,,79798931-0f46-41a8-8909-24b382aadcf8,mm,hind foot length,61.0,5e52bffd-76b2-4853-ba0b-6f6fdb65310e
