,institutionCode,individualID,scientificName,sex,country,stateProvince,lifeStage,ageValue,ageUnit,ageEstimation,measurementUnit,materialSampleID,measurementType,measurementValue,diagnosticID
677,Smithsonian,337257,Aepyceros melampus johnstoni,Male,Zambia,"Eastern Province, Lundazi District",Older Adult,~6,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,05a1c6a2-b859-4c05-a089-60562d2f0ed4
678,Smithsonian,368556,Aepyceros melampus melampus,Male,Botswana,,Older Adult,~6,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,7d5a7060-87e6-4382-99a2-6528c1c99c62
679,Smithsonian,368558,Aepyceros melampus melampus,Male,Botswana,,Older Adult,~7,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,4961404e-f292-4854-934d-abc6611e1a1a
680,Smithsonian,368561,Aepyceros melampus melampus,Male,Botswana,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,6b5a25f9-b86c-4961-84f7-6f8e20259fb1
681,Smithsonian,368563,Aepyceros melampus melampus,Male,Botswana,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,08dccde3-fc8d-4090-9751-ca04c1ef6158
682,Smithsonian,470199,Aepyceros melampus melampus,Male,Botswana,"Tsau, 21 Mi SE, 24 12 S, 22 17 E",Juvenile,22-24,month,M3 erupting,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,cd0d73d5-66da-4090-911b-474404b7f4bd
683,Smithsonian,368564,Aepyceros melampus melampus,Male,Botswana,,Prime Adult,~4.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,fe66dc5b-bc06-49e5-ae7f-fbc52b682e0e
684,Smithsonian,470199,Aepyceros melampus melampus,Male,Botswana,,Juvenile,22-24,month,M3 erupting,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,9fd126c3-0db2-48fb-afae-5362c34a43db
685,Smithsonian,470198,Aepyceros melampus melampus,Male,Botswana,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,736eb7a9-b6b2-4515-9f97-3dc9f85140e6
686,Smithsonian,351948,Aepyceros melampus melampus,Male,South Africa,Kwazulu-Natal,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,0f2a2f4a-0c54-4506-a0a3-8719b11e8766
687,Smithsonian,351946,Aepyceros melampus melampus,Male,South Africa,Kwazulu-Natal,Prime Adult,~5,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,1379f3ee-3e3c-4ef9-9db2-c86e06e3c06d
688,Smithsonian,344217,Aepyceros melampus melampus,Male,South Africa,Mpumalanga,Prime Adult,~5,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,a1fe40b6-e309-44c7-a399-90583359d6a4
689,Smithsonian,163201,Aepyceros melampus rendilis,Male,Kenya,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,45f41e08-3056-4004-8a53-f82abca1d4fa
690,Smithsonian,163202,Aepyceros melampus rendilis,Male,Kenya,,Very Old,~9,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,64990f71-d443-4098-a643-cb3474f80bb4
691,Smithsonian,354861,Aepyceros melampus rendilis,Male,Kenya,,Prime Adult,3.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,4390cb6b-664b-489c-8d2c-6157c7ad7ba1
692,Smithsonian,182036,Aepyceros melampus rendilis,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,7cf4a842-6901-4e90-b34c-43595f933edc
693,Smithsonian,163206,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,b7a9d183-9bb9-43c9-8ca6-c332a6459806
694,Smithsonian,18955 (34699),Aepyceros melampus suara,Male,Kenya,Taveta,Juvenile,2+ years?,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,48a49561-fd90-450d-8586-2146341f394e
695,Smithsonian,18957 (34777),Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,b8595793-b68e-4f68-9317-88aca02a780f
696,Smithsonian,268454,Aepyceros melampus suara,Male,Kenya,Rift Valley,Adult,,,"No teeth, horns fully developed Adult",mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,b2dd0b71-5bdc-47c3-84b5-acf2178b16de
697,Smithsonian,163205,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,0f4d005a-73be-4216-a7ef-278b37be27fe
698,Smithsonian,162000,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,22.5,d3af654a-e4ab-4a20-9afd-59535d6b9cf0
699,Smithsonian,162001,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,20.97,a2ee104d-f28f-40ac-b6b9-d265fbc2b507
700,Smithsonian,163200,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,22.14,750ffaaa-207c-4b6e-8e31-aa1d2f858f9b
701,Smithsonian,163196,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,21.38,64b4baca-6668-492c-9137-9646defc31d4
702,Smithsonian,163197,Aepyceros melampus suara,Male,Kenya,,Young Adult,~2,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,22.27,c2a95994-c2b1-479f-840a-934ffe037e1b
703,Smithsonian,163203,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~5,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,73de878d-b505-40cd-ba10-ef5fb5bc3a26
704,Smithsonian,163198,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,c319bf91-1d07-4bd8-838c-56e9400fb4a6
705,Smithsonian,163199,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,21.78,b4d4be3f-6110-4d6f-be7a-2f39cdccdbb1
706,Smithsonian,181893,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,c8da3c02-f3da-42ad-884c-931a19617b13
707,Smithsonian,181858,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,7c4b68e3-1627-4e24-a4b5-707d14735e20
708,Smithsonian,181865,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,c8286efb-088a-4abe-b913-94fb9384d050
709,Smithsonian,181920,Aepyceros melampus suara,Male,Kenya,,Prime Adult,3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,352b2262-252e-4f02-b086-b606803c531b
710,Smithsonian,181980,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,09df04b9-339a-49ce-9425-ba0d0f242e0d
711,Smithsonian,184785,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~2.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,56148827-8bdf-492d-b433-6338fb2f5446
712,Smithsonian,239150,Aepyceros melampus suara,Male,Kenya,,Older Adult,~6.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,e1a0a042-8e2f-4142-99df-9787835ac094
713,Smithsonian,163204,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,abc910d1-f260-4536-8090-70de3b59427d
714,Smithsonian,200958,Aepyceros melampus suara,Male,Tanzania,,Older Adult,~8,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,c9c2146f-07c0-45f6-b16e-9c8956fa0245
715,Smithsonian,201012,Aepyceros melampus suara,Male,Tanzania,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,35cd2f37-6da1-4240-b8f6-a55e6bb60015
716,Smithsonian,161964,Alcelaphus buselaphus cokii,Male,Kenya,,Prime Adult,,,Molars well worn,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,b41d8724-f58b-4d26-8f4e-adc9989a31b0
717,Smithsonian,161967,Alcelaphus buselaphus cokii,Male,Kenya,,Prime Adult,,,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,e991a989-8b13-4d4c-9fac-001001ae6b07
718,Smithsonian,161962,Alcelaphus buselaphus cokii,Male,Kenya,,Prime Adult,~3,year,molars not well worn,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,f423a5c1-7e05-4917-8526-721cce54a9f6
719,Smithsonian,163207,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4.5,year,M1 slightly worn-all M3s erupted,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,dd55c0b2-c5c1-495f-a0dd-a21b1797ae74
720,Smithsonian,161966,Alcelaphus buselaphus cokii,Male,Kenya,,Prime Adult,2.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,d7ef57ef-dfda-4718-801a-2bc808dd3cf6
721,Smithsonian,161970,Alcelaphus buselaphus cokii,Female,Kenya,,Young Adult,~2,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,671e8842-8048-4f4d-9414-97383a6a4249
722,Smithsonian,20924,Alcelaphus buselaphus cokii,Female,Kenya,,Prime Adult,,,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,f177e2cb-c9af-4eca-bdad-a2ef534e20f4
723,Smithsonian,162995,Alcelaphus buselaphus cokii,Male,Kenya,,Young Adult,almost 2?,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,09c8952e-883b-4967-89b2-8d303f300b73
724,Smithsonian,162994,Alcelaphus buselaphus cokii,Male,Kenya,,Prime Adult,,,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,3f08742c-41ac-4e90-90c7-3e527ffef134
725,Smithsonian,181881,Alcelaphus buselaphus cokii,Male,Kenya,,Prime Adult,3.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,ca6c4af1-a2de-4c44-85ea-d8e729f9858d
726,Smithsonian,163153,Alcelaphus buselaphus cokii,Female,Kenya,,Prime Adult,,,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,2ea75bca-e58a-40e1-9f56-9e00f2a53b30
727,Smithsonian,162997,Alcelaphus buselaphus cokii,Female,Kenya,,Prime Adult,3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,bec9b1a3-d8b8-4fe8-aa8f-30b010a4aee7
728,Smithsonian,163155,,Male,Kenya,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,422755a6-40fc-47e9-8e00-8bb133f08236
729,smithsonian,163160,Alcelaphus buselaphus cokii,Female,Kenya,,Prime Adult,3,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,705477fa-f1cc-40e4-8e3a-ee3b02646bed
730,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,2dd47150-72f3-4fde-bdc6-456d8b62d550
731,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,37dc92ea-5c9e-4ded-afae-464cbe06a04d
732,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,b6fe090d-240c-4553-8471-b721a838ecba
733,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,d4f7906c-4887-4dc2-8767-212b80dd4541
734,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,d7955c66-8bc3-44de-9c09-a16c694a24b8
735,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,9aad4a35-0caf-4e92-ad71-493958147601
736,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,706f6812-effd-4f2d-942e-d41fb1fc8484
737,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,6c8b2aa6-0ddf-401d-9e54-a68825760a1f
738,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,f7af2781-ed54-4d22-ae99-943f75eaee3f
739,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,bab3d6c3-b8da-4459-af09-80725b46f1b5
740,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,6df524dd-d294-4737-a678-7d8395782acd
741,,,,,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,Astragalus Width,,0a2e03fc-b928-4cd1-a580-e857505e98ef
742,AMNH,83537,Aepyceros melampus melampus,Female,Botswana,Chobe,Prime Adult,~4.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,04574f3f-4289-4a6f-99bb-fd939ce86401
743,AMNH,83534,Aepyceros melampus melampus,Female,South Africa,Bechuanaland/Orange Free State,Prime Adult,~2.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,219.15,0e81ccf3-af46-4895-9d60-ba6169fe1778
744,AMNH,80496,Aepyceros melampus petersi,Female,Angola,Huila,Prime Adult,~3.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,d733fafd-2dc1-4f73-a028-ed19f203cbec
745,AMNH,165096,Aepyceros melampus petersi,Female,Namibia,Kaokoland,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,714a71d8-f576-4c49-af16-3908b738aa53
746,AMNH,165100,Aepyceros melampus petersi,Female,Namibia,Kaokoland,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,cc90d687-10b8-481f-af26-48fd7149ab84
747,AMNH,165097,Aepyceros melampus petersi,Female,Namibia,Kaokoland,Juvenile,2,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,759122ed-b18d-4d87-9b70-8a7a05e8f2e0
748,AMNH,179213,Aepyceros melampus redilis/ suara,Female,Kenya,Ngare Ndare,Prime Adult,2.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,3a778ea0-6766-4ad8-b646-0a562de84d46
749,AMNH,114233,Aepyceros melampus rendilis,Female,Kenya,Kilibasi,Prime Adult,3.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,c117cfab-1c99-45e9-90c3-864648d4244d
750,AMNH,27799,Aepyceros melampus rendilis,Female,Kenya,Athi Plains,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,bc19f766-03d4-47af-941c-1ec2b23100a7
751,AMNH,216391,Aepyceros melampus johnstoni,Male,Mozambique,Zinave,Prime Adult,~2.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,238.91,1192f03d-1594-4bb4-9205-8f7f912df3cd
752,AMNH,216393,Aepyceros melampus johnstoni,Male,Mozambique,Zinave,Prime Adult,~3.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,208.28,551d2545-69c1-4767-bbbe-46e53ebad8db
753,AMNH,216392,Aepyceros melampus johnstoni,Male,Mozambique,Zinave,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,223.58,aea938b5-0d3e-4ed5-9387-65149a2174b5
754,AMNH,216394,Aepyceros melampus johnstoni,Male,Mozambique,Zinave,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,220.28,b0fc4e66-8aab-46ac-8b80-9b8667c7d8b5
755,AMNH,161014,Aepyceros melampus johnstoni,Male,Zambia,Namwala District,Prime Adult,~5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,fe2ec500-cb69-4197-b679-85731348508b
756,AMNH,83542,Aepyceros melampus melampus,Male,Botswana,"Kwaai, Mochaba River",Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,b7ecaa5e-96b8-422b-837b-6ca47ff180ee
757,AMNH,83539,Aepyceros melampus melampus,Male,Botswana,"Kwaai, Mochaba River",Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,5781801d-7eb1-4718-9536-2af9d4219053
758,AMNH,83541,Aepyceros melampus melampus,Male,Botswana,Ghanzi,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,53e9c2ec-7245-4abe-bc9a-2fa444aaeee9
759,AMNH,80498,Aepyceros melampus petersi,Male,Angola,Huila,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,f383df4e-a1c8-4a4c-8525-7c7483a09895
760,AMNH,165095,Aepyceros melampus petersi,Male,Namibia,Kaokoland,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,6731de99-ad10-4383-abf5-624d641caa5c
761,AMNH,165099,Aepyceros melampus petersi,Male,Namibia,Kaokoland,Prime Adult,2.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,28afbe83-8ce8-49f8-92eb-c923a1ad320d
762,AMNH,165094,Aepyceros melampus petersi,Male,Namibia,Kaokoland ,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,7bcc0152-3780-45be-83bb-77c2ec10a92e
763,AMNH,179207,Aepyceros melampus redilis/ suara,Male,Kenya,Ngare Ndare,Prime Adult,~3.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,b9bd36bf-4c71-4cdd-993d-f8faf1b7bb8b
764,AMNH,179208,Aepyceros melampus rendilis,Male,Kenya,Ngare Ndare,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,6d33174e-71d6-419e-9603-76719896968d
765,AMNH,179209,Aepyceros melampus rendilis,Male,Kenya,Ngare Ndare,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,51b42208-2252-4fe6-942e-dcfa58e4d1cf
766,AMNH,179210,Aepyceros melampus rendilis,Male,Kenya,Ngare Ndare,Prime Adult,~4.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,f1b4d75b-7c28-43e0-93a5-b76b2461023c
767,AMNH,27697,Aepyceros melampus rendilis,Male,Kenya,Laekipia,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,416f276f-5686-4293-be1c-9131c397f1cc
768,AMNH,82050,Aepyceros melampus suara,Male,Tanzania,Guerametti,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,813c3ae1-73f7-4e66-9ac3-5f30af141123
769,AMNH,82048,Aepyceros melampus suara,Male,Tanzania,Guerametti,Young Adult,almost 2?,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,217.15,975e339a-9c84-4878-9126-5f431ba26290
770,AMNH,165098,Aepyceros melampus petersi,Male ,Namibia,Kaokoland,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,73701fad-4249-42cc-be4a-5b579df1e17b
771,Carnegie,6873,Aepyceros melampus petersi,Male ,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,564a8693-ea6d-4647-b5c9-70c4eae00f19
772,Carnegie,6862,Aepyceros melampus petersi,Male ,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,653ccf5b-542a-4208-ba59-34fbb31aaf95
773,Carnegie,6878,Aepyceros melampus petersi,Male ,,,nan,na,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,ab88918e-7cea-4953-b93a-c943d73fe92b
774,Smithsonian,368557,Aepyceros melampus melampus,Female,Botswana,Bechuanaland Protectorate,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,31a31edf-4068-4db5-bba5-d18cb620a563
775,Smithsonian,368559,Aepyceros melampus melampus,Female,Botswana,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,3e354c39-8a44-438c-b210-a4dfb2651238
776,Smithsonian,368562,Aepyceros melampus melampus,Female,Botswana,,Young Adult, ~2,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,5260f1eb-8aab-47da-8f3e-77a849721ff2
777,Smithsonian,351947,Aepyceros melampus melampus,Female,South Africa,Kwazulu-Natal,Prime Adult,~2.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,73cb653b-5d0f-49d9-ab83-2ef07e5b992e
778,Smithsonian,18954 (34698),Aepyceros melampus suara,Female,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,0e6694c0-04a2-405f-a541-6345c9ad6537
779,Smithsonian,163046,Aepyceros melampus suara,Female,Kenya,,Prime Adult,~5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,209.5,39881e76-a192-4b78-a730-1dcc3da3351c
780,Smithsonian,259458,Aepyceros melampus suara,Female,Tanzania,,Old Adult,~8,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,58341a88-7c2c-4174-9ab5-a07494d7e655
781,Smithsonian,261111,Aepyceros melampus suara,Female,Tanzania ,,Prime Adult,,,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,203.9,c7f8f74a-2e7c-425b-a1ed-8b2e18488844
782,Smithsonian,337256,Aepyceros melampus johnstoni,Male,Zambia,"Eastern Province, Lundazi District",Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,05821909-bc7a-4aa3-8ef3-1c393c52547c
783,Smithsonian,337257,Aepyceros melampus johnstoni,Male,Zambia,"Eastern Province, Lundazi District",Older Adult,~6,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,205.52,24e82f25-b04b-4281-834f-847bc3af31b9
784,Smithsonian,368556,Aepyceros melampus melampus,Male,Botswana,,Older Adult,~6,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,8a283ee0-00a1-4392-872c-8cd752ca8535
785,Smithsonian,368558,Aepyceros melampus melampus,Male,Botswana,,Older Adult,~7,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,1efd071a-804f-4872-a65d-276c61c701bb
786,Smithsonian,368561,Aepyceros melampus melampus,Male,Botswana,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,0bb79795-73a6-4efc-92bc-bbb05224a186
787,Smithsonian,368563,Aepyceros melampus melampus,Male,Botswana,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,1f4bc3f6-df28-4f60-8929-3107d178b533
788,Smithsonian,470199,Aepyceros melampus melampus,Male,Botswana,"Tsau, 21 Mi SE, 24 12 S, 22 17 E",Juvenile,22-24,month,M3 erupting,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,bc3258dc-fc19-4af4-b2ad-9154d94144f3
789,Smithsonian,368564,Aepyceros melampus melampus,Male,Botswana,,Prime Adult,~4.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,f1dd865a-01a1-4a43-a0ad-cf1e3bb83321
790,Smithsonian,470199,Aepyceros melampus melampus,Male,Botswana,,Juvenile,22-24,month,M3 erupting,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,8c696654-7c12-444d-89df-25e108afaeeb
791,Smithsonian,470198,Aepyceros melampus melampus,Male,Botswana,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,6a502e00-0292-4033-849d-8a1a6a89d188
792,Smithsonian,351948,Aepyceros melampus melampus,Male,South Africa,Kwazulu-Natal,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,083f39c4-ae57-4d8c-bb82-370c169dafb9
793,Smithsonian,351946,Aepyceros melampus melampus,Male,South Africa,Kwazulu-Natal,Prime Adult,~5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,834d4ea3-6717-4f28-a0ea-35ca966b094c
794,Smithsonian,344217,Aepyceros melampus melampus,Male,South Africa,Mpumalanga,Prime Adult,~5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,15f92183-a9ba-4c7b-be67-9a69463675e1
795,Smithsonian,163201,Aepyceros melampus rendilis,Male,Kenya,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,2790ce6b-eabf-48c2-b412-c653bc2b07a1
796,Smithsonian,163202,Aepyceros melampus rendilis,Male,Kenya,,Very Old,~9,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,6579b126-3864-4d5e-bcac-8f69f413a6a9
797,Smithsonian,354861,Aepyceros melampus rendilis,Male,Kenya,,Prime Adult,3.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,8aeab2e3-d558-4711-81fc-1858cb85fda3
798,Smithsonian,182036,Aepyceros melampus rendilis,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,ad314e88-0e55-4378-a08e-b3c154b3e166
799,Smithsonian,163206,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,d5aa8663-a3e3-4266-98cf-7cf2a3868639
800,Smithsonian,18955 (34699),Aepyceros melampus suara,Male,Kenya,Taveta,Juvenile,2+ years?,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,0d183c7f-b659-46d1-9f1d-d93849b78105
801,Smithsonian,18957 (34777),Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,afbe1d5f-f6d7-4fda-8be5-718824a40c4c
802,Smithsonian,268454,Aepyceros melampus suara,Male,Kenya,Rift Valley,Adult,,,"No teeth, horns fully developed Adult",mm,56169310-ae96-4a26-b60d-311395109165,femur length,,ec2941d1-9a6b-4139-84f3-0a4480ac1bf4
803,Smithsonian,163205,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,,f7cc4a8a-f4aa-40d2-806c-c8c6264a86ea
804,Smithsonian,162000,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,228.98,348fb3d0-1645-423a-93c8-78a32339c155
805,Smithsonian,162001,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,218.41,5bf1d79d-5063-4a18-acab-c4560790b142
806,Smithsonian,163200,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~4.5,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,237.58,420d6b56-bbca-4770-98b3-ace7f0d5b6ff
807,Smithsonian,163196,Aepyceros melampus suara,Male,Kenya,,Prime Adult,~3,year,,mm,56169310-ae96-4a26-b60d-311395109165,femur length,220.21,59d157e9-44d7-4b4c-8a20-a9be3b31d4a4
