,occurrenceID,references,scientificName,catalogNumber,otherCatalogNumbers,sex,ageValue,ageUnit,lifeStage,country,ageEstimationMethod,stateProvince,locality,verbatimLocality,decimalLatitude,decimalLongitude,verbatimLatitude,verbatimLongitude,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimEventDate,yearCollected,samplingProtocol,eventRemarks,measurementSide,materialSampleID,measurementType,measurementValue,measurementUnit,diagnosticID
0,,,Odocoileus virginianus,Z2328,,,1.6,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Gad's Bay,Gad's Bay,27.31666667,-82.78333333,29°17′N,82°47′W,,,,,,,"Collection Date, December 1977",1977,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,a1510234-ebc6-4eaf-8a6f-f62ccef7c8a4
1,,,Odocoileus virginianus,Z2328,,,1.6,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Gad's Bay,Gad's Bay,27.31666667,-82.78333333,29°17′N,82°47′W,,,,,,,"Collection Date, December 1977",1977,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,2535f4bf-927f-427f-9bf9-442ffe10297c
2,,,Odocoileus virginianus,Z2328,,,1.6,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Gad's Bay,Gad's Bay,27.31666667,-82.78333333,29°17′N,82°47′W,,,,,,,"Collection Date, December 1977",1977,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,e06e6657-dafb-43ac-be46-bb3959cb7c0b
3,,,Odocoileus virginianus,Z2328,,,1.6,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Gad's Bay,Gad's Bay,27.31666667,-82.78333333,29°17′N,82°47′W,,,,,,,"Collection Date, December 1977",1977,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,4a2153b8-75ba-4480-bb3a-22b66f318166
4,,,Odocoileus virginianus,Z2328,,,1.6,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Gad's Bay,Gad's Bay,27.31666667,-82.78333333,29°17′N,82°47′W,,,,,,,"Collection Date, December 1977",1977,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,ff02425a-d9ce-4260-bc70-d8a9e1f435a7
5,,,Odocoileus virginianus,Z2328,,,1.6,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Gad's Bay,Gad's Bay,27.31666667,-82.78333333,29°17′N,82°47′W,,,,,,,"Collection Date, December 1977",1977,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,1eec95d3-9bc9-4a5f-8606-447a43d16258
6,,,Odocoileus virginianus,Z2328,,,1.6,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Gad's Bay,Gad's Bay,27.31666667,-82.78333333,29°17′N,82°47′W,,,,,,,"Collection Date, December 1977",1977,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,a58f9f59-8990-46c9-8cde-d6266e01a8fd
7,,,Odocoileus virginianus,Z2773,,F,1.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, November 10, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,cb5ff426-b65a-4374-b701-9c1d9030b507
8,,,Odocoileus virginianus,Z2773,,F,1.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, November 10, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,144f20f3-2fef-4215-9321-efbcc494a00a
9,,,Odocoileus virginianus,Z2773,,F,1.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, November 10, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,18f8a628-7991-41b2-9b18-ed3ca75aa16e
10,,,Odocoileus virginianus,Z2773,,F,1.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, November 10, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,d0baf85f-52b2-4acd-829f-215f751a17ff
11,,,Odocoileus virginianus,Z2773,,F,1.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, November 10, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,9076979e-bd44-49a1-8f4e-694655bb7a5d
12,,,Odocoileus virginianus,Z2773,,F,1.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, November 10, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,fc94455a-ad59-4f08-96d9-014b51a3e460
13,,,Odocoileus virginianus,Z2773,,F,1.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, November 10, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,772c9070-1441-4d64-859a-44f97da93d54
14,,,Odocoileus virginianus,Z2850,,F,3.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, December 31, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,several weeks pregnant,mm,06587559-8db5-4343-85b1-f00917811e0f
15,,,Odocoileus virginianus,Z2850,,F,3.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, December 31, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,several weeks pregnant,mm,66484f5e-3e4c-446f-b648-fbff696ad263
16,,,Odocoileus virginianus,Z2850,,F,3.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, December 31, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,several weeks pregnant,mm,724e37fa-ab0b-453f-8805-306887ebb493
17,,,Odocoileus virginianus,Z2850,,F,3.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, December 31, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,several weeks pregnant,mm,8e7baac1-6617-42f5-9f5d-9bbb24cf882e
18,,,Odocoileus virginianus,Z2850,,F,3.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, December 31, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,several weeks pregnant,mm,510ff1ec-e177-4575-a3c1-86b417471403
19,,,Odocoileus virginianus,Z2850,,F,3.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, December 31, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,several weeks pregnant,mm,3a4f3441-c9a9-4d8b-bd96-baf3ecf8a2a0
20,,,Odocoileus virginianus,Z2850,,F,3.5,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, December 31, 1979",1979,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,several weeks pregnant,mm,3eb5951b-49c1-44b6-a73f-77257a0b438f
21,,,Odocoileus virginianus,Z3590,,M,,year,"""young adult""",USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Oklawaha River,"Hwy 40, 0.3 miles west of bridge over Oklawaha River westbound lane",29.215770000000003,-81.98939,"29.21577,","-81.98939,",,,,,,,"Collection Date, October 29, 1981",1981,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","""epiphysis fused but impact caused break at epiphyseal union on one femur, antlers removed"" [note that Irv later put in other notes that all epiphyses were unfused and humerus not femur was broken, but fact that animal had antlers suggests post breeding age at least so Irv's notes might not apply to this individual]",,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,168a8e41-9585-4c45-9e97-c5d4ba48663a
22,,,Odocoileus virginianus,Z3590,,M,,year,"""young adult""",USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Oklawaha River,"Hwy 40, 0.3 miles west of bridge over Oklawaha River westbound lane",29.215770000000003,-81.98939,"29.21577,","-81.98939,",,,,,,,"Collection Date, October 29, 1981",1981,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","""epiphysis fused but impact caused break at epiphyseal union on one femur, antlers removed"" [note that Irv later put in other notes that all epiphyses were unfused and humerus not femur was broken, but fact that animal had antlers suggests post breeding age at least so Irv's notes might not apply to this individual]",,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,296b075d-389c-4bd1-96f4-5f45c1d0b264
23,,,Odocoileus virginianus,Z3590,,M,,year,"""young adult""",USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Oklawaha River,"Hwy 40, 0.3 miles west of bridge over Oklawaha River westbound lane",29.215770000000003,-81.98939,"29.21577,","-81.98939,",,,,,,,"Collection Date, October 29, 1981",1981,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","""epiphysis fused but impact caused break at epiphyseal union on one femur, antlers removed"" [note that Irv later put in other notes that all epiphyses were unfused and humerus not femur was broken, but fact that animal had antlers suggests post breeding age at least so Irv's notes might not apply to this individual]",unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,2e46cafc-e3ba-49b3-bcf3-c821f302a527
24,,,Odocoileus virginianus,Z3590,,M,,year,"""young adult""",USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Oklawaha River,"Hwy 40, 0.3 miles west of bridge over Oklawaha River westbound lane",29.215770000000003,-81.98939,"29.21577,","-81.98939,",,,,,,,"Collection Date, October 29, 1981",1981,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","""epiphysis fused but impact caused break at epiphyseal union on one femur, antlers removed"" [note that Irv later put in other notes that all epiphyses were unfused and humerus not femur was broken, but fact that animal had antlers suggests post breeding age at least so Irv's notes might not apply to this individual]",unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,7479ad65-bae1-47dd-b1f6-920d8e7b196b
25,,,Odocoileus virginianus,Z3590,,M,,year,"""young adult""",USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Oklawaha River,"Hwy 40, 0.3 miles west of bridge over Oklawaha River westbound lane",29.215770000000003,-81.98939,"29.21577,","-81.98939,",,,,,,,"Collection Date, October 29, 1981",1981,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","""epiphysis fused but impact caused break at epiphyseal union on one femur, antlers removed"" [note that Irv later put in other notes that all epiphyses were unfused and humerus not femur was broken, but fact that animal had antlers suggests post breeding age at least so Irv's notes might not apply to this individual]",L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,139d9e22-e001-448b-9c54-f59067bf3994
26,,,Odocoileus virginianus,Z3590,,M,,year,"""young adult""",USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Oklawaha River,"Hwy 40, 0.3 miles west of bridge over Oklawaha River westbound lane",29.215770000000003,-81.98939,"29.21577,","-81.98939,",,,,,,,"Collection Date, October 29, 1981",1981,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","""epiphysis fused but impact caused break at epiphyseal union on one femur, antlers removed"" [note that Irv later put in other notes that all epiphyses were unfused and humerus not femur was broken, but fact that animal had antlers suggests post breeding age at least so Irv's notes might not apply to this individual]",L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,262a8e5c-9026-4e41-b838-2b2e4b738b36
27,,,Odocoileus virginianus,Z3590,,M,,year,"""young adult""",USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Oklawaha River,"Hwy 40, 0.3 miles west of bridge over Oklawaha River westbound lane",29.215770000000003,-81.98939,"29.21577,","-81.98939,",,,,,,,"Collection Date, October 29, 1981",1981,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","""epiphysis fused but impact caused break at epiphyseal union on one femur, antlers removed"" [note that Irv later put in other notes that all epiphyses were unfused and humerus not femur was broken, but fact that animal had antlers suggests post breeding age at least so Irv's notes might not apply to this individual]",L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,19c05108-c832-4722-8ddf-aa16e2fbd18e
28,,,Odocoileus virginianus,Z3053,,M,2-Jan,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Lochloosa Wildlife Management,Lochloosa Wildlife Management,29.567747100000002,-82.17120909999998,"29.5677471N,",-82.1712091W,,,,,,,"Collection Date, April 14, 1980",1980,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,afb4e3b8-5506-49b2-99a7-dcbb0ecdc1f3
29,,,Odocoileus virginianus,Z3053,,M,2-Jan,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Lochloosa Wildlife Management,Lochloosa Wildlife Management,29.567747100000002,-82.17120909999998,"29.5677471N,",-82.1712091W,,,,,,,"Collection Date, April 14, 1980",1980,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,a834d32b-7fb9-49b9-a989-11f07c3e61e1
30,,,Odocoileus virginianus,Z3053,,M,2-Jan,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Lochloosa Wildlife Management,Lochloosa Wildlife Management,29.567747100000002,-82.17120909999998,"29.5677471N,",-82.1712091W,,,,,,,"Collection Date, April 14, 1980",1980,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,74ae7fe0-2409-40a7-a5fe-7e7758ac8fff
31,,,Odocoileus virginianus,Z3053,,M,2-Jan,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Lochloosa Wildlife Management,Lochloosa Wildlife Management,29.567747100000002,-82.17120909999998,"29.5677471N,",-82.1712091W,,,,,,,"Collection Date, April 14, 1980",1980,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,d0519b01-5677-499e-9eab-22c72c77692c
32,,,Odocoileus virginianus,Z3053,,M,2-Jan,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Lochloosa Wildlife Management,Lochloosa Wildlife Management,29.567747100000002,-82.17120909999998,"29.5677471N,",-82.1712091W,,,,,,,"Collection Date, April 14, 1980",1980,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,0f0dd1ce-b233-4042-aa5f-34e3ca4122a8
33,,,Odocoileus virginianus,Z3053,,M,2-Jan,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Lochloosa Wildlife Management,Lochloosa Wildlife Management,29.567747100000002,-82.17120909999998,"29.5677471N,",-82.1712091W,,,,,,,"Collection Date, April 14, 1980",1980,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,06211fb5-ba64-4453-8a09-bc8e99552635
34,,,Odocoileus virginianus,Z3053,,M,2-Jan,year,,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Lochloosa Wildlife Management,Lochloosa Wildlife Management,29.567747100000002,-82.17120909999998,"29.5677471N,",-82.1712091W,,,,,,,"Collection Date, April 14, 1980",1980,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,e60690af-682d-4962-b6f2-3b72136302a6
35,,,Odocoileus virginianus,Z3711,,F,,year,adult,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, February 1982",1982,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,1dd3a507-8db2-4e8b-a166-e98acb5254b5
36,,,Odocoileus virginianus,Z3711,,F,,year,adult,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, February 1982",1982,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,42d86bc9-3818-48cc-a97a-e34c4aad5024
37,,,Odocoileus virginianus,Z3711,,F,,year,adult,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, February 1982",1982,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,e5b929d2-9997-44d1-b4f5-1e4331223f4e
38,,,Odocoileus virginianus,Z3711,,F,,year,adult,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, February 1982",1982,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,dc9937ef-4106-42be-acdc-3572b3e4968e
39,,,Odocoileus virginianus,Z3711,,F,,year,adult,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, February 1982",1982,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,f96a2c29-f249-46c1-8326-1481504b8fcd
40,,,Odocoileus virginianus,Z3711,,F,,year,adult,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, February 1982",1982,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,b5f7c401-68b1-4ef6-bbe7-35fec9a57f01
41,,,Odocoileus virginianus,Z3711,,F,,year,adult,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Florida,Camp Blanding,Camp Blanding,29.9519,-81.9799,29.9519°N,81.9799°W,,,,,,,"Collection Date, February 1982",1982,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,,mm,ee26a8e2-584b-44ed-b40a-4a964e5911ae
42,,,Odocoileus virginianus,Z4567,,F,,year,adult,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Georgia,St. Catherines Island,St. Catherines Island,31.630556,-81.160139,31°37′50″N,81°9′36.5″W,,,,,,,"Collection Date, March 5, 1985",1985,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,"""pregnant (2 fetus) within two weeks of birth""",mm,e022c96f-05f1-40c3-9c08-76a77518cf46
43,,,Odocoileus virginianus,Z4567,,F,,year,adult,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Georgia,St. Catherines Island,St. Catherines Island,31.630556,-81.160139,31°37′50″N,81°9′36.5″W,,,,,,,"Collection Date, March 5, 1985",1985,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,"""pregnant (2 fetus) within two weeks of birth""",mm,41b49d9d-4ae7-4839-8f27-75f778ec59d3
44,,,Odocoileus virginianus,Z4567,,F,,year,adult,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Georgia,St. Catherines Island,St. Catherines Island,31.630556,-81.160139,31°37′50″N,81°9′36.5″W,,,,,,,"Collection Date, March 5, 1985",1985,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,"""pregnant (2 fetus) within two weeks of birth""",mm,de8d8213-a8b8-407c-9469-199370ba8739
45,,,Odocoileus virginianus,Z4567,,F,,year,adult,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Georgia,St. Catherines Island,St. Catherines Island,31.630556,-81.160139,31°37′50″N,81°9′36.5″W,,,,,,,"Collection Date, March 5, 1985",1985,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,unknown,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,"""pregnant (2 fetus) within two weeks of birth""",mm,d0d62b2e-edaf-489f-b74d-50f8f2c6b729
46,,,Odocoileus virginianus,Z4567,,F,,year,adult,USA,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",Georgia,St. Catherines Island,St. Catherines Island,31.630556,-81.160139,31°37′50″N,81°9′36.5″W,,,,,,,"Collection Date, March 5, 1985",1985,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,L,f679de7e-dcb0-42b0-9d47-164cd01c82ee,reproductiveCondition,"""pregnant (2 fetus) within two weeks of birth""",mm,adcc3cea-0e3a-48ca-8b5f-71c8f7ff900d
