,catalogNumber,collectionCode,decimalLatitude,decimalLongitude,verbatimEventDate,institutionCode,verbatimAgeValue,ageValue,ageUnit,verbatimLocality,sex,scientificName,yearCollected,measurementUnit,measurementType,measurementValue,materialSampleID
5367,61188,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,5cc16bd2-51fa-46e9-aa3a-0886f402bbed
5368,61032,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,98e888ce-c254-4033-8ce0-f24e0b41d3ff
5369,63450,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,mm,basisOfRecord,preservedSpecimen,1a4e9b8f-8aa1-4c62-8455-17a3ce4ebdde
5370,61172,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,basisOfRecord,preservedSpecimen,27a1fd60-51a0-4820-b52a-f5c810ad36d8
5371,62075,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,basisOfRecord,preservedSpecimen,c117a609-0149-4e68-945f-1a9d32dc42d2
5372,60198,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,b64c76cf-06c6-493e-9eed-49d161b31fd8
5373,62019,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,5cda49b6-2d40-4727-b6f3-55eeda28d173
5374,61031,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,09297803-3401-4354-9d1e-cdfb3aec371e
5375,63451,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,basisOfRecord,preservedSpecimen,9bd1fdf9-c423-4168-bb96-c7a9edf2e5e3
5376,60196,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,50fbacab-3c13-4cc5-b90f-11aecc8f35e6
5377,61186,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,2424812e-e739-42c6-935c-8bdd62ba3a52
5378,62056,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,b7b3cc9f-bef7-4b08-9c58-5baac1e23ef5
5379,60150,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,23ff2809-72ad-4dc3-802a-e179ca80a535
5380,60153,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,cf3bc521-3e6d-4545-bd32-e57b942fc394
5381,62244,Mammals,35.50028,-89.20833,10/18/1986,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,basisOfRecord,preservedSpecimen,cdc18b65-5500-474b-92ae-d96745581642
5382,61161,Mammals,35.50028,-89.20833,10/15/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,basisOfRecord,preservedSpecimen,218416ca-1cc6-4728-8a3d-b6d4106ad01b
5383,61115,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,58e9a987-01ab-44a0-9937-054eebd79530
5384,61130,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,a8da9abe-6708-4ec4-9792-0341c07082b4
5385,60134,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,75abf83f-2c70-4121-bfce-144574bf917e
5386,60147,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,fa0e5aed-2b24-42bc-b90a-f8d6adbb2883
5387,62253,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,basisOfRecord,preservedSpecimen,2c07483d-80cd-40cf-96d8-b81e373e3408
5388,62248,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,basisOfRecord,preservedSpecimen,6185067a-5955-4d90-8cae-ef6ceb845e0b
5389,61004,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,basisOfRecord,preservedSpecimen,fde90d61-c99e-4d36-a819-04c1d4992325
5390,60185,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,basisOfRecord,preservedSpecimen,d5d25408-8029-4373-97cc-2e171a2aca7f
5391,61148,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,0b1882e5-340a-4cf4-9133-ae5b60a032a9
5392,61013,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,e11aee67-5c00-4e87-8e22-755e6b0be595
5393,61058,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,aa33b731-610e-44a4-ac03-98ed0c52cade
5394,60159,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,basisOfRecord,preservedSpecimen,8fd80049-3669-4238-87d1-3c97e2283926
5395,61095,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,ce152fbd-965c-4abc-999f-f457facb6c12
5396,49-44,Mammals,,,1/12/1949,CRCM,,,,"Tucannon Refuge, Columbia Co., Washington",female,Odocoileus virginianus,1949,mm,basisOfRecord,preservedSpecimen,1f36acec-1990-4047-a0a7-4e4af0c2650b
5397,61002,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,02e5818f-f671-4fee-8bda-277cd3a304da
5398,38135,Mammals,36.6224167,-99.8575167,1/18/2006,OMNH,,,,16.4 mi W Fort Supply,female,Odocoileus virginianus,2006,mm,basisOfRecord,preservedSpecimen,678ee5d6-f0a4-40f3-89f4-7513fcc2a654
5399,65323,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,basisOfRecord,preservedSpecimen,6549806d-6789-4633-81ce-2dc1457d65ba
5400,62208,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,basisOfRecord,preservedSpecimen,458fb73a-f7ce-43d3-b2ad-13b0a570af74
5401,60200,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,d4843673-663b-44b2-8128-6789fdeeb3e5
5402,61191,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,ccf9e336-0ca6-4c95-9646-61f078fe9e4e
5403,61037,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,7cd85a87-4456-4716-8284-5cf8ffd7ec1b
5404,62085,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,47baa358-975e-49c1-9fbc-ad15b450238b
5405,61030,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,b00f582b-ea72-4f94-a299-f3b715750015
5406,61046,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,e3ac6143-6a34-4141-9f0e-7a0c66e2ced2
5407,18207,Mammals,17.7280598,-64.8822174,7/20/1972,TTU,,,,PROSPERITY ESTATE,female,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,26cfa2d6-de86-4ce9-bf01-a34ba09ffdaf
5408,18191,Mammals,17.753059399999998,-64.8416672,7/15/1972,TTU,,,,BODKIN ESTATE,male,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,11a47359-f59e-4011-aaec-0f956dfddc47
5409,61088,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,basisOfRecord,preservedSpecimen,58ea0f96-fad5-435f-afbe-219f3e69a78c
5410,61035,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,797802c8-f5c3-450a-88c8-1f554206c1d1
5411,60145,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,4d0c2a8f-4438-4fd5-9bbf-5bcec35e7ae2
5412,61023,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,95a67885-f080-4c0b-b74e-7685d83a309b
5413,62212,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,basisOfRecord,preservedSpecimen,90a12c79-6a53-405b-bf68-dd745d3a1d74
5414,61132,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,basisOfRecord,preservedSpecimen,439d7935-3625-4f13-a052-2f288edf0d15
5415,60136,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,92eaec3b-41ba-4154-a858-b6fd6f72d022
5416,61114,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,199b4bac-902d-4df0-93e2-65202a366094
5417,63654,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,basisOfRecord,preservedSpecimen,235c7cba-f2d4-46b9-8672-83d227629ada
5418,62285,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,mm,basisOfRecord,preservedSpecimen,55e476f3-0783-4db1-a503-ec760a130738
5419,62249,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,basisOfRecord,preservedSpecimen,9c6e7345-52f1-4962-bd01-212424ee27e1
5420,62010,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,93485c09-c1bc-4683-890d-eca59bbbf933
5421,61187,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,4a925728-ae4e-4e17-b391-aca9876c6d82
5422,62087,Mammals,35.50028,-89.20833,10/16/1988,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1988,mm,basisOfRecord,preservedSpecimen,3d0979fa-3a2c-4c1f-8d0d-bc7839ca415d
5423,62072,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,37fdaa47-6c6f-457e-965b-30a87380572b
5424,60189,Mammals,35.50028,-89.20833,10/24/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,6200fcad-dedd-4eca-8629-73744d21c716
5425,63655,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,basisOfRecord,preservedSpecimen,545c914f-7b2e-4299-b1bb-d8d7d1c11d6b
5426,62069,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,29605f0c-ad86-40b5-bd48-9c1aa53a9a0c
5427,61053,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,0f03b7f2-b443-4bdd-8e9a-e2100faf2043
5428,18202,Mammals,17.7547207,-64.8722229,6/5/1972,TTU,,,,NICHOLAS ESTATE,female,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,cb15cc07-dc45-4dd9-b399-db6830b1a497
5429,18190,Mammals,17.729719199999998,-64.8405609,10/16/1972,TTU,,,,ALLANDALE ESTATE,male,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,58c0b7e9-c548-4c59-a291-6e8b10f8f12b
5430,49-43,Mammals,,,1/12/1949,CRCM,,,,"Tucannon Refuge, Columbia Co., Washington",female,Odocoileus virginianus,1949,mm,basisOfRecord,preservedSpecimen,97326b6d-4184-4ede-80c9-a1a496607d3c
5431,61174,Mammals,35.50028,-89.20833,10/15/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,basisOfRecord,preservedSpecimen,1cec5e22-f30c-4e50-86e5-61eb21f855a4
5432,61197,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,b782c90b-d34f-48a7-a153-28d3b9080b0d
5433,63678,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,mm,basisOfRecord,preservedSpecimen,5d84ec3c-ee51-4f4a-a232-a3c569742d44
5434,20349,Mammal specimens,,,9/20/1996,CUMV,juvenile,,,"Lansing Township, Brown Rd",male,Odocoileus virginianus,1996,mm,basisOfRecord,preservedSpecimen,326ca0b6-538a-4bd3-9a56-111b00b03ba1
5435,61087,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,3f7ff7a1-fd9a-4ca5-9fef-bab1c8ecacd4
5436,18205,Mammals,,,10/6/1972,TTU,,,,PIECE OF LAND ESTATE,female,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,0d4083e0-d959-4a67-bb75-edd1c4e953c6
5437,60164,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,c61fbfe7-2a09-4777-b05b-8b248f4502c8
5438,60168,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,95448ed9-5ac2-45e2-a9bb-013bc752c19c
5439,61097,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,a9eaec1c-4d32-4802-bf08-c5b5d17f49df
5440,M008523,CTC,,,1962-05,UBCBBM,,,,,male,Odocoileus virginianus truei,1962,mm,basisOfRecord,preservedSpecimen,47cd8ced-2f4e-4a94-a0d1-cc861abb5656
5441,60137,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,a210e395-f11e-40e2-8606-2c11cc4e7488
5442,61009,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,9e3e18bc-570d-4a2a-91b5-2829db7a7182
5443,60197,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,046022b5-0e88-478b-86c2-354de8d4c261
5444,18188,Mammals,17.764720899999997,-64.8502808,7/20/1972,TTU,,,,ANNALY BAY ESTATE,female,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,f8d6e6a4-59ef-4f81-967b-c4acfb8603a0
5445,62011,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,d1ff75f9-cd93-4132-bb44-1a7517eefdb6
5446,60170,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,c86233c5-fcbf-4c9b-bc25-7f12e7523623
5447,62210,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,basisOfRecord,preservedSpecimen,c31dbece-cac3-49b1-93ba-8d3d384fef20
5448,18212,Mammals,17.748329199999997,-64.83167270000001,5/16/1972,TTU,,,,TWO FRIENDS ESTATE,male,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,1bccaa36-8df3-4592-8f96-84b3dfaba384
5449,18199,Mammals,,,10/7/1972,TTU,,,,LAGRANGE ESTATE,male,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,b7458067-1b8b-48f2-92a2-a3934a97e183
5450,46590,Mamm,,,2/23/1953,MCZ,,,,"Ruby, Sycamore Canyon",female,Odocoileus virginianus cousei,1953,mm,basisOfRecord,preservedSpecimen,0e4a737c-0e54-4ace-bec1-933614a7c390
5451,62076,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,3.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,basisOfRecord,preservedSpecimen,15a80c83-28e7-4ef0-9812-9c08a8514cd8
5452,62084,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,basisOfRecord,preservedSpecimen,8c0d6047-58a1-4ee9-a92c-5b159187006e
5453,62079,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,60e907ce-bbc4-4152-9746-85e3cae1fb11
5454,62068,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,basisOfRecord,preservedSpecimen,8fa63bdc-1d16-453c-8c09-26dd8cc396bc
5455,18206,Mammals,17.7508297,-64.8616714,8/26/1972,TTU,,,,PLEASANT VALLEY ESTATE,female,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,75c9f409-66b7-47cd-9e51-4cc02d9c7ce3
5456,18193,Mammals,17.7655602,-64.8816681,8/3/1972,TTU,,,,CALIDONIA ESTATE,male,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,d2584806-5698-4998-a205-f52ff0c92225
5457,60130,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,3c4c6013-5662-4a65-8764-0e5b0d1ce704
5458,62045,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,basisOfRecord,preservedSpecimen,61d676f8-6fc5-4609-ad41-6d792b5c1efa
5459,61178,Mammals,35.375558000000005,-88.818928,12/1/1990,OMNH,,0.5 ,year,Chickasaw Wildlife Management Area,male,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,48802fbd-242e-4484-b045-36d69917e60f
5460,61162,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1988,mm,basisOfRecord,preservedSpecimen,1c52dc71-8ef6-46d8-81e3-568d62cf7128
5461,18189,Mammals,17.729719199999998,-64.8405609,10/16/1972,TTU,,,,ALLANDALE ESTATE,male,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,5577ec3a-e478-4a14-b14d-7a7358d405da
5462,18204,Mammals,17.7291698,-64.6680603,10/4/1972,TTU,,,,PETRONELLA ESTATE,male,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,ebbb5939-3ce0-4829-9a84-e1d24032f938
5463,65217,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,basisOfRecord,preservedSpecimen,fb3dbb31-86df-440b-be7a-764f6293c4a9
5464,62136,Mammals,36.48194,-89.32333,11/14/1987,OMNH,,1.5 ,year,"Long Point, Reelfoot National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,basisOfRecord,preservedSpecimen,b548dea3-74ed-4af3-92d8-db5a221e2ac7
5465,60059,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1984,mm,basisOfRecord,preservedSpecimen,9ece81c7-6e52-404d-a567-3a84e54cb623
5466,61098,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,3.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,a7b568df-c4c8-43ed-8750-ff3b1fb7cfe5
5467,65221,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,basisOfRecord,preservedSpecimen,bc9b12a3-d717-4bb2-b715-e67057595b59
5468,65219,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,basisOfRecord,preservedSpecimen,1b34bd85-745d-4bdf-922e-5e270e420ca2
5469,18198,Mammals,,,10/7/1972,TTU,,,,LAGRANGE ESTATE,male,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,f2d5eccb-cf6c-4567-854e-f726fce9e403
5470,18197,Mammals,17.7430592,-64.8266678,7/3/1972,TTU,,,,HARD LABOR ESTATE,male,Odocoileus virginianus,1972,mm,basisOfRecord,preservedSpecimen,c46f9abe-b4b5-4b16-bf74-5bda739c1b4d
5471,63662,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1984,mm,basisOfRecord,preservedSpecimen,0472ef02-aa62-4ad6-b28a-2358f4999cf7
5472,61101,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,5f2d83f5-5290-47e2-82b0-424fc1947b67
5473,62041,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,basisOfRecord,preservedSpecimen,e82d3135-18d6-4a7b-be06-b7e9b5856ca2
5474,62284,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,basisOfRecord,preservedSpecimen,7aa0c671-a633-425d-a207-7a355da7263b
