,catalogNumber,individualID,collectionCode,decimalLatitude,decimalLongitude,verbatimEventDate,institutionCode,verbatimAgeValue,ageValue,ageUnit,verbatimLocality,sex,scientificName,yearCollected,measurementUnit,measurementType,measurementValue,diagnosticID
5451,60130,MammalsOMNH60130,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,0a9df567-a95c-4bcb-8531-55e00b8d5d9e
5452,62045,MammalsOMNH62045,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,3b3b79e4-f2b2-4546-bd0b-73244bb93b9e
5453,61178,MammalsOMNH61178,Mammals,35.375558000000005,-88.818928,12/1/1990,OMNH,,0.5 ,year,Chickasaw Wildlife Management Area,male,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,5c1fd0e0-e883-460a-9cbb-8dac29915b0d
5454,61162,MammalsOMNH61162,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1988,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,3137b0d6-9c45-44e0-88f9-3b7963d6aac4
5455,18189,MammalsTTU18189,Mammals,17.729719199999998,-64.8405609,10/16/1972,TTU,,,,ALLANDALE ESTATE,male,Odocoileus virginianus,1972,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,bbb3ed87-f0a1-4217-9a02-c20b9fa9c8e6
5456,18204,MammalsTTU18204,Mammals,17.7291698,-64.6680603,10/4/1972,TTU,,,,PETRONELLA ESTATE,male,Odocoileus virginianus,1972,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,3d9427dc-5636-4751-aaa4-939afa73cb70
5457,65217,MammalsOMNH65217,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,65bde938-b9ae-4f0a-b9cc-aead85369c11
5458,62136,MammalsOMNH62136,Mammals,36.48194,-89.32333,11/14/1987,OMNH,,1.5 ,year,"Long Point, Reelfoot National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,f0ca3c25-32a6-4573-b40f-006c6e486b9f
5459,60059,MammalsOMNH60059,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1984,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,dfa393dc-6517-48c2-8eea-8c7b88bfac66
5460,61098,MammalsOMNH61098,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,3.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,a70bd503-1865-44eb-b02b-d641e885e384
5461,65221,MammalsOMNH65221,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,727f0d23-fe21-4d38-8d97-e3f66dca4de4
5462,65219,MammalsOMNH65219,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,c414b757-82bf-441a-8eaf-fbdd637226db
5463,18198,MammalsTTU18198,Mammals,,,10/7/1972,TTU,,,,LAGRANGE ESTATE,male,Odocoileus virginianus,1972,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,cce7079d-5e77-4490-92c4-f5e0d33c6603
5464,18197,MammalsTTU18197,Mammals,17.7430592,-64.8266678,7/3/1972,TTU,,,,HARD LABOR ESTATE,male,Odocoileus virginianus,1972,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,28a05911-60b9-41b7-98eb-523a27ce94f6
5465,63662,MammalsOMNH63662,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1984,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,26028c0b-3f0d-4478-972d-e1d01224f2ce
5466,61101,MammalsOMNH61101,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,91127082-157f-40f6-9232-30350d09c684
5467,62041,MammalsOMNH62041,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,9e9e22ff-780d-4db3-9870-fc32d0932974
5468,62284,MammalsOMNH62284,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,de111797-abb3-4edb-abf2-b8ec35895258
5469,61154,MammalsOMNH61154,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,91cbb925-861d-4611-9405-b0900bdaffad
5470,61144,MammalsOMNH61144,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,7e3d26d2-6b14-48f0-af1b-162ea193a932
5471,61118,MammalsOMNH61118,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,4a75e5a3-77cf-497d-ae9d-e2a061a99d99
5472,61005,MammalsOMNH61005,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,267681f8-08c7-4782-b199-19e14a4e4712
5473,62291,MammalsOMNH62291,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,f47b3e34-ad2b-41a3-91bb-6f8ef282e81d
5474,60152,MammalsOMNH60152,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,e29c8372-d941-4ec5-b768-d2057ae8b63e
5475,61189,MammalsOMNH61189,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,42cc6377-eabe-4309-abc6-10a1482179db
5476,61024,MammalsOMNH61024,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,2454f6ef-bcdb-4b6e-aff6-87fa6c822d82
5477,65363,MammalsOMNH65363,Mammals,35.342292,-90.07722,1/18/1991,OMNH,,2.5 ,year,Meeman-Shelby Forest Wildlife Management Area,female,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,f3ba072f-8a98-4135-ad12-9a54365f9541
5478,62043,MammalsOMNH62043,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,e457ef63-2baa-45ce-9e0a-275d80fc91c7
5479,61194,MammalsOMNH61194,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,395a0bc4-0b98-41bb-a53d-3cdddf429559
5480,60182,MammalsOMNH60182,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,9ab0369f-7afc-44f5-a61d-a834f889ad1a
5481,62102,MammalsOMNH62102,Mammals,36.44222,-89.34611,11/1/1990,OMNH,,1.5 ,year,"Grassy Island, Reelfoot National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,22f64bd1-1780-4de7-a7bb-8e160cf728b2
5482,61165,MammalsOMNH61165,Mammals,35.50028,-89.20833,10/15/1988,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,c91215b2-1125-4ead-b8e1-fd4c5cd16ba6
5483,61052,MammalsOMNH61052,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,aadecfea-69bd-474a-86b4-0402692c492d
5484,60192,MammalsOMNH60192,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,eb484366-1455-4ade-b6cf-e3f15cd91b8c
5485,61153,MammalsOMNH61153,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,419d9ac0-acf9-482c-9f83-920ec486ee80
5486,62213,MammalsOMNH62213,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,2.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,8bbc2d5b-4824-4b32-9712-4383d7f3ab83
5487,63437,MammalsOMNH63437,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,3661bd22-2677-4315-b471-4e6eac0a519d
5488,61007,MammalsOMNH61007,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,3.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,9859dd0b-65e1-4d63-9a1f-6e7b5e8f0ed7
5489,18208,MammalsTTU18208,Mammals,17.744169199999998,-64.8683319,5/29/1972,TTU,,,,PUNCH ESTATE,male,Odocoileus virginianus,1972,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,d0b2548b-0425-436e-b467-85f966085ce9
5490,18209,MammalsTTU18209,Mammals,17.744169199999998,-64.8683319,6/13/1972,TTU,,,,PUNCH ESTATE,male,Odocoileus virginianus,1972,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,344d8e2c-1b6b-448b-8bc3-63fff7638c91
5491,62170,MammalsOMNH62170,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,a013992e-a9c9-40fa-8a67-6d5d4b6601fb
5492,60113,MammalsOMNH60113,Mammals,35.342292,-90.07722,1/18/1991,OMNH,,2.5 ,year,Meeman-Shelby Forest Wildlife Management Area,female,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,4c842209-31ac-49e7-9e8e-41f6d32a2a73
5493,61129,MammalsOMNH61129,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,8.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,78c143a3-4b22-40d7-86b1-025a0060f0aa
5494,60187,MammalsOMNH60187,Mammals,35.50028,-89.20833,10/24/1992,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,956cd6ae-cbfb-4b8d-96e8-5dc1fe21d450
5495,61092,MammalsOMNH61092,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,3.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,ed2ae288-a78c-45a1-bf6b-7b0f7430fb5b
5496,62160,MammalsOMNH62160,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,4bdd4ffa-7c2d-4954-b388-5f522a8d3a50
5497,62031,MammalsOMNH62031,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,84084348-d2bf-4129-82cc-0f2ae898c326
5498,65289,MammalsOMNH65289,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,baaf0f36-5037-48c2-b76e-fa66d00bf91a
5499,63651,MammalsOMNH63651,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,6e58932c-a226-4b9b-9d6b-7ac6d1aedc78
5500,62057,MammalsOMNH62057,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,3.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,d7d3a312-931b-4a5d-b6a4-8ebe66e9593e
5501,61149,MammalsOMNH61149,Mammals,35.50028,-89.20833,10/24/1991,OMNH,,3.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,5de75c76-e3c1-4470-a125-afb86ffe0c2a
5502,62001,MammalsOMNH62001,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,5f1c5447-7975-49ed-8a7f-fe4102f39394
5503,62162,MammalsOMNH62162,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,37c2b1ee-1cb2-499e-ae15-2a563dbbd41c
5504,62222,MammalsOMNH62222,Mammals,35.50028,-89.20833,10/18/1986,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,010a87ac-72ce-41d3-b688-bcbfe1f1c476
5505,62005,MammalsOMNH62005,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,507a7a50-c390-49e4-8318-327e2b357720
5506,62171,MammalsOMNH62171,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,ea684079-f4cd-4409-acb9-c1a210ec0a34
5507,62035,MammalsOMNH62035,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,3be3ae58-6924-458e-b518-de86d7743727
5508,32131,Mammal specimensUWBM32131,Mammal specimens,46.1694,-123.3789,7/11/2017,UWBM,,,,Puget Island,female,Odocoileus virginianus,2017,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,16fc0c7e-5b65-4b5f-bb67-9699c157fa72
5509,60169,MammalsOMNH60169,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,8227b7a9-c074-4246-97d7-69ea83afe2bc
5510,65293,MammalsOMNH65293,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,3.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,0a0b4750-0593-4fba-905d-de03b94b2988
5511,61083,MammalsOMNH61083,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,9cd9a964-db2b-480d-95d8-511f0045958a
5512,62167,MammalsOMNH62167,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,8933b7ba-b526-4c39-9c65-e2bf28ffee3a
5513,61081,MammalsOMNH61081,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,e57249b7-c581-45a7-998b-46e16b841b81
5514,62209,MammalsOMNH62209,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,6.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,56a508a9-fe95-4508-ab9d-08ff59e8f253
5515,62169,MammalsOMNH62169,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,adc5eb3d-90ae-4199-be01-abdf28428d62
5516,62038,MammalsOMNH62038,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,cecbe8f0-3bac-468b-bd96-e34216503678
5517,61146,MammalsOMNH61146,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,50438336-fbf2-456f-84ce-19c09db2b429
5518,58282,MammalsOMNH58282,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1984,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,f16165e5-3ab1-4823-824e-fbe5d702cbe3
5519,61019,MammalsOMNH61019,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,496d2efb-77f1-4767-8dd8-9b3680f9d496
5520,UAZ 14780,MammalsUAZUAZ 14780,Mammals,31.49861,-111.32434099999999,10/26/1951,UAZ,,,,"1/2 mile W of Yellow Jacket Mine, SW of Arivaca, Cerro Colorado Mts.",male,Odocoileus virginianus,1951,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,fdea99a2-9dcb-4b86-a870-74d1ff9e6d90
5521,61086,MammalsOMNH61086,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,40e4f9cf-37b2-4714-89b3-21948e569c00
5522,65230,MammalsOMNH65230,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,,,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,f38adc97-0ed4-4491-8c9c-e8dd863c9537
5523,62028,MammalsOMNH62028,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,2e664603-c8bf-4c68-a40c-b7c82777884a
5524,61107,MammalsOMNH61107,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,de13d228-6446-4f0b-8111-193ee70bb8db
5525,60120,MammalsOMNH60120,Mammals,35.342292,-90.07722,1/19/1991,OMNH,,1.5 ,year,Meeman-Shelby Forest Wildlife Management Area,female,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,389ede33-9109-4b2f-8cd6-1881896f7ca6
5526,62288,MammalsOMNH62288,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,5.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,7027080d-d47e-4d8e-be52-ced8d51d4191
5527,62024,MammalsOMNH62024,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,bfa3a23d-e9e8-40fa-a3bc-914a345f2a67
5528,62012,MammalsOMNH62012,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,7cb50479-f599-4bb7-a332-60e01e479497
5529,61156,MammalsOMNH61156,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,f621c905-f436-4a94-9910-dbec7d684c8b
5530,61015,MammalsOMNH61015,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,28489596-3785-4512-b17f-3782a5b64ca9
5531,62021,MammalsOMNH62021,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,a211d0a4-39e5-43a4-8f64-bab3e3ce9246
5532,61099,MammalsOMNH61099,Mammals,35.50028,-89.20833,10/20/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,3e579e8c-5f0b-4857-88f6-65031ea91d9d
5533,62046,MammalsOMNH62046,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,5afe78d0-7802-4cff-874b-dccbdaeb48a8
5534,65203,MammalsOMNH65203,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,,,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,d81273f1-70c7-4da9-9ead-a63981486e72
5535,61141,MammalsOMNH61141,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,c1675ca5-f881-414b-ab98-2b5c2e2aae6d
5536,UAZ 22353,MammalsUAZUAZ 22353,Mammals,,,4/24/1974,UAZ,,,,Tucson Wildlife Research Unit Farm,male,Odocoileus virginianus,1974,mm,materialSampleID,6f893dbd-57ad-4826-9f9f-d1b5109dbbc6,3ec39cf0-3ca9-4ce1-ba1a-4aa04fea78fa
