,catalogNumber,individualID,collectionCode,decimalLatitude,decimalLongitude,verbatimEventDate,institutionCode,verbatimAgeValue,ageValue,ageUnit,verbatimLocality,sex,scientificName,yearCollected,measurementUnit,measurementType,measurementValue,diagnosticID
1834,61051,MammalsOMNH61051,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,383.0,4fc91403-24cd-4aa9-a833-82b70b21d3f3
1835,61011,MammalsOMNH61011,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,hind foot length,374.0,3667217a-b90e-4507-a467-ee0bee769919
1836,18203,MammalsTTU18203,Mammals,17.7408295,-64.8613892,6/3/1972,TTU,,,,OXFORD ESTATE,female,Odocoileus virginianus,1972,mm,hind foot length,330.0,3598315d-23d2-4cce-b46e-617a290902f0
1837,61143,MammalsOMNH61143,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,,2d21b737-2057-40e8-aabc-e67cdb284e14
1838,62242,MammalsOMNH62242,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,hind foot length,361.0,93d02632-1e37-4989-8a0d-97d8ef5a7ead
1839,61049,MammalsOMNH61049,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,353.0,67001dec-c43b-4a6a-bd2c-c1a315176d58
1840,62215,MammalsOMNH62215,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,hind foot length,378.0,1efc2680-959a-4252-8851-0a0c2854b2a1
1841,61188,MammalsOMNH61188,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,hind foot length,352.0,9d1e02c5-a1f4-4a3a-b596-546f9bbf3ed9
1842,61032,MammalsOMNH61032,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,hind foot length,364.0,863193ab-1385-4fef-b12f-db8d41e59b75
1843,63450,MammalsOMNH63450,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,mm,hind foot length,346.0,e51ebf48-91a5-4935-b659-d42b47d4214b
1844,61172,MammalsOMNH61172,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,hind foot length,,2a6a97c8-13d9-4a98-8c06-13b6285c9011
1845,62075,MammalsOMNH62075,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,370.0,7792bfe0-9fea-405a-a564-ac2072df6178
1846,60198,MammalsOMNH60198,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,hind foot length,371.0,b02f6abc-556c-42ec-ad3c-12fde17e1462
1847,62019,MammalsOMNH62019,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,367.0,ebad854d-6931-493e-be58-bed84218be3c
1848,61031,MammalsOMNH61031,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,hind foot length,359.0,1814c96e-0f6e-45d5-bde8-ea0556cf0c70
1849,63451,MammalsOMNH63451,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,hind foot length,361.0,01e72856-3367-48a0-8418-e7983dfbeb14
1850,60196,MammalsOMNH60196,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,365.0,5d29971c-7a3d-4f85-a178-ad29c9b2d0cb
1851,61186,MammalsOMNH61186,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,386.0,936b2dbc-f8a6-464d-af03-c47e9e7c1f82
1852,62056,MammalsOMNH62056,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,357.0,41e1d438-a33e-4a3c-9c8a-15a5728c7a30
1853,60150,MammalsOMNH60150,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,,045101fa-2bd4-4d8d-83a6-56934be96fb1
1854,60153,MammalsOMNH60153,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,hind foot length,,aa64ad33-9d76-4b1d-9dc8-b05a99cbb697
1855,62244,MammalsOMNH62244,Mammals,35.50028,-89.20833,10/18/1986,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,hind foot length,379.0,e416c492-ef17-4946-9b09-3dab0b78b47b
1856,61161,MammalsOMNH61161,Mammals,35.50028,-89.20833,10/15/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,hind foot length,,4c81ec46-ece1-453f-8221-8e2496c037f5
1857,61115,MammalsOMNH61115,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,,70cebf69-d166-4128-8092-a9a54e1bcadd
1858,61130,MammalsOMNH61130,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,hind foot length,,6a3ebfc4-b92c-4be7-964d-de7e97b4fc2d
1859,60134,MammalsOMNH60134,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,,b9cdc3c3-3f70-4d49-b1bc-7ad446f36bc1
1860,60147,MammalsOMNH60147,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,,c792753b-9f4c-4300-81b0-6650b70db6a7
1861,62253,MammalsOMNH62253,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,hind foot length,379.0,b4099e0d-b1a8-4c41-b494-17424370c4b1
1862,62248,MammalsOMNH62248,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,362.0,88ab93d2-83cb-471f-b0ab-ea98dfcc9180
1863,61004,MammalsOMNH61004,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,391.0,ade69f99-c6b6-48b2-9888-73cfae64158a
1864,60185,MammalsOMNH60185,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,hind foot length,382.0,651b51c0-ea3e-4531-a978-5dbf008770f4
1865,61148,MammalsOMNH61148,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,hind foot length,,c39dce12-0003-4264-83ce-dd706cb3a06c
1866,61013,MammalsOMNH61013,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,364.0,6bbc87fb-4bbd-456a-bf12-ff6b4e895a73
1867,61058,MammalsOMNH61058,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,343.0,9c01e9d7-1bdb-4977-af0c-6e607efe00ad
1868,60159,MammalsOMNH60159,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,hind foot length,,3f25cd72-0b00-4cc4-a83c-cc2707e10192
1869,61095,MammalsOMNH61095,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,336.0,d558ab13-c9b6-4f80-b356-5f5f938553d7
1870,49-44,MammalsCRCM49-44,Mammals,,,1/12/1949,CRCM,,,,"Tucannon Refuge, Columbia Co., Washington",female,Odocoileus virginianus,1949,mm,hind foot length,387.0,b702b7a1-da11-48ff-8a82-f3c422c42634
1871,61002,MammalsOMNH61002,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,370.0,2397e5fd-e1ab-4659-b51d-ffb870598e14
1872,38135,MammalsOMNH38135,Mammals,36.6224167,-99.8575167,1/18/2006,OMNH,,,,16.4 mi W Fort Supply,female,Odocoileus virginianus,2006,mm,hind foot length,420.0,051af58d-ecf7-4244-bb54-3a3ca34564c1
1873,65323,MammalsOMNH65323,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,360.0,cc60146e-2de4-486e-851f-8bad8bc51f81
1874,62208,MammalsOMNH62208,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,hind foot length,360.0,3367bb33-1aa3-4e31-8450-e758c1fce1c4
1875,60200,MammalsOMNH60200,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,368.0,bbc5a8f0-3bb3-4b3e-b96f-a842883be874
1876,61191,MammalsOMNH61191,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,hind foot length,368.0,babc35ce-736c-4d6d-bbd5-7b5c144ffe58
1877,61037,MammalsOMNH61037,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,hind foot length,368.0,8b36ed09-ce40-47e6-a99c-1d1df4fb49dc
1878,62085,MammalsOMNH62085,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,hind foot length,348.0,1c6a76a6-26db-431c-a065-d249cfc6f201
1879,61030,MammalsOMNH61030,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,370.0,595bed6c-137f-4bc6-8d27-02db88e338bc
1880,61046,MammalsOMNH61046,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,395.0,4cf96a2e-d184-4eb3-86c0-dc6d7475a2bd
1881,18207,MammalsTTU18207,Mammals,17.7280598,-64.8822174,7/20/1972,TTU,,,,PROSPERITY ESTATE,female,Odocoileus virginianus,1972,mm,hind foot length,356.0,24652341-0de0-424a-86ff-804cdb7d0afd
1882,18191,MammalsTTU18191,Mammals,17.753059399999998,-64.8416672,7/15/1972,TTU,,,,BODKIN ESTATE,male,Odocoileus virginianus,1972,mm,hind foot length,356.0,d2a8b568-fc2a-492c-bf9d-32105ef826d0
1883,61088,MammalsOMNH61088,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,hind foot length,369.0,6668a46b-3f39-413e-bee1-67f54076d4a8
1884,61035,MammalsOMNH61035,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,hind foot length,364.0,9e2a0d36-8573-4306-a4da-870467f24de2
1885,60145,MammalsOMNH60145,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,,dba2aa78-2fa1-4d20-ab86-9dfd10138577
1886,61023,MammalsOMNH61023,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,371.0,0670c279-f373-4aad-ad60-b1a071368240
1887,62212,MammalsOMNH62212,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,358.0,ca473735-e9a4-42d4-bd72-2d4d16d34f5f
1888,61132,MammalsOMNH61132,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,hind foot length,,0a48bfd3-66dc-4250-b6f9-b2e17984f163
1889,60136,MammalsOMNH60136,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,,da7c595f-f9e9-464d-95fe-b6557ef3555f
1890,61114,MammalsOMNH61114,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,hind foot length,,4ea9816e-5564-4137-aaea-767fd3b684af
1891,63654,MammalsOMNH63654,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,hind foot length,392.0,d3b3a292-5bdb-4511-bd8d-68bd97ea1b37
1892,62285,MammalsOMNH62285,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,mm,hind foot length,376.0,f5789375-9b69-4070-b75c-8fd21821bde7
1893,62249,MammalsOMNH62249,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,377.0,a62a7f25-8342-411c-906c-322f53c58846
1894,62010,MammalsOMNH62010,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,394.0,46c07c27-11ab-4a59-ba90-3a141c9e6bbc
1895,61187,MammalsOMNH61187,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,381.0,09962650-b0cd-440c-8018-19a10cabf75d
1896,62087,MammalsOMNH62087,Mammals,35.50028,-89.20833,10/16/1988,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1988,mm,hind foot length,377.0,2a433020-e893-400d-bea6-b4b93a263c25
1897,62072,MammalsOMNH62072,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,hind foot length,386.0,6197f681-95c6-4e9c-a40d-334985e548c2
1898,60189,MammalsOMNH60189,Mammals,35.50028,-89.20833,10/24/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,hind foot length,371.0,f1e7fd2f-5f5e-4bd7-b806-80ceb00b2e49
1899,63655,MammalsOMNH63655,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,hind foot length,372.0,88555781-e832-4c34-aade-46c81c566924
1900,62069,MammalsOMNH62069,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,hind foot length,376.0,a259d9d3-d300-4e82-9691-9a9ea9518401
1901,61053,MammalsOMNH61053,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,369.0,d0f5b8f3-5eaf-4082-8690-4f6519504245
1902,18202,MammalsTTU18202,Mammals,17.7547207,-64.8722229,6/5/1972,TTU,,,,NICHOLAS ESTATE,female,Odocoileus virginianus,1972,mm,hind foot length,356.0,233d8586-6137-4638-bf2b-8f188df01339
1903,18190,MammalsTTU18190,Mammals,17.729719199999998,-64.8405609,10/16/1972,TTU,,,,ALLANDALE ESTATE,male,Odocoileus virginianus,1972,mm,hind foot length,533.0,c8bd27c3-9116-4099-91ee-f358c5b7ae4e
1904,49-43,MammalsCRCM49-43,Mammals,,,1/12/1949,CRCM,,,,"Tucannon Refuge, Columbia Co., Washington",female,Odocoileus virginianus,1949,mm,hind foot length,398.0,fc552838-a624-41a4-84ec-9cf24a8b3eff
1905,61174,MammalsOMNH61174,Mammals,35.50028,-89.20833,10/15/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,hind foot length,,4c6ede78-62e0-4b91-b947-d40545dd8ad3
1906,61197,MammalsOMNH61197,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,369.0,ff8bdace-2a6b-4ecc-b0ed-26ce7fa2f8db
1907,63678,MammalsOMNH63678,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,mm,hind foot length,391.0,9df1bdf9-086b-4e4d-a63b-191639b2a74f
1908,20349,Mammal specimensCUMV20349,Mammal specimens,,,9/20/1996,CUMV,juvenile,,,"Lansing Township, Brown Rd",male,Odocoileus virginianus,1996,mm,hind foot length,132.0,6f46a56a-6ddd-44ab-9cd8-ccd7a0fdf156
1909,61087,MammalsOMNH61087,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,hind foot length,384.0,469fc301-fc4a-4bfb-b42d-534374d8e923
1910,18205,MammalsTTU18205,Mammals,,,10/6/1972,TTU,,,,PIECE OF LAND ESTATE,female,Odocoileus virginianus,1972,mm,hind foot length,533.0,e9de3109-51a5-4c1b-b7f3-52b238cfc7c4
1911,60164,MammalsOMNH60164,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,,5b4c9722-3299-42ec-b759-553bc97a8ef3
1912,60168,MammalsOMNH60168,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,hind foot length,,f171d6f3-38bb-4b92-a58b-04fab1001e7e
1913,61097,MammalsOMNH61097,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,,effa4d3c-9b36-4b6e-9de8-63ef3b3286c7
1914,M008523,CTCUBCBBMM008523,CTC,,,1962-05,UBCBBM,,,,,male,Odocoileus virginianus truei,1962,mm,hind foot length,365.0,b28a92c6-a40b-4eaf-9199-4d36cd151b87
1915,60137,MammalsOMNH60137,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,hind foot length,,1957f07a-038a-4904-a9db-d2f62a27fcb9
1916,61009,MammalsOMNH61009,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,hind foot length,400.0,55333070-22d0-4933-8de2-b4d928e70987
1917,60197,MammalsOMNH60197,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,346.0,1855a80a-7872-4549-be18-452165eabc5c
1918,18188,MammalsTTU18188,Mammals,17.764720899999997,-64.8502808,7/20/1972,TTU,,,,ANNALY BAY ESTATE,female,Odocoileus virginianus,1972,mm,hind foot length,343.0,a626260c-564a-4c90-a306-54102c943d94
1919,62011,MammalsOMNH62011,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,409.0,41519340-0ac3-4863-bea7-822a941bfd39
1920,60170,MammalsOMNH60170,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,hind foot length,,96ed4f3b-068c-4a58-aec7-62f34973467f
1921,62210,MammalsOMNH62210,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,hind foot length,394.0,580b9bb1-f48d-44c0-a80e-38faec77194d
1922,18212,MammalsTTU18212,Mammals,17.748329199999997,-64.83167270000001,5/16/1972,TTU,,,,TWO FRIENDS ESTATE,male,Odocoileus virginianus,1972,mm,hind foot length,381.0,4d921875-baa1-43db-918e-3fea2935a18c
1923,18199,MammalsTTU18199,Mammals,,,10/7/1972,TTU,,,,LAGRANGE ESTATE,male,Odocoileus virginianus,1972,mm,hind foot length,381.0,2884fe40-2e56-44e2-996e-986885cfed2b
1924,46590,MammMCZ46590,Mamm,,,2/23/1953,MCZ,,,,"Ruby, Sycamore Canyon",female,Odocoileus virginianus cousei,1953,mm,hind foot length,355.6,3d018ca3-137e-4efa-9d41-5b000930df14
1925,62076,MammalsOMNH62076,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,3.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,404.0,2ab93274-f9f8-4ed2-9059-705f9056c10d
1926,62084,MammalsOMNH62084,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,hind foot length,398.0,ac43645a-805f-48a8-b3f3-81ea6328781d
1927,62079,MammalsOMNH62079,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,hind foot length,406.0,f9d87073-9e46-4ac7-88e5-f06fa15c0e24
1928,62068,MammalsOMNH62068,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,hind foot length,401.0,ca021055-f8a3-478c-a1ad-3ba52880a431
1929,18206,MammalsTTU18206,Mammals,17.7508297,-64.8616714,8/26/1972,TTU,,,,PLEASANT VALLEY ESTATE,female,Odocoileus virginianus,1972,mm,hind foot length,337.0,3fea6b31-0396-4289-958e-5cae99342029
1930,18193,MammalsTTU18193,Mammals,17.7655602,-64.8816681,8/3/1972,TTU,,,,CALIDONIA ESTATE,male,Odocoileus virginianus,1972,mm,hind foot length,368.0,32d5b0d6-3ab7-44b3-bdac-c5041f1f785d
1931,60130,MammalsOMNH60130,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,hind foot length,,5b6ecb07-2455-49a3-acbd-343cac7d99c8
1932,62045,MammalsOMNH62045,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,hind foot length,384.0,5b68ef89-ac97-447c-b420-757f932c77b1
1933,61178,MammalsOMNH61178,Mammals,35.375558000000005,-88.818928,12/1/1990,OMNH,,0.5 ,year,Chickasaw Wildlife Management Area,male,Odocoileus virginianus,1990,mm,hind foot length,417.0,35d32180-d97f-456c-bc93-b6432dd35ee3
1934,61162,MammalsOMNH61162,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1988,mm,hind foot length,,fd7f57bd-2ec5-462b-b5bd-505e508e1cbe
1935,18189,MammalsTTU18189,Mammals,17.729719199999998,-64.8405609,10/16/1972,TTU,,,,ALLANDALE ESTATE,male,Odocoileus virginianus,1972,mm,hind foot length,559.0,c6ce8f82-1da4-4264-87f3-3a798e261f87
1936,18204,MammalsTTU18204,Mammals,17.7291698,-64.6680603,10/4/1972,TTU,,,,PETRONELLA ESTATE,male,Odocoileus virginianus,1972,mm,hind foot length,572.0,4bfbb3e8-1e94-4da9-96ac-26c440328a8b
1937,65217,MammalsOMNH65217,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,hind foot length,423.0,a00ab56f-64a4-4acc-878f-c14db6c7420e
1938,62136,MammalsOMNH62136,Mammals,36.48194,-89.32333,11/14/1987,OMNH,,1.5 ,year,"Long Point, Reelfoot National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,hind foot length,466.0,2e50854e-7af9-4783-a28a-632e508aa4ea
