,institutionCode,collectionCode,catalogNumber,measurementSide,measurementType,scientificName,decimalLatitude,decimalLongitude,locality,verbatimLocality,basisOfRecord,measurementValue,measurementUnit,lithostratigraphicTerms,formation,member,references,materialSampleID,diagnosticID
1551,INAH,DP,4547,average left and right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,21.04,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,1421fd78-4c1c-4b13-b918-3bf8c17c9325
1552,INAH,DP,4547,average left and right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,18.45,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,955dbb61-bddc-4391-8a3b-6e33524065cc
1553,INAH,DP,2563,left,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,21.42,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,6a8b7b7e-497c-4b59-a931-1466f3a30921
1554,INAH,DP,2563,left,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,18.40,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,523afeb4-af12-4d29-9d64-5116a8bd1164
1555,INAH,DP,2573 and 2574,average left and right,M3 anteroposterior length,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,30.69,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,2e263c64-d4f2-4edf-965b-6f04755abeb0
1556,INAH,DP,2573 and 2574,average left and right,M3 transverse width,,-na,-na,Cedral,"San Luis Potosí, Mexico",FossilSpecimen,23.57,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,0befe37e-0af6-4256-812e-f578c11d03e1
1557,LACM,,192/18188,left,M3 anteroposterior length,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,22.58,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,9e5a76f4-2380-4117-8b2f-78a9be2d861e
1558,LACM,,192/18188,left,M3 transverse width,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,20.97,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,ff4c081a-28e4-426b-9f0c-f38f7096c880
1559,LACM,,192/159148,left,M3 anteroposterior length,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,24.78,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,6fdc7625-0e5b-4ff3-b54a-55eebd149236
1560,LACM,,192/159148,left,M3 transverse width,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,19.54,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,db271826-4dbe-41b2-b02a-dfa31d9cd829
1561,LACM,,192/159150,right,M3 anteroposterior length,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,23.35,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,a639b4cf-99cf-43a1-98ba-531de6fdba51
1562,LACM,,192/159150,right,M3 transverse width,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,20.44,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,bef999be-6c18-42f8-bc02-96c62139f1ba
1563,LACM,,192/159140,left,M3 anteroposterior length,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,24.39,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,f60ade92-a061-454a-8af5-65acd8cc6270
1564,LACM,,192/159140,left,M3 transverse width,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,18.93,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,356738c5-a829-42d3-a8b3-1df0ebe0d5b6
1565,LACM,,192/159136,right,M3 anteroposterior length,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,24.89,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c29803f3-5da7-4c6d-b2c6-dd6adb496db3
1566,LACM,,192/159136,right,M3 transverse width,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,19.29,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,db92a003-f997-427a-a3a8-6502aaaeb06a
1567,LACM,,192/159130,left,M3 anteroposterior length,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,22.80,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,14d82b5c-30a3-463b-baf9-2fea98acd8f1
1568,LACM,,192/159130,left,M3 transverse width,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,18.68,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,82b1b6af-b163-41c4-9f36-58aad22ab67f
1569,LACM,,192/18659,right,M3 anteroposterior length,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,22.67,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c494aa3d-ff22-4c6e-aad8-893b77a41355
1570,LACM,,192/18659,right,M3 transverse width,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,21.09,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,11a6f079-dd48-40ec-8749-64894750b639
1571,LACM,,192/159128,left,M3 anteroposterior length,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,23.33,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,95c26354-0704-44ad-9c4b-d9f5dee53c75
1572,LACM,,192/159128,left,M3 transverse width,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,19.24,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,5dd05eac-67ed-45c0-b36a-f8d17630acc4
1573,LACM,,192/17969,left,M3 anteroposterior length,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,22.67,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,f7617c72-821d-4537-b041-f2e1f507a8fd
1574,LACM,,192/17969,left,M3 transverse width,,-na,-na,San Josecito Cave,"Nuevo León, Mexico",FossilSpecimen,20.28,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,9a6d83c6-0498-4514-aed1-c504aca9f5fb
1575,TMM,,41228-402,left,M3 anteroposterior length,,-na,-na,Dark Canyon Cave,"New Mexico, USA",FossilSpecimen,27.81,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,474654b0-4d11-4833-a6c4-0d4b6804af4f
1576,TMM,,41228-402,left,M3 transverse width,,-na,-na,Dark Canyon Cave,"New Mexico, USA",FossilSpecimen,23.16,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,68c882c8-a722-4cf8-8e1c-a076690b69bd
1577,TMM,,41228-1026,right,M3 anteroposterior length,,-na,-na,Dark Canyon Cave,"New Mexico, USA",FossilSpecimen,24.09,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,0fa19bfc-9b2f-4871-8e29-cad3ae0a0275
1578,TMM,,41228-1026,right,M3 transverse width,,-na,-na,Dark Canyon Cave,"New Mexico, USA",FossilSpecimen,20.58,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,59a41352-f332-44bd-b53b-4dea532d398b
1579,TMM,,892-458,right,M3 anteroposterior length,,-na,-na,Lubbock Lake,,cast,23.20,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,558d6b0a-275b-4c75-a2d7-8b8f52fa91bd
1580,TMM,,892-458,right,M3 transverse width,,-na,-na,Lubbock Lake,,cast,19.01,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,dcd3f3a3-b930-4003-b7b3-1a1ed17ef358
1581,TMM,,41228-1030,right,M3 anteroposterior length,,-na,-na,Dark Canyon Cave,"New Mexico, USA",FossilSpecimen,22.31,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,e3a831a8-c711-48fa-8210-12ea1e35669a
1582,TMM,,41228-1030,right,M3 transverse width,,-na,-na,Dark Canyon Cave,"New Mexico, USA",FossilSpecimen,19.66,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,f15bbe8e-a54f-4f79-9387-409c53e3bf81
1583,TMM,,41228-391,right,M3 anteroposterior length,,-na,-na,Dark Canyon Cave,"New Mexico, USA",FossilSpecimen,26.44,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,687f51c2-e611-4e65-bd62-976b00b8c226
1584,TMM,,41228-391,right,M3 transverse width,,-na,-na,Dark Canyon Cave,"New Mexico, USA",FossilSpecimen,21.08,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,29cb0f59-502d-41bb-b515-ebc31ee05605
1585,UTEP,,22-981,left,M3 anteroposterior length,,-na,-na,"Charlies Parlor, Dry Cave","New Mexico, USA",FossilSpecimen,32.73,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,cc8fb432-6876-4966-9752-1054cb461c34
