institutionCode	collectionCode	specimenID	specimenType	side	aggregated data	scientificName	decimalLatitude	decimalLongitude	precision	sitename	verbatimLocality	collectionDate (verbatimEventDate)	basisOfRecord	sex	measurementType	measurementValue	measurementUnit	measurementMethod	minimumChronometricAge	minimumChronometricAgeReferenceSystem	maximumChronometricAge	maximumChronometricAgeReferenceSystem	chronometricAgeProtocol	chronometricAgeUncertaintyMethod	chronometricAgeUncertaintyInYears	lithostratigraphicTerms	group	formation	member	bed	ContextName	CulturalStratigraphy: cultural region	CulturalStratigraphy: culture	CulturalStratigraphy: occupation period (aka chronology)	CulturalStratigraphy: local chronology			collection event = locality & collection date	way to separate paleo from modern?	references
Museum of the city of Las Flores	Col. HGC	7	m3 	left		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length of the postflexid	6.1	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	p3  	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	31.0	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	p3  	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	18.3	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	p3  	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length of the postflexid	14.5	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	p4 	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	28.0	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	p4 	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	18.0	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	p4 	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length of the postflexid	13.2	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	m1 	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	26.0	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	m1 	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	16.3	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	m1 	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length of the postflexid	10.5	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	m2  	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	26.0	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	m2  	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	15.3	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	m2  	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length of the postflexid	10.2	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	m3  	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	30.9	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	m3  	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	13.5	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	5	m3  	right		Equus neogeus	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length of the postflexid	10.0	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	p2 	right		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	37.1	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	p2 	right		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	20.2	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	p3 	right		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	32.8	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	p3 	right		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	22.0	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	p4 	right		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	30.7	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	p4 	right		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	21.6	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	m1  	right		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	31.0	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	m1  	right		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	18.0	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	m2 	right		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	32.1	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	m2 	right		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	17.2	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	m3 	right		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	38.3	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	m3 	right		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	14.9	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	p2 	left		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	39.7	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	p2 	left		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	20.6	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	p3 	left		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	32.3	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	p3 	left		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	20.6	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	p4 	left		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal length	31.7	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
Museum of the city of Las Flores	Col. HGC	16	p4 	left		Hippidion principale	35S	58W		Salado River	"Buenos Aires Province, Argentina"		fossil		occlusal breadth	20.5	millimeters									Pleistocene		Luján Formation	Río Salado Member											"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138."
