"materialSampleID","sitename","verbatimEventDate","sex","measurementSide","verbatimLocality","scientificName","measurementValue","minimumChronometricAge","maximumChronometricAge","measurementType","individualID","measurementUnit","observationID"
"MMTT31/2194"," ","","unknown","right","new","""Hipparion""  sp. ",38.7,"7.9",NA,"{metacaral proximal breadth}","MMTT31/2194","mm","0b35d83d-d1ec-4634-bfd4-33b86a420798"
"MMTT37/2046","Q37","","unknown","left","new","""Hipparion""  sp. ",37.3,"7.5",NA,"{metacaral proximal breadth}","MMTT37/2046","mm","d232eb69-1eaf-4485-b736-b814373a3b5f"
"MMTT6/122"," ","","unknown","right","new","""Hipparion""  sp. ",NA,"8.0",NA,"{metacaral proximal breadth}","MMTT6/122","mm","c51a6790-dee4-4b8c-8282-6035b949015b"
"MMTTNonumbB","13?","","unknown","left","new","""Hipparion""  sp. ",38.1,"8.0",NA,"{metacaral proximal breadth}","MMTTNonumbB","mm","40f23fbd-ea20-4dfd-9517-81b4ade91a01"
"MMTTNonumbC","","","unknown","left","new","""Hipparion""  sp. ",37.7,"8.0",NA,"{metacaral proximal breadth}","MMTTNonumbC","mm","9be879d0-1fe8-42d8-a9d7-2f7cfa8a2cb3"
"MNHNMar3110dw","","","unknown","norecord","new","""Hipparion""  sp. ",36.2,"8.0",NA,"{metacaral proximal breadth}","MNHNMar3110dw","mm","ea886a2a-11fd-4fc4-ab0e-5e6a317d8a1f"
"MNHNMAR3111ma","","","unknown","norecord","new","""Hipparion""  sp. ",39.6,"8.0",NA,"{metacaral proximal breadth}","MNHNMAR3111ma","mm","8f0ed33b-1cf8-41e9-849a-0b31ec2c0982"
"MNHNMAR3112ma","","","unknown","norecord","new","""Hipparion""  sp. ",40,"8.0",NA,"{metacaral proximal breadth}","MNHNMAR3112ma","mm","864afcb3-0c49-4f61-8de9-b6fcb939f55e"
"MNHNMar3113dw","","","unknown","norecord","new","""Hipparion""  sp. ",32.9,"8.0",NA,"{metacaral proximal breadth}","MNHNMar3113dw","mm","a5697cf5-8d43-4ac7-843e-dc6de3708fcc"
"MNHNMar3114dw","","","unknown","norecord","new","""Hipparion""  sp. ",33.4,"8.0",NA,"{metacaral proximal breadth}","MNHNMar3114dw","mm","c1fbf352-55c1-471b-9e61-9550e0a0e408"
"MNHNMar3115dw","","","unknown","norecord","new","""Hipparion""  sp. ",32.4,"8.0",NA,"{metacaral proximal breadth}","MNHNMar3115dw","mm","780654d1-9e2d-4688-86c0-e97a1406ea25"
"MNHNMar3117bdw","","","unknown","norecord","new","""Hipparion""  sp. ",37.9,"8.0",NA,"{metacaral proximal breadth}","MNHNMar3117bdw","mm","c2724e8f-a215-4046-b8ca-18cf2ff99c95"
"MNHNMar3648or1935or394dw","","","unknown","norecord","new","""Hipparion""  sp. ",38.3,"8.0",NA,"{metacaral proximal breadth}","MNHNMar3648or1935or394dw","mm","9d696acd-74cb-4471-8ea3-0f1f8d66e0f0"
"MNHNMAR3649ma","","","unknown","norecord","new","""Hipparion""  sp. ",38,"8.0",NA,"{metacaral proximal breadth}","MNHNMAR3649ma","mm","0d89c78b-c323-4f3a-b8c9-e93444e5ebcb"
"MNHNMar36dw","","","unknown","norecord","new","""Hipparion""  sp. ",39.4,"8.0",NA,"{metacaral proximal breadth}","MNHNMar36dw","mm","f81b108e-9459-4056-a532-370de20e9435"
"MNHNMar37dw","","","unknown","norecord","new","""Hipparion""  sp. ",32.1,"8.0",NA,"{metacaral proximal breadth}","MNHNMar37dw","mm","5a9ef3c2-043e-4ce7-9d96-b3788af07420"
"MNHNMar38dw","","","unknown","norecord","new","""Hipparion""  sp. ",39.7,"8.0",NA,"{metacaral proximal breadth}","MNHNMar38dw","mm","1a226174-6601-4205-8c25-026798bf0d38"
"MNHNMAR39ma","","","unknown","norecord","new","""Hipparion""  sp. ",40,"8.0",NA,"{metacaral proximal breadth}","MNHNMAR39ma","mm","84320a28-8c14-4d86-92e9-80a89a32037c"
"MNHNMar40dw","","","unknown","norecord","new","""Hipparion""  sp. ",38.6,"8.0",NA,"{metacaral proximal breadth}","MNHNMar40dw","mm","c3d3ac73-77e5-407b-a457-b5dc04c81f9e"
"MNHNMar41dw","","","unknown","norecord","new","""Hipparion""  sp. ",29.9,"8.0",NA,"{metacaral proximal breadth}","MNHNMar41dw","mm","2a95c1d0-41a8-440e-b70f-9b7241ff219d"
"MNHNMar42dw","","","unknown","norecord","new","""Hipparion""  sp. ",31.7,"8.0",NA,"{metacaral proximal breadth}","MNHNMar42dw","mm","8f84a715-d78f-4634-9790-e142200dd4aa"
"MNHNMar43dw","","","unknown","norecord","new","""Hipparion""  sp. ",33.9,"8.0",NA,"{metacaral proximal breadth}","MNHNMar43dw","mm","222fe25e-617d-4462-9f0a-6218680ddcb3"
"MNHNMar44dw","","","unknown","norecord","new","""Hipparion""  sp. ",33.7,"8.0",NA,"{metacaral proximal breadth}","MNHNMar44dw","mm","f385a6f5-6087-4793-b2cc-83001ce04563"
"MNHNMar45dw","","","unknown","norecord","new","""Hipparion""  sp. ",32.3,"8.0",NA,"{metacaral proximal breadth}","MNHNMar45dw","mm","37e2f282-b2ce-4a48-b975-38c01df1a7a4"
"MNHNMar46dw","","","unknown","norecord","new","""Hipparion""  sp. ",37.6,"8.0",NA,"{metacaral proximal breadth}","MNHNMar46dw","mm","4fc0ead5-0af4-4226-886e-f4fbb43e8245"
"MNHNMar47adw","","","unknown","norecord","new","""Hipparion""  sp. ",37,"8.0",NA,"{metacaral proximal breadth}","MNHNMar47adw","mm","c9be2592-cc95-4f8d-91b2-aea34b97f0a7"
"MNHNMar48dw","","","unknown","norecord","new","""Hipparion""  sp. ",37.5,"8.0",NA,"{metacaral proximal breadth}","MNHNMar48dw","mm","2b3ee1d8-f087-47ad-b8a3-f27adcdab389"
"MNHNMar49dw","","","unknown","norecord","new","""Hipparion""  sp. ",39.2,"8.0",NA,"{metacaral proximal breadth}","MNHNMar49dw","mm","78998de3-5284-42e1-b838-bacc31882de2"
"MNHNMAR50ma","","","unknown","norecord","new","""Hipparion""  sp. ",39,"8.0",NA,"{metacaral proximal breadth}","MNHNMAR50ma","mm","0bc00e2a-b417-4f21-b0ee-f77f24e8c45f"
"MNHNMAR51ma","","","unknown","norecord","new","""Hipparion""  sp. ",37.6,"8.0",NA,"{metacaral proximal breadth}","MNHNMAR51ma","mm","ef18b383-f698-45c1-8d5d-572e0a67301d"
"MNHNMAR52ma","","","unknown","norecord","new","""Hipparion""  sp. ",37.1,"8.0",NA,"{metacaral proximal breadth}","MNHNMAR52ma","mm","ddd77133-fa02-41ba-a349-ada348a25567"
"MNHNMar53dw","","","unknown","norecord","new","""Hipparion""  sp. ",41.6,"8.0",NA,"{metacaral proximal breadth}","MNHNMar53dw","mm","69c9545b-05ad-4055-bd0b-a44aebd81288"
"MNHNMar54or139dw","","","unknown","norecord","new","""Hipparion""  sp. ",43.1,"8.0",NA,"{metacaral proximal breadth}","MNHNMar54or139dw","mm","a37cfb13-c221-4909-acdf-f396ca02b22c"
"MNHNMAR55ma","","","unknown","norecord","new","""Hipparion""  sp. ",42.6,"8.0",NA,"{metacaral proximal breadth}","MNHNMAR55ma","mm","cfb2ad23-c31a-4e92-935b-d7b40a070262"
"RP144","","","unknown","no record","new","Cremohipparion aff. matthewi",32.3,"8.0",NA,"{metacaral proximal breadth}","RP144","mm","fa1b3d9d-e4b5-45d7-9637-c5fc13925d75"
"NHMW4220a","","","unknown","left","new","Hippotherium primigeneium",39,"10.5",NA,"{metacaral proximal breadth}","NHMW4220a","mm","52424e99-067e-4b15-a0f3-0168e243e652"
"NHMW4220b","","","unknown","no record","new","Hippotherium primigeneium",35.5,"10.5",NA,"{metacaral proximal breadth}","NHMW4220b","mm","ef4245f9-deee-4eb3-9de0-45dd0906e32a"
"NHMW4220c","","","unknown","no record","new","Hippotherium primigeneium",34.3,"10.5",NA,"{metacaral proximal breadth}","NHMW4220c","mm","9303d3b6-9974-46be-892d-1001b5b2a930"
"NHMWA4225","","","unknown","no record","new","Hippotherium primigeneium",37.4,"10.5",NA,"{metacaral proximal breadth}","NHMWA4225","mm","ebfc61f6-19c0-45e9-8bab-c50416a1d0eb"
"NHMW1383/1","","","unknown","right","new","Hippotherium primigeneium",35.7,"10.5",NA,"{metacaral proximal breadth}","NHMW1383/1","mm","4fbac72a-0264-49a7-90d2-82181ba2243e"
"NHMW1383/3","","","unknown","right","new","Hippotherium primigeneium",38,"10.5",NA,"{metacaral proximal breadth}","NHMW1383/3","mm","5faae8d6-f805-4b9e-95f7-a6c8a6a89839"
"NHMW2383/2","","","unknown","right","new","Hippotherium primigeneium",36.5,"10.5",NA,"{metacaral proximal breadth}","NHMW2383/2","mm","5c0abda1-de10-469d-b6cf-b59c0be13847"
"NHMW1384/","","","unknown","left","new","Hippotherium primigeneium",33.5,"10.5",NA,"{metacaral proximal breadth}","NHMW1384/","mm","c28ef552-94d6-43e2-a0f3-1997c0f7b954"
"NHMW1384/","","","unknown","right","new","Hippotherium primigeneium",35.8,"10.5",NA,"{metacaral proximal breadth}","NHMW1384/","mm","c7373078-d697-4e37-ba8e-1f9fe7cdf7f5"
"NHMW408-1961","Prottes","","unknown","left","new","Hippotherium microdon",37.3,"10.5",NA,"{metacaral proximal breadth}","NHMW408-1961","mm","7b5eff3c-eb3b-4004-87bb-202506ef25a2"
"NHMW4219****","Laaerberg","","unknown","left","new","Hippotherium primigeneium",37.4,"10.5",NA,"{metacaral proximal breadth}","NHMW4219****","mm","184515ff-b2e6-47b6-ba20-34807f5a7ef6"
"PIUWRLB0414","Laaerberg","","unknown","right","new","Hippotherium primigeneium",37.3,"10.5",NA,"{metacaral proximal breadth}","PIUWRLB0414","mm","8f0331ae-ea3b-4278-b2a3-941266af6007"
"NHMWRLB0439","Stratzling","","unknown","right","new","Hippotherium primigeneium",37.1,"10.5",NA,"{metacaral proximal breadth}","NHMWRLB0439","mm","f4669ca5-04df-4279-9a0b-8925b8b30b77"
"PIUWRLB0416","Stratzling","","unknown","right","new","Hippotherium primigeneium",NA,"10.5",NA,"{metacaral proximal breadth}","PIUWRLB0416","mm","590c081a-7e31-4843-ad11-41bb19f4e09b"
"PIUWRLB0419","Voesendorf","","unknown","left","new","Hippotherium primigeneium",38,"10.5",NA,"{metacaral proximal breadth}","PIUWRLB0419","mm","1d5a50c8-11c0-420a-b190-572b3b22e25a"
"PIUWRLB0423","Voesendorf","","unknown","right","new","Hippotherium primigeneium",34.1,"10.5",NA,"{metacaral proximal breadth}","PIUWRLB0423","mm","d959b4f2-f24e-4576-bd94-a9da455cff22"
"PIUWRLB0411B","Belvedere","","unknown","left","new","Hippotherium primigeneium",NA,"10.5",NA,"{metacaral proximal breadth}","PIUWRLB0411B","mm","ed624a7c-a76b-42da-a3f1-f7a3d60f1ca0"
"PIUWRLB0412","Belvedere","","unknown","right","new","Hippotherium primigeneium",37.9,"10.5",NA,"{metacaral proximal breadth}","PIUWRLB0412","mm","ed73c2bb-3600-4f5b-99ec-b5c49743fee9"
"NHMW4218","Oswaldgasse","","unknown","right","new","Hippotherium primigeneium",NA,"10.5",NA,"{metacaral proximal breadth}","NHMW4218","mm","5596a620-1f79-4fd8-b52a-3606c6240eee"
"NHMW4216","Siebenhirten","","unknown","left","new","Hippotherium primigeneium",37.8,"10.5",NA,"{metacaral proximal breadth}","NHMW4216","mm","7813770b-89eb-4512-9546-9d6139f1c97e"
"NHMW4216","","","unknown","left","new","Hippotherium primigeneium",37.8,"10.5",NA,"{metacaral proximal breadth}","NHMW4216","mm","4cafdd3d-279e-4474-b484-2420fc8a413b"
"NHMW4218","","","unknown","right","new","Hippotherium primigeneium",NA,"10.5",NA,"{metacaral proximal breadth}","NHMW4218","mm","c999c4f5-2274-4eff-b218-bdfb092bb1a3"
"NHMW4219","","","unknown","left","new","Hippotherium primigeneium",37.4,"10.5",NA,"{metacaral proximal breadth}","NHMW4219","mm","7b8bae73-8aef-45bf-a89d-8e6c00b8cdc5"
"NHMW4838","","","unknown","right","new","Hippotherium primigeneium",NA,"10.5",NA,"{metacaral proximal breadth}","NHMW4838","mm","31375e2e-4918-441e-9b23-8e722f876e8c"
"PIUWRLB0411B","","","unknown","left","new","Hippotherium primigeneium",NA,"10.5",NA,"{metacaral proximal breadth}","PIUWRLB0411B","mm","699ab263-6225-443c-91d1-87cc109cfafa"
"PIUWRLB0412","","","unknown","right","new","Hippotherium primigeneium",37.9,"10.5",NA,"{metacaral proximal breadth}","PIUWRLB0412","mm","60cadf02-cec6-4558-8a7f-bd0e893bc273"
"PIUWRLB0414","","","unknown","right","new","Hippotherium primigeneium",37.3,"10.5",NA,"{metacaral proximal breadth}","PIUWRLB0414","mm","088b2bce-9085-473c-9f56-6de8943f7f83"
"PIUWRLB0416","","","unknown","right","new","Hippotherium primigeneium",NA,"10.5",NA,"{metacaral proximal breadth}","PIUWRLB0416","mm","5c17e5c5-c685-409e-a7a8-feeb035cec6f"
"PIUWRLB0419","","","unknown","left","new","Hippotherium primigeneium",38,"10.5",NA,"{metacaral proximal breadth}","PIUWRLB0419","mm","488fe643-15c0-487f-a432-58efecf812cb"
"PIUWRLB0423","","","unknown","right","new","Hippotherium primigeneium",34.1,"10.5",NA,"{metacaral proximal breadth}","PIUWRLB0423","mm","5b3f76fe-aabd-4ac8-acdc-b0f5e88c3709"
"Ho14255","","","unknown","left","new","Hippotherium primigeneium",40.5,"10.3",NA,"{metacaral proximal breadth}","Ho14255","mm","a4e15799-e6dc-4099-a956-47b6c0ea77c8"
"Ho174","","","unknown","norecord","new","Hippotherium primigeneium",39.2,"10.3",NA,"{metacaral proximal breadth}","Ho174","mm","9cc41f8d-f84d-49c4-9d5f-0bfe68fe0836"
"Ho273","","","unknown","right","new","Hippotherium primigeneium",39.5,"10.3",NA,"{metacaral proximal breadth}","Ho273","mm","49bafff9-28ec-4ca5-a219-58bebb465064"
"Ho296","","","unknown","norecord","new","Hippotherium primigeneium",39.9,"10.3",NA,"{metacaral proximal breadth}","Ho296","mm","20d6e738-67bc-482c-a28e-452e3635f51c"
"Ho317","","","unknown","left","new","Hippotherium primigeneium",41.9,"10.3",NA,"{metacaral proximal breadth}","Ho317","mm","0971f918-c3f7-4f8b-82f0-4100d4dffa4a"
"Ho366","","","unknown","right","new","Hippotherium primigeneium",38.4,"10.3",NA,"{metacaral proximal breadth}","Ho366","mm","a2766a6a-3098-4b39-bf39-1fcfc320c33d"
"Ho369","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.3",NA,"{metacaral proximal breadth}","Ho369","mm","51e71758-392e-49b6-8345-7b78e882311f"
"Ho53","","","unknown","left","new","Hippotherium primigeneium",39.4,"10.3",NA,"{metacaral proximal breadth}","Ho53","mm","4711db67-b474-4b1b-84e5-0ba3d62fe676"
"Ho53","","","unknown","right","new","Hippotherium primigeneium",39,"10.3",NA,"{metacaral proximal breadth}","Ho53","mm","a363ae97-7b59-4354-a95e-c4dcb7fb52de"
"Ho54J2","","","unknown","left","new","Hippotherium primigeneium",37.6,"10.3",NA,"{metacaral proximal breadth}","Ho54J2","mm","ecc96523-41ab-42ac-8708-779bc6430eb2"
"Ho54J2","","","unknown","right","new","Hippotherium primigeneium",0,"10.3",NA,"{metacaral proximal breadth}","Ho54J2","mm","b1b9c4d2-a7aa-4f9f-80cb-662e917f5801"
"HoA54","","","male","left","new","Hippotherium primigeneium",41.8,"10.3",NA,"{metacaral proximal breadth}","HoA54","mm","f1b7c4b2-c344-4319-97a0-4ea6466acd2a"
"HoA54","","","male","right","new","Hippotherium primigeneium",40.3,"10.3",NA,"{metacaral proximal breadth}","HoA54","mm","fccfc301-5866-4fc8-9c9d-302880d30521"
"HoB38","","","male","left","new","Hippotherium primigeneium",39.5,"10.3",NA,"{metacaral proximal breadth}","HoB38","mm","4446f419-51d3-430f-bb44-51b1880e755e"
"HoB54","","","male","right","new","Hippotherium primigeneium",40.8,"10.3",NA,"{metacaral proximal breadth}","HoB54","mm","3e2bb9e1-aa02-4f6f-83f1-d7a24a93e52c"
"HoC127","","","female","right","new","Hippotherium primigeneium",37.7,"10.3",NA,"{metacaral proximal breadth}","HoC127","mm","535a154c-e7b2-4141-922a-7a29f67b7334"
"HoE31","","","female","left","new","Hippotherium primigeneium",41.4,"10.3",NA,"{metacaral proximal breadth}","HoE31","mm","ae69a0be-9490-41ad-ad7d-c3df44aab343"
"HoE35","","","female","right","new","Hippotherium primigeneium",41.2,"10.3",NA,"{metacaral proximal breadth}","HoE35","mm","48d82fc6-65b9-44a1-87bd-c8aee266f372"
"HoG54","","","male","left","new","Hippotherium primigeneium",39.8,"10.3",NA,"{metacaral proximal breadth}","HoG54","mm","1265edab-3a44-44fc-88fc-d2c38b85aaa5"
"HoG54","","","male","right","new","Hippotherium primigeneium",39.6,"10.3",NA,"{metacaral proximal breadth}","HoG54","mm","b37dd9d4-d038-4715-adfc-6c649d29e6fc"
"HoI53","","","female","left","new","Hippotherium primigeneium",40.2,"10.3",NA,"{metacaral proximal breadth}","HoI53","mm","530302ff-51ce-4627-a099-f006ac1ae61f"
"HoI53","","","female","right","new","Hippotherium primigeneium",40.1,"10.3",NA,"{metacaral proximal breadth}","HoI53","mm","31df9f6b-9266-4fb3-bee7-6aa5ddd33fa4"
"HoIII","","","unknown","left","new","Hippotherium primigeneium",41.3,"10.3",NA,"{metacaral proximal breadth}","HoIII","mm","0f6d36ec-4716-450a-b2ee-f87a9623bbd1"
"HoIII","","","unknown","right","new","Hippotherium primigeneium",40.2,"10.3",NA,"{metacaral proximal breadth}","HoIII","mm","84222539-6c6a-4b52-bbf9-d613fa534980"
"HoJ562","","","unknown","right","new","Hippotherium primigeneium",39.6,"10.3",NA,"{metacaral proximal breadth}","HoJ562","mm","8a81a648-712d-476a-946c-5cebbeaa647d"
"HoV58","","","female","left","new","Hippotherium primigeneium",40.3,"10.3",NA,"{metacaral proximal breadth}","HoV58","mm","4310885f-d4ff-464e-9a37-d75205ab6587"
"HoV58","","","female","right","new","Hippotherium primigeneium",40.8,"10.3",NA,"{metacaral proximal breadth}","HoV58","mm","286a1bc3-4a3d-4434-9f22-701961044d4f"
"HoY114","","","unknown","right","new","Hippotherium primigeneium",38.3,"10.3",NA,"{metacaral proximal breadth}","HoY114","mm","1eaa4028-53b8-4d9a-a10a-aa5027812cfb"
"HoY129","","","unknown","left","new","Hippotherium primigeneium",0,"10.3",NA,"{metacaral proximal breadth}","HoY129","mm","d354b859-11f2-407d-9314-0f338daeeca1"
"DD110","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DD110","mm","b1d3d070-00ac-44ca-b5cb-6f86e340e307"
"DD125","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DD125","mm","78c88f41-5db1-468c-8af4-f690184a20d3"
"DD127","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DD127","mm","ea90171b-9fc9-49af-9fa3-6d0dd7b40f0d"
"DD136","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DD136","mm","6ab08702-5da9-4ce5-b6c9-69c26e563bf2"
"DD137","","","unknown","norecord","new","Hippotherium primigeneium",39.3,"10.0",NA,"{metacaral proximal breadth}","DD137","mm","505fa5ae-32ea-4536-b4bf-3beea8b2da44"
"DD145","","","unknown","norecord","new","Hippotherium primigeneium",39.7,"10.0",NA,"{metacaral proximal breadth}","DD145","mm","f5c7c427-4dc4-492a-9435-1596f8f60969"
"DD146","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DD146","mm","c6ba69a3-bde2-49ed-a6b6-63897292f2a4"
"DD3339","","","unknown","norecord","new","Hippotherium primigeneium",38.9,"10.0",NA,"{metacaral proximal breadth}","DD3339","mm","95a96f6e-0418-494f-b077-58b5a0496ae4"
"DD3346","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DD3346","mm","cadd5c9d-d132-4615-a581-8717eea49769"
"DD3348","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DD3348","mm","63c38d46-41c8-4788-b5ee-563535af29df"
"DD3350","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DD3350","mm","76e2d462-354f-4069-8003-41149ae9dfd8"
"DD3357","","","unknown","norecord","new","Hippotherium primigeneium",38.7,"10.0",NA,"{metacaral proximal breadth}","DD3357","mm","ad1ff877-8147-4914-b312-65b9c7875854"
"DD3394","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DD3394","mm","d488fe0a-e7d1-4b2d-856d-49f9c79ffb4d"
"DD4206","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DD4206","mm","7f5460f0-509e-4faf-a2b0-64ec12ee4f0f"
"DD4284","","","unknown","norecord","new","Hippotherium primigeneium",35.1,"10.0",NA,"{metacaral proximal breadth}","DD4284","mm","b21ae2f9-f12b-42a9-89bd-95eb032d8cfa"
"DD4433","","","unknown","norecord","new","Hippotherium primigeneium",36.5,"10.0",NA,"{metacaral proximal breadth}","DD4433","mm","eb66415b-7179-4093-8368-0ece325dbd83"
"DD4435","","","unknown","norecord","new","Hippotherium primigeneium",35.3,"10.0",NA,"{metacaral proximal breadth}","DD4435","mm","4fc59c54-ec9c-40c1-9f1c-44a70fdc6f0c"
"DD4450","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DD4450","mm","13dfa644-8d44-4864-a1f3-5a809f17c54e"
"DDnonumb","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DDnonumb","mm","a3ca7794-e2e9-439d-9baa-4765feb27a50"
"DDnonumb2","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DDnonumb2","mm","f4d19ba8-8b63-4e24-a3b3-33cd6d609328"
"DDnonumb3","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","DDnonumb3","mm","cd8e47c6-eb4f-40df-bc1e-f7b977dd29f1"
"SENK99RLB4","","","unknown","norecord","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","SENK99RLB4","mm","cfc2ccb0-453f-4e85-8c48-e9197b46abf7"
"HLMD3074","","","unknown","right","new","Hippotherium primigeneium",40.4,"10.0",NA,"{metacaral proximal breadth}","HLMD3074","mm","c072917a-a7cf-496c-8171-45c1b41446e7"
"HLMD3073","","","unknown","left","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","HLMD3073","mm","f8d3fc68-16ae-4c9d-ab41-5d064aaee568"
"CM286","","","unknown","no record","new","Hippotherium primigeneium",0,"10.0",NA,"{metacaral proximal breadth}","CM286","mm","38bd4111-22ac-4438-8332-3112bf6afe17"
"CM3661","","","unknown","no record","new","Hippotherium primigeneium",34.2,"10.0",NA,"{metacaral proximal breadth}","CM3661","mm","dfed792c-6617-41ca-8166-d7456242c99f"
"CM423","","","unknown","no record","new","Hippotherium primigeneium",37.4,"10.0",NA,"{metacaral proximal breadth}","CM423","mm","986d0fad-26eb-4e0f-b7f6-c6efadf96b4f"
"CM5031","","","unknown","no record","new","Hippotherium primigeneium",35.1,"10.0",NA,"{metacaral proximal breadth}","CM5031","mm","a2fd458e-fa78-46d5-bf28-f339093ee670"
"MNHNLub220dw","","","unknown","norecord","new","Hipparion prostylum",32.4,"8.0",NA,"{metacaral proximal breadth}","MNHNLub220dw","mm","1777dd00-4d35-47a2-843b-c3fe67830d2e"
"MNHNLub221dw","","","unknown","norecord","new","Hipparion prostylum",NA,"8.0",NA,"{metacaral proximal breadth}","MNHNLub221dw","mm","1891add7-79ab-47a7-bf7d-d9747e24a3e1"
"MNHNLub222dw","","","unknown","norecord","new","Hipparion prostylum",NA,"8.0",NA,"{metacaral proximal breadth}","MNHNLub222dw","mm","5dbab895-6502-42c1-8e2f-1f1586184772"
"MNHNLub224dw","","","unknown","norecord","new","Hipparion prostylum",NA,"8.0",NA,"{metacaral proximal breadth}","MNHNLub224dw","mm","351ebb26-983a-4f6a-ad59-5f7992234d05"
"MNHNLub290dw","","","unknown","norecord","new","Hipparion prostylum",34.7,"8.0",NA,"{metacaral proximal breadth}","MNHNLub290dw","mm","630411d4-c9ca-4591-a1ef-027e49d126d1"
"MNHNLUB303","","","unknown","right","new","Hipparion prostylum",33.5,"8.0",NA,"{metacaral proximal breadth}","MNHNLUB303","mm","abe3d8a7-3ba6-45f2-865b-cf0b9eaa09e2"
"MNHNLub303dw","","","unknown","norecord","new","Hipparion prostylum",NA,"8.0",NA,"{metacaral proximal breadth}","MNHNLub303dw","mm","8c611a91-8f06-47c3-a09c-d9b5f1a0d83b"
"MNHNLUB304","","","unknown","right","new","Hipparion prostylum",32.8,"8.0",NA,"{metacaral proximal breadth}","MNHNLUB304","mm","ff7f7f91-ffb1-4703-9b02-06a88c831202"
"MNHNLub304dw","","","unknown","norecord","new","Hipparion prostylum",32.7,"8.0",NA,"{metacaral proximal breadth}","MNHNLub304dw","mm","8cbfc15f-b895-4dc4-95ce-7d682313eaa1"
"MNHNLUB305","","","unknown","left","new","Hipparion prostylum",33.3,"8.0",NA,"{metacaral proximal breadth}","MNHNLUB305","mm","af5a967b-d003-4eea-b2a6-fa30d812ea0b"
"MNHNLub305dw","","","unknown","norecord","new","Hipparion prostylum",NA,"8.0",NA,"{metacaral proximal breadth}","MNHNLub305dw","mm","267cb1b9-5c4e-4844-adc9-09d884636043"
"MNHNLub320dw","","","unknown","norecord","new","Hipparion prostylum",36.6,"8.0",NA,"{metacaral proximal breadth}","MNHNLub320dw","mm","4af48361-5609-496d-980b-55dfd9330a1d"
"MNHNLub330dw","","","unknown","norecord","new","Hipparion prostylum",NA,"8.0",NA,"{metacaral proximal breadth}","MNHNLub330dw","mm","fd86f75b-944f-4a74-a3ad-aa3c65959dad"
"MNHNLub341dw","","","unknown","norecord","new","Hipparion prostylum",33.6,"8.0",NA,"{metacaral proximal breadth}","MNHNLub341dw","mm","de147169-4114-4663-a9c5-5b2c580ffd38"
"MNHNLub421dw","","","unknown","norecord","new","Hipparion prostylum",NA,"8.0",NA,"{metacaral proximal breadth}","MNHNLub421dw","mm","88d7380a-cb11-404f-a6c9-91cc1bdd0ba2"
"MNHNLub432dw","","","unknown","norecord","new","Hipparion prostylum",NA,"8.0",NA,"{metacaral proximal breadth}","MNHNLub432dw","mm","014bc191-17c4-4d03-b818-f044f4e92f94"
"MNHNLub433dw","","","unknown","norecord","new","Hipparion prostylum",NA,"8.0",NA,"{metacaral proximal breadth}","MNHNLub433dw","mm","a06fec46-c1a3-4527-8b85-824aecc43c47"
"MNHNLub434dw","","","unknown","norecord","new","Hipparion prostylum",NA,"8.0",NA,"{metacaral proximal breadth}","MNHNLub434dw","mm","2ffff0dc-fed4-4216-b184-8beab6562172"
"MNHNLub435dw","","","unknown","norecord","new","Hipparion prostylum",NA,"8.0",NA,"{metacaral proximal breadth}","MNHNLub435dw","mm","a37996c8-e239-4bc2-9fd4-1a9faa81e8ab"
"MNHNLUB460","","","unknown","left","new","Hipparion prostylum",33.8,"8.0",NA,"{metacaral proximal breadth}","MNHNLUB460","mm","19ded35e-cfdc-42e7-97cc-7f8ca4f80ab5"
"MNHNLub460dw","","","unknown","norecord","new","Hipparion prostylum",33.7,"8.0",NA,"{metacaral proximal breadth}","MNHNLub460dw","mm","2e19107b-da8b-4e73-a0d0-4f5def1f61ea"
