"materialSampleID","sitename","verbatimEventDate","sex","measurementSide","verbatimLocality","scientificName","measurementValue","minimumChronometricAge","maximumChronometricAge","measurementType","individualID","measurementUnit","observationID"
"HGS4287A","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","HGS4287A","mm","2ffe723a-8047-4869-b1ff-a5c6b251ace0"
"HGS4287B","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","HGS4287B","mm","d53848fd-214b-4d80-bd76-8263d92fe3bc"
"HGS4287C","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","HGS4287C","mm","5d613475-2eae-499d-8597-200420bfbd5f"
"MAFIV11253","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11253","mm","af1f42bb-04c7-4fba-8dfc-a077523ec81d"
"MAFIV112536","","","unknown","left","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV112536","mm","8d210c33-6e17-4613-aa5a-bb8a64f12d5f"
"MAFIV11253B","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11253B","mm","c328239d-ea25-4feb-b9f6-cbb5b63d90dd"
"MAFIV11253C","","","unknown","left","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11253C","mm","c213a57e-8c8a-4953-a85c-038773797df4"
"MAFIV11253D","","","unknown","left","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11253D","mm","7d84ed20-272d-4060-96ca-f1f4198a70f6"
"MAFIV11253E","","","unknown","left","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11253E","mm","254d42be-9c28-4150-a437-d713c59c319f"
"MAFIV11253F","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11253F","mm","228e88f1-9376-496f-9ecf-eb907aa72060"
"MAFIV11253H","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11253H","mm","ad2f814f-428f-4626-9d75-ed77254e64ab"
"MAFIV11253I","","","unknown","left","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11253I","mm","b7f36eaa-3a80-49d4-a1ef-7d2eb88f8212"
"MAFIV11254A","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11254A","mm","e3b0919e-2117-4290-982b-fab361740b12"
"MAFIV11254B","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11254B","mm","2578d12b-f082-4a1e-b77d-29a28e8761ac"
"MAFIV11254C","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11254C","mm","1c4a7db5-7740-4d12-89d4-59a6f54b7c8d"
"MAFIV11254D","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11254D","mm","cbc93623-04ba-495f-8dd0-c54dcbccb602"
"MAFIV11254E","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11254E","mm","cad00887-1376-4e71-bd17-606e787921f4"
"MAFIV11254F","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11254F","mm","ced23625-b9c2-48fa-ab1e-046d266358e2"
"MAFIV11254G","","","unknown","left","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11254G","mm","1830c469-e450-4dde-ba5b-226dab8b26db"
"MAFIV11254H","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11254H","mm","d6121268-cbdb-4367-971c-c149e40cefa0"
"MAFIV11254I","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11254I","mm","2764d58c-025a-46d2-89e3-c2506a0ee570"
"MAFIV11254J","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{tibia proximal breadth}","MAFIV11254J","mm","0c0d0971-d041-4495-af57-faa19b41fbfb"
"MAFIV11256A","","","unknown","left","new","Hippotherium  csakvarense",NA,"9.0",NA,"{humerus tubercle width}","MAFIV11256A","mm","d426cd21-51e6-4057-81cd-6e53d8c7d827"
"MAFIV11256B","","","unknown","right","new","Hippotherium  csakvarense",NA,"9.0",NA,"{humerus tubercle width}","MAFIV11256B","mm","72b5a6e3-9136-45cc-9e7d-64feb94fe7a3"
"MAFIV11256C","","","unknown","left","new","Hippotherium  csakvarense",NA,"9.0",NA,"{humerus tubercle width}","MAFIV11256C","mm","0ef4ca9b-d756-408e-99bc-aaac63531fa6"
"MAFIV11256D","","","unknown","left","new","Hippotherium  csakvarense",NA,"9.0",NA,"{humerus tubercle width}","MAFIV11256D","mm","4efd5295-85e3-4d8d-bf28-96005d112986"
"MAFIBalt061","","","unknown","left","new","Hippotherium  microdon",NA,"7.0",NA,"{tibia proximal breadth}","MAFIBalt061","mm","c6afefce-250d-4bef-b0d2-0df29715ab0a"
"MAFIBalt260","","","unknown","left","new","Hippotherium  microdon",NA,"7.0",NA,"{tibia proximal breadth}","MAFIBalt260","mm","cb63abb5-cfea-405b-8f0a-556b996d9cca"
"MAFIBalt713L","","","unknown","left","new","Hippotherium  microdon",NA,"7.0",NA,"{tibia proximal breadth}","MAFIBalt713L","mm","09172fd0-b3c9-4b2c-969a-a08709c9a22b"
"MAFIBalt742L","","","unknown","right","new","Hippotherium  microdon",NA,"7.0",NA,"{humerus tubercle width}","MAFIBalt742L","mm","e6610928-55b5-4eb5-8873-266b00d5c052"
"MAFIOB3205","","","unknown","right","new","Hippotherium  microdon",82.8,"7.0",NA,"{tibia proximal breadth}","MAFIOB3205","mm","2758a6e1-c893-477b-98db-3b5e585dbb39"
"MAFIOB344A","","","unknown","right","new","Hippotherium  microdon",NA,"7.0",NA,"{tibia proximal breadth}","MAFIOB344A","mm","567d8ba2-f1c2-4371-b527-1a63ef62d16c"
"MAFIOB344B","","","unknown","left","new","Hippotherium  microdon",NA,"7.0",NA,"{tibia proximal breadth}","MAFIOB344B","mm","48588563-5941-419f-affb-cf7d95e89893"
"MAFIOB344C","","","unknown","left","new","Hippotherium  microdon",NA,"7.0",NA,"{tibia proximal breadth}","MAFIOB344C","mm","61e1dc8c-0453-4eeb-8da9-ef85f4b6a70b"
"MAFIOB344D","","","unknown","left","new","Hippotherium  microdon",NA,"7.0",NA,"{tibia proximal breadth}","MAFIOB344D","mm","5addc71e-b43e-465f-8ce5-a61f994c43d4"
"MAFIOB344E","","","unknown","right","new","Hippotherium  microdon",NA,"7.0",NA,"{tibia proximal breadth}","MAFIOB344E","mm","6822f7e5-7920-407d-ba82-67dc1e09599b"
"MAFIOB377","","","unknown","right","new","Hippotherium  microdon",88.4,"7.0",NA,"{tibia proximal breadth}","MAFIOB377","mm","9886378e-7488-4b0d-98da-cd75d71fbae0"
"MAFIOB421A","","","unknown","right","new","Hippotherium  microdon",NA,"7.0",NA,"{tibia proximal breadth}","MAFIOB421A","mm","62bfaf4b-8803-4f29-8b9c-183cee400e14"
"MAFIOB421B","","","unknown","right","new","Hippotherium  microdon",NA,"7.0",NA,"{tibia proximal breadth}","MAFIOB421B","mm","108d586e-7f8b-420c-87c2-aaac3b4fbc9e"
"MAFIOB421C","","","unknown","right","new","Hippotherium  microdon",NA,"7.0",NA,"{tibia proximal breadth}","MAFIOB421C","mm","926977e6-ce0d-44d2-82e1-56dc93c0281f"
"MAFIOB421D","","","unknown","left","new","Hippotherium  microdon",NA,"7.0",NA,"{tibia proximal breadth}","MAFIOB421D","mm","ff25fe82-17e0-4c78-80ef-236e88531a85"
"IGFCCNS2","","","unknown","right","new","""Hipparion"" sp.  ",NA,"6.7",NA,"{tibia proximal breadth}","IGFCCNS2","mm","769e605e-443d-4713-bd62-4399c8f91485"
"NHBJH153","","","unknown","left","new","Hippotherium  malpassii",NA,"6.7",NA,"{humerus tubercle width}","NHBJH153","mm","ca03afb9-7eeb-40c6-b6e6-ace8b038a612"
"KNM-LT160","","","unknown","right","new","Sivalhippus turkanensis",NA,"7.0",NA,"{tibia proximal breadth}","KNM-LT160","mm","07123265-278c-42ed-bef4-e9368db935f4"
"KNM-LT25448","","","unknown","right","new","Sivalhippus turkanensis",NA,"7.0",NA,"{tibia proximal breadth}","KNM-LT25448","mm","892e8c8b-e4c9-4cb7-907f-86f81d175a8b"
"KNM-LT25478B","","","unknown","left","new","Sivalhippus turkanensis",110.5,"6.5",NA,"{tibia proximal breadth}","KNM-LT25478B","mm","b96dd116-2028-47a0-bba7-f3bfaf1110a0"
"KNM-LT26621","","","unknown","left","new","Sivalhippus turkanensis",88.4,"6.5",NA,"{tibia proximal breadth}","KNM-LT26621","mm","f5d358f2-409c-4736-bce2-0e38227d5bcb"
"KNM-LU698","","","unknown","right","new","Eurygnathohippus cf. feibeli",NA,"7.0",NA,"{tibia proximal breadth}","KNM-LU698","mm","f6831200-085b-4698-821c-894008821d9b"
"KNM-LU817","","","unknown","right","new","Eurygnathohippus cf. feibeli",NA,"7.0",NA,"{tibia proximal breadth}","KNM-LU817","mm","9e0e2439-0405-41ed-bd41-a887c8aa7b8a"
"KNM-NA161","","","unknown","norecord","new","""Hipparion""  sp. ",NA,"9.0",NA,"{tibia proximal breadth}","KNM-NA161","mm","9f27d1f1-af6a-4db7-827d-708855a545f3"
"RMNH067/1644","","","unknown","norecord","new","Equid ",NA,"?",NA,"{humerus tubercle width}","RMNH067/1644","mm","9ef0f6aa-2c0f-41ba-a9f4-3fa14016122d"
"RMNH1045","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH1045","mm","56ef4586-1d71-471b-9675-43a9e6de7654"
"RMNH1182","","","unknown","norecord","new","Eurygnathohippus sp.",NA,"?",NA,"{humerus tubercle width}","RMNH1182","mm","6eea4d70-3fb7-417a-8401-c29bc4550f91"
"RMNH1314","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH1314","mm","7bd999e4-e698-48db-87a9-1f9155cee198"
"RMNH1349","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH1349","mm","0e498772-43a3-44fc-a16a-cd2acf8b3e5d"
"RMNH1522","","","unknown","norecord","new","Eurygnathohippus sp.",74.75,"?",NA,"{tibia proximal breadth}","RMNH1522","mm","ecd08cf9-ccf0-4610-bb9e-49ad1df01661"
"RMNH160","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH160","mm","4e70ae88-b7f7-43d7-af83-93fbcb7b9d02"
"RMNH1635","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH1635","mm","65c5802b-88dd-4937-9861-c01bf6bd8613"
"RMNH187","","","unknown","norecord","new","Equid ",95.9,"?",NA,"{humerus tubercle width}","RMNH187","mm","08623c9f-3895-46e3-ba87-6c3534ff2ae2"
"RMNH268","","","unknown","norecord","new","Equid ",NA,"?",NA,"{humerus tubercle width}","RMNH268","mm","c4d3a339-a08e-42bf-962d-59ab3009b14b"
"RMNH2685","","","unknown","norecord","new","Equid ",NA,"?",NA,"{humerus tubercle width}","RMNH2685","mm","c0c9497e-1d2b-4b00-b0f1-dab2a0982ffe"
"RMNH280","","","unknown","norecord","new","Equid ",77.06,"?",NA,"{humerus tubercle width}","RMNH280","mm","6b7fc1c5-5a79-44cf-9d7d-a490e5144d61"
"RMNH284","","","unknown","norecord","new","Equid ",NA,"?",NA,"{humerus tubercle width}","RMNH284","mm","521d4330-38ad-4057-b0bc-d6700a216aaa"
"RMNH305","","","unknown","norecord","new","Equid ",NA,"?",NA,"{humerus tubercle width}","RMNH305","mm","830489e8-3f67-4abd-b12c-17d161f1d217"
"RMNH3212","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH3212","mm","518db5fd-9ec5-40a5-af4f-d29f3198ba8b"
"RMNH418","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH418","mm","e3ccf641-b525-42d2-a2a8-42f10cc6d94d"
"RMNH526","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH526","mm","a3b0905d-a4ac-4f18-86a1-6cb0f679243d"
"RMNH530","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH530","mm","ee7ba021-6564-4970-bc45-df0cc7242da4"
"RMNH556","","","unknown","norecord","new","Equid ",102.88,"?",NA,"{tibia proximal breadth}","RMNH556","mm","305dfdca-942f-463c-b6c6-6f37b9fe4fa5"
"RMNH6038","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH6038","mm","71d903e8-7a77-46fe-b59f-a03f881e6e20"
"RMNH670","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH670","mm","af9a2f70-2918-4cd5-a666-254e8db0f4c2"
"RMNH786","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH786","mm","5cb807b7-f623-489f-8125-b062d27d3fd9"
"RMNH84","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH84","mm","e04aa2d0-d911-4000-a6f7-1bb20b7a4192"
"RMNH85","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH85","mm","2f4d3846-f95b-4949-840d-1e0c3161840a"
"RMNH862","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH862","mm","57d396da-522e-4495-8394-a181c5831418"
"RMNH883","","","unknown","norecord","new","Equid ",NA,"?",NA,"{tibia proximal breadth}","RMNH883","mm","28d154d8-5aa9-421b-b0dc-7b02455c985d"
"RMNH988","","","unknown","norecord","new","Equid ",94.45,"?",NA,"{tibia proximal breadth}","RMNH988","mm","82a63f10-1c9f-4224-a88b-21d1d576003d"
"SAMPQL12733","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{tibia proximal breadth}","SAMPQL12733","mm","4d6ba3d6-50c3-4525-8bea-ab0173915d45"
"SAMPQL20178","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",89.7,"5.00",NA,"{tibia proximal breadth}","SAMPQL20178","mm","d2433351-59be-42c4-bbae-d32c891b19f3"
"SAMPQL20541","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",78.9,"5.00",NA,"{humerus tubercle width}","SAMPQL20541","mm","962c5035-667d-44d1-a2b1-e03d98eb77cd"
"SAMPQL20553","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{tibia proximal breadth}","SAMPQL20553","mm","ff4b343d-7514-41ab-b1a6-5368455a7f1e"
"SAMPQL20554","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",90,"5.00",NA,"{tibia proximal breadth}","SAMPQL20554","mm","865d6183-06ea-43b2-a3d4-feb9f019bee3"
"SAMPQL21295A","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{tibia proximal breadth}","SAMPQL21295A","mm","df81cae3-01f7-48fb-8ae2-7365f48b933d"
"SAMPQL2146A","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{tibia proximal breadth}","SAMPQL2146A","mm","b9c38f4e-1081-41f8-b252-0faf96ba0888"
"SAMPQL2147","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{tibia proximal breadth}","SAMPQL2147","mm","0e561bec-74a0-4e23-b6f1-fe4ce3b4aff9"
"SAMPQL2742","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{tibia proximal breadth}","SAMPQL2742","mm","0fb5b368-5be0-4b9e-b120-1d3d55f136f4"
"SAMPQL2747","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{tibia proximal breadth}","SAMPQL2747","mm","af837d28-d5e3-4958-adc7-5ac7ce561339"
"SAMPQL3406","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{tibia proximal breadth}","SAMPQL3406","mm","773afe93-ea7f-4a99-a15a-37f351449cf4"
"SAMPQL3407","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",86.5,"5.00",NA,"{tibia proximal breadth}","SAMPQL3407","mm","d51d71cf-17e2-497a-91cc-22d4dede9c65"
"SAMPQL3411","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",83.4,"5.00",NA,"{tibia proximal breadth}","SAMPQL3411","mm","dbeb02d2-3b30-4a23-a295-dbb91e93ab96"
"SAMPQL5985","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{tibia proximal breadth}","SAMPQL5985","mm","f0eef7b5-a2eb-44ab-bda4-9c07362aaf36"
"SAMPQL7570","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{tibia proximal breadth}","SAMPQL7570","mm","d0b4b761-36f2-4849-a809-7caa50fc5e5f"
"SAMPQL7932","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",89.9,"5.00",NA,"{tibia proximal breadth}","SAMPQL7932","mm","a6fcb971-cd87-4765-998f-b5ef578aafcb"
"SAMPQL9714","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",89,"5.00",NA,"{tibia proximal breadth}","SAMPQL9714","mm","588adcad-0a32-4b75-8591-9b395d70cc0f"
"SAMPQL9715","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{tibia proximal breadth}","SAMPQL9715","mm","1afeb207-aa7b-4c46-a226-e09a31726e70"
"SAMPQL9718","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",NA,"5.00",NA,"{tibia proximal breadth}","SAMPQL9718","mm","62f7dfb5-472f-46e7-bdbc-b1d31e9bfbf0"
"AS89/23","","","unknown","right","new","""Hipparion""  sp.",0,"10.8","9.0","{tibia proximal breadth}","AS89/23","mm","39c2b4b9-1b1c-460a-b4ec-a7be4c318fcd"
"AS90/220","","","unknown","right","new","""Hipparion""  sp.",0,"10.8","9.0","{humerus tubercle width}","AS90/220","mm","ef6f3ee9-dd98-492f-b9dc-89602f04ab96"
"AS92/225","","","unknown","left","new","""Hipparion""  sp.",0,"10.8","9.0","{tibia proximal breadth}","AS92/225","mm","1ff923ab-a88f-4967-a89f-7d13e6d75e02"
"AS92/235","","","unknown","right","new","""Hipparion""  sp.",0,"10.8","9.0","{tibia proximal breadth}","AS92/235","mm","9d884d4e-3c53-488d-b8d0-4388de653830"
"AS92/242","","","unknown","left","new","""Hipparion""  sp.",0,"10.8","9.0","{humerus tubercle width}","AS92/242","mm","a7503c32-49c5-4254-b919-ff707db422d6"
"AS92/255","","","unknown","right","new","""Hipparion""  sp.",0,"10.8","9.0","{tibia proximal breadth}","AS92/255","mm","97eb6ea4-76b2-40b5-8a33-16c3f5c64ec1"
"AS93/1213","","","unknown","right","new","""Hipparion""  sp.",0,"9.8",NA,"{tibia proximal breadth}","AS93/1213","mm","3c83036b-8fc6-4ffe-a4aa-d59e2ffb23b8"
"AS93/842","","","unknown","left","new","""Hipparion""  sp.",0,"10.8","9.0","{humerus tubercle width}","AS93/842","mm","594904da-37f0-4997-ae21-bc73280d1c43"
"AS94/1488","","","unknown","right","new","""Hipparion""  sp.",0,"10.8","9.0","{tibia proximal breadth}","AS94/1488","mm","28c8708b-808e-41b8-a5ef-40d49bc7d687"
"MNHNRLB02","","","unknown","right","new","""Hipparion""  sp.",0,"9.9",NA,"{humerus tubercle width}","MNHNRLB02","mm","1a69363c-98bc-4489-8703-a202ec0c4913"
"MNHNRLB03","","","unknown","left","new","""Hipparion""  sp.",0,"9.9",NA,"{humerus tubercle width}","MNHNRLB03","mm","49e5d5d2-6085-492f-b18f-38556bf224db"
"MNHNTRQ1139","","","unknown","left","new","""Hipparion""  sp.",0,"9.9",NA,"{tibia proximal breadth}","MNHNTRQ1139","mm","18cb54f7-d54e-40dc-8be0-78267e22ebea"
"MNHNTRQ1140","","","unknown","right","new","""Hipparion""  sp.",0,"9.9",NA,"{tibia proximal breadth}","MNHNTRQ1140","mm","e0355fcb-df0e-4fb8-b3e9-d6939404060c"
"MNHNTRQ1141","","","unknown","left","new","""Hipparion""  sp.",0,"9.9",NA,"{tibia proximal breadth}","MNHNTRQ1141","mm","478862ba-6c6c-462c-8f11-90e75d1fa4dc"
"MNHNTRQ1142","","","unknown","right","new","""Hipparion""  sp.",0,"9.9",NA,"{tibia proximal breadth}","MNHNTRQ1142","mm","03bc3cfe-8982-4f68-be25-e4d64ba2c59d"
"ISP11P90A_OC","Incorrect Loc.","","unknown","left","new","""Hipparion""  sp.",NA,"7.1",NA,"{tibia proximal breadth}","ISP11P90A_OC","mm","2de33fcd-1db6-49e5-90c0-8559acfcdb0b"
"ISP13P26A","","","unknown","right","new","""Hipparion""  sp.",NA,"7.1",NA,"{tibia proximal breadth}","ISP13P26A","mm","9ff0e5d4-8491-4eda-9d57-2e6fc0f5d635"
"ISP16P17A","","","unknown","left","new","""Hipparion""  sp.",NA,"7.1",NA,"{tibia proximal breadth}","ISP16P17A","mm","0fd9ed15-b30b-4340-9043-d621f68468db"
"ISP237P16A","","","unknown","right","new","""Hipparion""  sp.",NA,"7.1",NA,"{tibia proximal breadth}","ISP237P16A","mm","f29594cd-444f-4433-8767-96f7f88d60b0"
"ISP29P5A","","","unknown","left","new","""Hipparion""  sp.",NA,"7.1",NA,"{tibia proximal breadth}","ISP29P5A","mm","5c87155c-1c5f-48a4-8417-2e3022a630b6"
"ISP51P29A_OC","U1","","unknown","left","new","""Hipparion""  sp.",NA,"7.1",NA,"{tibia proximal breadth}","ISP51P29A_OC","mm","2d259840-dce1-4988-ae04-374bef21b9a3"
"ISP51P61A","","","unknown","left","new","""Hipparion""  sp.",NA,"7.1",NA,"{tibia proximal breadth}","ISP51P61A","mm","5cd923f4-de59-457c-927e-a05a6e207c93"
"BMNHM2654","","","unknown","left","new","Cremohipparion antelopinum",38.4,"3.5",NA,"{tibia distal depth}","BMNHM2654","mm","f244c6bc-6480-43f6-b7b7-a454fc2b2b27"
"YGSP11532","Y311","","unknown","left","new","""Hipparion""  sp.",33.2,"8.0",NA,"{tibia distal depth}","YGSP11532","mm","b967d9a1-f32e-45af-b633-2035eacd7a08"
"YGSP16158","Y309","","unknown","left","new","""Hipparion""  sp.",46,"8.0",NA,"{tibia distal depth}","YGSP16158","mm","944180cc-f19d-4832-95e0-5fac745aa65e"
"YGSP16859","Y450","","unknown","left","new","""Hipparion""  sp.",41.1,"8.0",NA,"{tibia distal depth}","YGSP16859","mm","74532825-c78e-4c4a-91dc-10b41dd9f4b0"
"YGSP17079","Y310","","unknown","right","new","""Hipparion""  sp.",NA,"8.0",NA,"{tibia distal depth}","YGSP17079","mm","eb830cc1-9faf-4f18-944a-13dba209b708"
"YGSP8904","Y251","","unknown","left","new","""Hipparion""  sp.",NA,"8.0",NA,"{tibia distal depth}","YGSP8904","mm","82200657-8078-4739-a216-4ec122e91a5e"
"MMTT13/2361","Q13","","unknown","left","new","""Hipparion""  sp.",NA,"7.9",NA,"{tibia distal depth}","MMTT13/2361","mm","d7f99008-8d55-4c7a-bb37-8913507fa5d3"
"NHMW1977/1948","","","unknown","left","new","Hippotherium primigeneium",38.1,"10.5",NA,"{tibia distal depth}","NHMW1977/1948","mm","aac5c22f-0a13-4951-ac77-68b42510760f"
"NHMW1977/1948/0036","Gaiselberg","","unknown","right","new","Hippotherium primigeneium",37.6,"10.5",NA,"{tibia distal depth}","NHMW1977/1948/0036","mm","5c60ab74-1244-4682-a31f-1c6ba5ac2e56"
"NHMW9107","","","unknown","left","new","Hippotherium primigeneium",37.9,"10.5",NA,"{tibia distal depth}","NHMW9107","mm","26e124d7-8a7b-4197-a94d-664e7ac973df"
"NHMW9108","","","unknown","left","new","Hippotherium primigeneium",39.4,"10.5",NA,"{tibia distal depth}","NHMW9108","mm","83c09fa8-a931-4816-8682-2a1e50d49e75"
"NHMW9109","","","unknown","left","new","Hippotherium primigeneium",38.1,"10.5",NA,"{tibia distal depth}","NHMW9109","mm","f74e698c-fa74-4189-ad29-532b5fa1271a"
"NHMW9131","","","unknown","right","new","Hippotherium primigeneium",46.4,"10.5",NA,"{tibia distal depth}","NHMW9131","mm","dd10cfd5-fb7c-4c1f-9b17-3370bbf7caff"
"Ho168","","","unknown","left","new","Hippotherium primigeneium",46.5,"10.3",NA,"{tibia distal depth}","Ho168","mm","73da55ea-0408-4561-a2c9-8391baf4c2fd"
"Ho220","","","unknown","left","new","Hippotherium primigeneium",41.7,"10.3",NA,"{tibia distal depth}","Ho220","mm","b7faf1e6-0858-4477-a0d0-f748fccff434"
"Ho367","","","unknown","norecord","new","Hippotherium primigeneium",41.2,"10.3",NA,"{tibia distal depth}","Ho367","mm","093c7103-0396-486b-b875-fecf082286e2"
"Ho4254","","","unknown","right","new","Hippotherium primigeneium",44.8,"10.3",NA,"{tibia distal depth}","Ho4254","mm","fd57f5ea-fde9-414a-a5d9-3ecbdef21566"
"Ho505221","","","unknown","left","new","Hippotherium primigeneium",44.4,"10.3",NA,"{tibia distal depth}","Ho505221","mm","d81af58c-1ee0-452d-847f-728f58f5588d"
"Ho51157","","","unknown","left","new","Hippotherium primigeneium",46,"10.3",NA,"{tibia distal depth}","Ho51157","mm","3c26da13-5920-4636-835e-e678a34947ee"
"Ho5997","","","unknown","left","new","Hippotherium primigeneium",42,"10.3",NA,"{tibia distal depth}","Ho5997","mm","3511dd1e-f48b-4fe6-abed-3400ab502415"
"Ho8455","","","unknown","norecord","new","Hippotherium primigeneium",44.5,"10.3",NA,"{tibia distal depth}","Ho8455","mm","13910534-39b1-43c2-be9c-ef6fb6540c6b"
"Ho9759","","","unknown","left","new","Hippotherium primigeneium",42.3,"10.3",NA,"{tibia distal depth}","Ho9759","mm","f0742937-7f41-4e33-9868-3ff9aebeb3b9"
"HoA54","","","male","right","new","Hippotherium primigeneium",47,"10.3",NA,"{tibia distal depth}","HoA54","mm","f30a0793-82f3-4bcf-a537-32213b62404a"
"HoA54","","","unknown","left","new","Hippotherium primigeneium",50,"10.3",NA,"{tibia distal depth}","HoA54","mm","06d8b0d5-0ea1-43d3-9310-0e17902ff1b3"
"HoB54113","","","male","right","new","Hippotherium primigeneium",0,"10.3",NA,"{tibia distal depth}","HoB54113","mm","10e297a2-dc61-4536-ac16-0ced20e2c729"
"HoC5482","","","female","right","new","Hippotherium primigeneium",43.7,"10.3",NA,"{tibia distal depth}","HoC5482","mm","fea33f21-5aae-4208-9313-8d18ed7f63df"
"HoC5483","","","female","left","new","Hippotherium primigeneium",44,"10.3",NA,"{tibia distal depth}","HoC5483","mm","6cfdb6f1-2c1e-49c4-8bbf-58ec4dc73793"
"HoE54101","","","female","left","new","Hippotherium primigeneium",48,"10.3",NA,"{tibia distal depth}","HoE54101","mm","1e51ea81-9145-46f8-85c6-8aaaf0d31eab"
"HoE5477","","","female","right","new","Hippotherium primigeneium",50.5,"10.3",NA,"{tibia distal depth}","HoE5477","mm","9938c533-8579-4351-840c-330602ff1e8c"
"HoG54","","","male","right","new","Hippotherium primigeneium",49,"10.3",NA,"{tibia distal depth}","HoG54","mm","fdab9db0-03fd-4232-8c2c-505760219d31"
"HoG54","","","unknown","left","new","Hippotherium primigeneium",51,"10.3",NA,"{tibia distal depth}","HoG54","mm","5adf5598-fd0d-45ef-a201-3f1424250638"
